ENVI ASCII Plot File
     0.453000     0.756066 3.72652e-005 3.87863e-005
     0.454000     0.755090 3.94767e-005 4.47908e-005
     0.455000     0.754155 3.93929e-005 3.10598e-005
     0.456000     0.757641 3.65547e-005 1.90389e-005
     0.457000     0.766213 3.70449e-005 1.77507e-005
     0.458000     0.767517 2.79357e-005 2.40557e-005
     0.459000     0.769674 3.67308e-005 2.73527e-005
     0.460000     0.768063 7.67139e-005 1.64387e-005
     0.461000     0.765566 6.26115e-005 1.87834e-005
     0.462000     0.762376 3.27511e-005 1.94947e-005
     0.463000     0.762350 3.82173e-005 2.33984e-005
     0.464000     0.769732 3.46198e-005 2.98989e-005
     0.465000     0.774002 4.58120e-005 1.65871e-005
     0.466000     0.779024 5.23612e-005 1.58670e-005
     0.467000     0.781948 4.21227e-005 1.27163e-005
     0.468000     0.788529 4.47841e-005 2.71904e-005
     0.469000     0.794919 5.31035e-005 2.41380e-005
     0.470000     0.798373 6.45156e-005 1.77418e-005
     0.471000     0.798654 7.00298e-005 1.44889e-005
     0.472000     0.808216 6.74719e-005 1.62583e-005
     0.473000     0.809030 6.99312e-005 2.03288e-005
     0.474000     0.814246 8.51345e-005 2.70138e-005
     0.475000     0.816548  0.000104335 3.94337e-005
     0.476000     0.815755  0.000119158 1.97227e-005
     0.477000     0.819842  0.000138113     0.000000
     0.478000     0.824102  0.000145647 9.98720e-006
     0.479000     0.825689  0.000168523 1.50169e-005
     0.480000     0.824325  0.000221622 2.08291e-005
     0.481000     0.828848  0.000255396 2.34462e-005
     0.482000     0.826684  0.000281886 1.75136e-005
     0.483000     0.827549  0.000341907 1.33427e-005
     0.484000     0.831145  0.000401564 8.36591e-006
     0.485000     0.831765  0.000465818 2.17437e-005
     0.486000     0.839131  0.000562214 3.28731e-005
     0.487000     0.841171  0.000635678 2.61700e-005
     0.488000     0.838403  0.000697352 2.52359e-005
     0.489000     0.839133  0.000775868 2.19029e-005
     0.490000     0.833355  0.000860303 2.76436e-005
     0.491000     0.835882   0.00100440 3.78860e-005
     0.492000     0.830575   0.00110673 3.69189e-005
     0.493000     0.831790   0.00113141 3.20370e-005
     0.494000     0.839566   0.00119069 3.24345e-005
     0.495000     0.840613   0.00129527 3.34097e-005
     0.496000     0.839651   0.00137004 4.28406e-005
     0.497000     0.838617   0.00144771 3.67698e-005
     0.498000     0.839776   0.00150975 2.22147e-005
     0.499000     0.845190   0.00158137 2.39991e-005
     0.500000     0.851790   0.00166347 3.18574e-005
     0.501000     0.853770   0.00174977 3.61665e-005
     0.502000     0.855547   0.00185140 2.58575e-005
     0.503000     0.853997   0.00194000 1.80746e-005
     0.504000     0.849218   0.00203976 1.54397e-005
     0.505000     0.842624   0.00210415 2.56395e-005
     0.506000     0.841962   0.00224449 3.00180e-005
     0.507000     0.839043   0.00238636 2.91543e-005
     0.508000     0.837807   0.00252467 2.83092e-005
     0.509000     0.837919   0.00266089 4.12142e-005
     0.510000     0.842454   0.00280183 2.24146e-005
     0.511000     0.848675   0.00296472 1.12497e-005
     0.512000     0.850465   0.00310253 7.77359e-006
     0.513000     0.853204   0.00322734 7.76424e-006
     0.514000     0.856784   0.00332032 1.38095e-005
     0.515000     0.858409   0.00339446 1.63942e-005
     0.516000     0.857918   0.00346519 2.06877e-005
     0.517000     0.862577   0.00356213 2.69135e-005
     0.518000     0.859354   0.00361274 4.07778e-005
     0.519000     0.859150   0.00368359 8.70414e-006
     0.520000     0.856692   0.00373012     0.000000
     0.521000     0.855257   0.00380015 1.65565e-005
     0.522000     0.854518   0.00391040 2.52734e-005
     0.523000     0.852986   0.00404747 2.26067e-005
     0.524000     0.857416   0.00426146 2.26952e-005
     0.525000     0.860754   0.00451191 1.48735e-005
     0.526000     0.857467   0.00480754 1.82862e-005
     0.527000     0.859262   0.00524118 2.26702e-005
     0.528000     0.862882   0.00581817 8.75703e-006
     0.529000     0.861088   0.00648347 1.75016e-005
     0.530000     0.860722   0.00737294 8.76685e-007
     0.531000     0.862962   0.00845972 1.23178e-005
     0.532000     0.864731   0.00977248 2.82263e-005
     0.533000     0.867767    0.0114210 3.71502e-005
     0.534000     0.868043    0.0133359 3.61909e-005
     0.535000     0.870660    0.0156827 1.05916e-005
     0.536000     0.877667    0.0186204     0.000000
     0.537000     0.879886    0.0220457     0.000000
     0.538000     0.880317    0.0261219 2.74278e-005
     0.539000     0.880603    0.0309640 4.68749e-005
     0.540000     0.878041    0.0365418 4.85330e-005
     0.541000     0.877546    0.0432341 2.65251e-005
     0.542000     0.874884    0.0508870 2.73976e-005
     0.543000     0.870331    0.0596088 2.73160e-005
     0.544000     0.869560    0.0699416 2.99721e-005
     0.545000     0.870268    0.0816492 3.44098e-005
     0.546000     0.870738    0.0951164 2.02807e-005
     0.547000     0.874658     0.110821 2.65016e-005
     0.548000     0.881760     0.129199 3.73409e-005
     0.549000     0.884733     0.149294 4.54106e-005
     0.550000     0.883297     0.170841 4.97252e-005
     0.551000     0.885331     0.195215 2.49351e-005
     0.552000     0.885639     0.221952 2.58820e-005
     0.553000     0.881850     0.249492 2.58200e-005
     0.554000     0.881072     0.279513 3.65191e-005
     0.555000     0.888907     0.313905 5.30610e-005
     0.556000     0.892204     0.348373 4.06282e-005
     0.557000     0.886515     0.379465 2.86869e-005
     0.558000     0.883768     0.411996 2.94774e-005
     0.559000     0.883105     0.444363 3.21220e-005
     0.560000     0.876133     0.472550 4.07248e-005
     0.561000     0.879998     0.505558 1.24739e-005
     0.562000     0.886831     0.540030 5.40201e-005
     0.563000     0.881594     0.564970 4.84545e-005
     0.564000     0.876266     0.587230     0.000000
     0.565000     0.872447     0.608598 3.92500e-005
     0.566000     0.868101     0.627507 4.89121e-005
     0.567000     0.864186     0.647187 5.69410e-005
     0.568000     0.850999     0.665548 3.91735e-005
     0.569000     0.823115     0.682330 2.75962e-005
     0.570000     0.775538     0.699085 4.99168e-005
     0.571000     0.705371     0.714745 8.29450e-005
     0.572000     0.620190     0.730885 8.13674e-005
     0.573000     0.527940     0.747710  0.000105836
     0.574000     0.436227     0.757700 7.68178e-005
     0.575000     0.354578     0.765675 8.16162e-005
     0.576000     0.289125     0.779353 6.92537e-005
     0.577000     0.236422     0.794012 6.94650e-005
     0.578000     0.194706     0.806955 7.31641e-005
     0.579000     0.161563     0.816355 8.45927e-005
     0.580000     0.134897     0.820164 7.42894e-005
     0.581000     0.114384     0.828633 4.77558e-005
     0.582000    0.0985371     0.845055 5.81261e-005
     0.583000    0.0843415     0.851313 6.26163e-005
     0.584000    0.0721536     0.855457 8.49128e-005
     0.585000    0.0620857     0.863484  0.000119511
     0.586000    0.0532070     0.867709 4.59310e-005
     0.587000    0.0455005     0.868442 6.30363e-005
     0.588000    0.0388308     0.866750 5.39454e-005
     0.589000    0.0334020     0.866791 9.70832e-005
     0.590000    0.0289762     0.865870 9.53314e-005
     0.591000    0.0254069     0.864963 8.99167e-005
     0.592000    0.0225648     0.864192  0.000106187
     0.593000    0.0203174     0.863585  0.000131475
     0.594000    0.0184287     0.858123  0.000144240
     0.595000    0.0170834     0.855315  0.000182261
     0.596000    0.0162201     0.860184  0.000204874
     0.597000    0.0157141     0.867729  0.000221096
     0.598000    0.0153664     0.870442  0.000257847
     0.599000    0.0153056     0.875964  0.000233632
     0.600000    0.0154192     0.879506  0.000215807
     0.601000    0.0155796     0.876263  0.000173561
     0.602000    0.0158761     0.874282  0.000147411
     0.603000    0.0161989     0.873305  0.000125209
     0.604000    0.0164537     0.873074  0.000121254
     0.605000    0.0165130     0.875138  0.000120290
     0.606000    0.0161605     0.871455  0.000100713
     0.607000    0.0155849     0.874971 9.72993e-005
     0.608000    0.0146544     0.875849 7.49084e-005
     0.609000    0.0135363     0.878474 9.46593e-005
     0.610000    0.0123286     0.882362 9.49798e-005
     0.611000    0.0110900     0.882572  0.000103905
     0.612000    0.0100287     0.887034  0.000117890
     0.613000   0.00910198     0.889770 9.56868e-005
     0.614000   0.00826364     0.886915  0.000122451
     0.615000   0.00758331     0.883628  0.000139168
     0.616000   0.00699363     0.881313  0.000154179
     0.617000   0.00657612     0.879868  0.000225805
     0.618000   0.00628166     0.882411  0.000377980
     0.619000   0.00600881     0.880292  0.000501483
     0.620000   0.00576991     0.877092  0.000526085
     0.621000   0.00557808     0.878089  0.000404976
     0.622000   0.00540590     0.879011  0.000225770
     0.623000   0.00518581     0.871196  0.000143604
     0.624000   0.00500799     0.873791 9.39166e-005
     0.625000   0.00479741     0.874903 5.55028e-005
     0.626000   0.00455149     0.872933 4.82017e-005
     0.627000   0.00431715     0.873959 6.07294e-005
     0.628000   0.00406784     0.874357 4.19549e-005
     0.629000   0.00384889     0.877060 2.68340e-005
     0.630000   0.00363727     0.879982 2.86893e-005
     0.631000   0.00345825     0.879642 3.67137e-005
     0.632000   0.00331318     0.882475 3.94960e-005
     0.633000   0.00318380     0.883272     0.000000
     0.634000   0.00308113     0.875836 2.04460e-005
     0.635000   0.00306410     0.879957 2.05285e-005
     0.636000   0.00312447     0.890263 3.70348e-005
     0.637000   0.00318284     0.890112 1.98702e-005
     0.638000   0.00331906     0.893681 2.35716e-005
     0.639000   0.00349760     0.888341 4.50838e-006
     0.640000   0.00379073     0.886513     0.000000
     0.641000   0.00419684     0.884331 9.89185e-006
     0.642000   0.00475052     0.884390 3.06020e-005
     0.643000   0.00552394     0.886584 3.88310e-005
     0.644000   0.00658200     0.888539 2.44617e-005
     0.645000   0.00801396     0.884308     0.000000
     0.646000   0.00996949     0.880376 2.33920e-005
     0.647000    0.0126182     0.879282 3.05590e-005
     0.648000    0.0157622     0.868665 2.75377e-005
     0.649000    0.0191515     0.860738 2.02699e-005
     0.650000    0.0220505     0.864943 1.15146e-005
     0.651000    0.0231159     0.866596 2.12895e-005
     0.652000    0.0219218     0.867067 3.81479e-005
     0.653000    0.0193231     0.871044 3.20686e-005
     0.654000    0.0162505     0.873106 2.76613e-005
     0.655000    0.0133666     0.870884 2.40055e-005
     0.656000    0.0110317     0.870903 5.32978e-006
     0.657000   0.00916367     0.868620 7.08030e-006
     0.658000   0.00774371     0.871200 3.10351e-005
     0.659000   0.00648592     0.859564 2.44686e-005
     0.660000   0.00559351     0.863412 1.49067e-005
     0.661000   0.00487762     0.869451 1.67585e-005
     0.662000   0.00423158     0.868390 2.28925e-005
     0.663000   0.00365202     0.862822 2.62421e-005
     0.664000   0.00318752     0.861792 4.97913e-005
     0.665000   0.00277005     0.862264 2.88456e-005
     0.666000   0.00240352     0.856848 1.99859e-005
     0.667000   0.00209342     0.855193 3.29808e-005
     0.668000   0.00181189     0.847420 4.90864e-005
     0.669000   0.00155787     0.839083 6.48758e-005
     0.670000   0.00138931     0.834557 3.65385e-005
     0.671000   0.00125389     0.843371 1.54908e-005
     0.672000   0.00114031     0.842905     0.000000
     0.673000   0.00103795     0.841265 2.15342e-005
     0.674000  0.000951136     0.832966 3.24736e-005
     0.675000  0.000874923     0.829719 2.81408e-005
     0.676000  0.000795202     0.822649 3.55681e-005
     0.677000  0.000754891     0.820783 1.35406e-005
     0.678000  0.000728521     0.817640     0.000000
     0.679000  0.000703866     0.811997 1.76176e-005
     0.680000  0.000688824     0.821058 1.18763e-005
     0.681000  0.000671119     0.814504 7.57851e-006
     0.682000  0.000688762     0.821045 2.46290e-005
     0.683000  0.000722409     0.824510 2.30284e-005
     0.684000  0.000733674     0.822590     0.000000
     0.685000  0.000753803     0.823269     0.000000
     0.686000  0.000774121     0.825298 1.87150e-005
     0.687000  0.000792783     0.823264 7.63106e-006
     0.688000  0.000845537     0.824810     0.000000
     0.689000  0.000900573     0.813665     0.000000
     0.690000  0.000992805     0.821561 1.43152e-005
     0.691000   0.00108807     0.818084 9.20671e-006
     0.692000   0.00118977     0.808501 1.40362e-005
     0.693000   0.00132905     0.817842 3.75203e-005
     0.694000   0.00148224     0.825697 3.19484e-005
     0.695000   0.00165794     0.826759 1.93469e-005
     0.696000   0.00183646     0.819770 1.83230e-005
     0.697000   0.00206078     0.816849 1.99029e-005
     0.698000   0.00231776     0.817647 3.81729e-005
     0.699000   0.00260148     0.821582 2.16790e-005
     0.700000   0.00289061     0.815798     0.000000
     0.701000   0.00322855     0.814246 3.31048e-006
     0.702000   0.00356525     0.806195 1.72234e-005
     0.703000   0.00392935     0.802347 2.20566e-005
     0.704000   0.00429098     0.795727 2.75948e-005
     0.705000   0.00470726     0.793046 2.59353e-005
     0.706000   0.00519456     0.789688 1.78034e-005
     0.707000   0.00579707     0.789715 2.02695e-005
     0.708000   0.00654138     0.789809 2.76282e-005
     0.709000   0.00742504     0.786965 3.48936e-005
     0.710000   0.00850367     0.784500 2.91805e-005
     0.711000   0.00991288     0.785813 1.38334e-005
     0.712000    0.0116154     0.780436 1.53814e-005
     0.713000    0.0137269     0.775113 2.33725e-005
     0.714000    0.0162925     0.770945 3.77308e-005
     0.715000    0.0194133     0.776890 4.45223e-005
     0.716000    0.0223974     0.774049 2.98708e-005
     0.717000    0.0247315     0.770991     0.000000
     0.718000    0.0256789     0.767835 7.21318e-006
     0.719000    0.0249318     0.764633 1.43662e-005
     0.720000    0.0228789     0.764765 2.23450e-005
     0.721000    0.0199376     0.758553 2.45079e-005
     0.722000    0.0170610     0.754684 2.20020e-005
     0.723000    0.0145374     0.750628 3.35537e-005
     0.724000    0.0126229     0.756583 4.63472e-005
     0.725000    0.0110103     0.756379 3.29229e-005
     0.726000   0.00984426     0.762181 3.07436e-005
     0.727000   0.00895167     0.768865 3.56830e-005
     0.728000   0.00816041     0.761455 3.60872e-005
     0.729000   0.00763710     0.758544 3.43310e-005
     0.730000   0.00731352     0.759724 6.15760e-005
     0.731000   0.00711338     0.761608 6.15708e-005
     0.732000   0.00700360     0.761938 5.75852e-005
     0.733000   0.00704302     0.759192 7.12354e-005
     0.734000   0.00726880     0.762851  0.000101776
     0.735000   0.00752403     0.760170 9.90106e-005
     0.736000   0.00789963     0.757660 9.47124e-005
     0.737000   0.00841365     0.754301 9.65677e-005
     0.738000   0.00913545     0.754538  0.000100356
     0.739000    0.0100223     0.750268  0.000126469
     0.740000    0.0111544     0.748514  0.000146778
     0.741000    0.0125174     0.746248  0.000157766
     0.742000    0.0141627     0.743211  0.000178395
     0.743000    0.0162087     0.745858  0.000200444
     0.744000    0.0185837     0.749091  0.000228326
     0.745000    0.0212219     0.751269  0.000264669
     0.746000    0.0235216     0.740124  0.000296431
     0.747000    0.0258909     0.736221  0.000338231
     0.748000    0.0280026     0.738578  0.000384479
     0.749000    0.0291131     0.734984  0.000438913
     0.750000    0.0292825     0.731725  0.000513241
     0.751000    0.0286429     0.730835  0.000596180
     0.752000    0.0270488     0.727310  0.000705327
     0.753000    0.0249889     0.724662  0.000781953
     0.754000    0.0225423     0.718430  0.000890365
     0.755000    0.0201469     0.716615   0.00108325
     0.756000    0.0178837     0.718046   0.00120297
     0.757000    0.0157052     0.718393   0.00137899
     0.758000    0.0136893     0.716462   0.00158873
     0.759000    0.0119369     0.717899   0.00184460
     0.760000    0.0102804     0.711356   0.00212203
     0.761000   0.00890879     0.709426   0.00247158
     0.762000   0.00778188     0.711054   0.00289171
     0.763000   0.00676953     0.709678   0.00336320
     0.764000   0.00586425     0.702559   0.00386875
     0.765000   0.00516870     0.706786   0.00455142
     0.766000   0.00460276     0.710411   0.00538863
     0.767000   0.00408116     0.706526   0.00628819
     0.768000   0.00362743     0.705191   0.00741472
     0.769000   0.00324138     0.703171   0.00867972
     0.770000   0.00293449     0.705882    0.0103571
     0.771000   0.00262785     0.697253    0.0121188
     0.772000   0.00241895     0.692074    0.0143077
     0.773000   0.00226569     0.702673    0.0173184
     0.774000   0.00210598     0.700862    0.0205751
     0.775000   0.00196261     0.697622    0.0245063
     0.776000   0.00186049     0.696297    0.0293363
     0.777000   0.00176690     0.694824    0.0353069
     0.778000   0.00167906     0.684672    0.0420777
     0.779000   0.00161579     0.683508    0.0509145
     0.780000   0.00157597     0.684902    0.0618653
     0.781000   0.00151087     0.684973    0.0751535
     0.782000   0.00152496     0.682740    0.0912685
     0.783000   0.00152345     0.677910     0.110154
     0.784000   0.00151307     0.674337     0.132932
     0.785000   0.00151033     0.672666     0.160724
     0.786000   0.00153766     0.671472     0.193606
     0.787000   0.00164142     0.664932     0.230014
     0.788000   0.00162753     0.665143     0.273720
     0.789000   0.00168250     0.664918     0.320915
     0.790000   0.00176130     0.662974     0.369894
     0.791000   0.00181969     0.658050     0.417300
     0.792000   0.00191556     0.653197     0.460608
     0.793000   0.00202886     0.648749     0.498242
     0.794000   0.00215994     0.644644     0.529240
     0.795000   0.00232514     0.643685     0.555553
     0.796000   0.00248806     0.640008     0.571556
     0.797000   0.00269865     0.640045     0.584128
     0.798000   0.00295985     0.636973     0.588432
     0.799000   0.00324560     0.634925     0.589677
     0.800000   0.00350128     0.630936     0.585943
     0.801000   0.00385275     0.623535     0.577503
     0.802000   0.00420343     0.618521     0.570420
     0.803000   0.00464521     0.618952     0.568229
     0.804000   0.00508311     0.613550     0.560978
     0.805000   0.00553959     0.606999     0.553254
     0.806000   0.00598286     0.599865     0.544652
     0.807000   0.00653194     0.602134     0.545330
     0.808000   0.00700132     0.598319     0.541638
     0.809000   0.00747931     0.599295     0.542023
     0.810000   0.00791434     0.603415     0.545315
     0.811000   0.00823831     0.600022     0.542202
     0.812000   0.00832597     0.592443     0.535580
     0.813000   0.00837928     0.590658     0.533355
     0.814000   0.00827783     0.588525     0.532039
     0.815000   0.00810857     0.588019     0.532050
     0.816000   0.00783511     0.589274     0.533723
     0.817000   0.00747041     0.586963     0.532976
     0.818000   0.00706578     0.584165     0.533218
     0.819000   0.00667970     0.584502     0.537741
     0.820000   0.00621802     0.582327     0.542006
     0.821000   0.00575772     0.572199     0.542134
     0.822000   0.00529952     0.556249     0.541659
     0.823000   0.00489889     0.536735     0.542189
     0.824000   0.00453301     0.513504     0.544665
     0.825000   0.00421601     0.488965     0.551678
     0.826000   0.00389994     0.453285     0.552908
     0.827000   0.00359928     0.413994     0.553979
     0.828000   0.00330165     0.365788     0.546035
     0.829000   0.00307243     0.322307     0.544381
     0.830000   0.00286249     0.281744     0.544555
     0.831000   0.00266294     0.241130     0.540001
     0.832000   0.00250319     0.206839     0.540396
     0.833000   0.00236845     0.175587     0.537026
     0.834000   0.00225923     0.148679     0.534821
     0.835000   0.00216536     0.125542     0.534044
     0.836000   0.00208998     0.107282     0.539393
     0.837000   0.00201930    0.0904181     0.537368
     0.838000   0.00195878    0.0756054     0.531072
     0.839000   0.00190345    0.0636337     0.528098
     0.840000   0.00186348    0.0536681     0.525243
     0.841000   0.00184518    0.0458942     0.528394
     0.842000   0.00181854    0.0389755     0.524152
     0.843000   0.00180252    0.0331353     0.520200
     0.844000   0.00183739    0.0285789     0.521308
     0.845000   0.00187767    0.0248287     0.523720
     0.846000   0.00189188    0.0212766     0.519587
     0.847000   0.00192434    0.0183264     0.515140
     0.848000   0.00198899    0.0160436     0.516876
     0.849000   0.00204831    0.0138680     0.511700
     0.850000   0.00212578    0.0120667     0.509290
     0.851000   0.00223089    0.0106275     0.511328
     0.852000   0.00233210   0.00919994     0.502600
     0.853000   0.00245124   0.00800191     0.494651
     0.854000   0.00259956   0.00714002     0.496241
     0.855000   0.00281772   0.00635057     0.496937
     0.856000   0.00304920   0.00563281     0.494963
     0.857000   0.00337653   0.00513570     0.505465
     0.858000   0.00369690   0.00463883     0.509157
     0.859000   0.00401718   0.00411271     0.499599
     0.860000   0.00481997   0.00368041     0.492230
     0.861000   0.00641160   0.00330186     0.488377
     0.862000   0.00727295   0.00299317     0.486530
     0.863000   0.00820156   0.00280689     0.485327
     0.864000   0.00921186   0.00256894     0.483282
     0.865000    0.0106370   0.00219673     0.481546
     0.866000    0.0122251   0.00191855     0.478548
     0.867000    0.0139507   0.00175304     0.471353
     0.868000    0.0161498   0.00162975     0.471541
     0.869000    0.0185446   0.00152433     0.470678
     0.870000    0.0206731   0.00140791     0.463104
     0.871000    0.0231385   0.00136740     0.463106
     0.872000    0.0259279   0.00128636     0.466518
     0.873000    0.0283393   0.00107550     0.464943
     0.874000    0.0302183  0.000927898     0.461657
     0.875000    0.0315157  0.000936215     0.458255
     0.876000    0.0320747  0.000886941     0.455795
     0.877000    0.0319232  0.000874342     0.453646
     0.878000    0.0311662  0.000834490     0.450762
     0.879000    0.0299871  0.000642132     0.450565
     0.880000    0.0284485  0.000562886     0.452246
     0.881000    0.0262766  0.000563604     0.450778
     0.882000    0.0233830  0.000557293     0.440741
     0.883000    0.0210516  0.000595889     0.438856
     0.884000    0.0189973  0.000580748     0.438985
     0.885000    0.0170075  0.000429161     0.435636
     0.886000    0.0151099  0.000367572     0.431028
     0.887000    0.0133848  0.000382798     0.429008
     0.888000    0.0120855  0.000428126     0.430396
     0.889000    0.0110375  0.000444070     0.433217
     0.890000   0.00999980  0.000327184     0.428855
     0.891000   0.00902751  0.000295759     0.421933
     0.892000   0.00806160  0.000335445     0.413677
     0.893000   0.00739714  0.000350568     0.412688
     0.894000   0.00695385  0.000227802     0.413730
     0.895000   0.00651439  0.000229841     0.412753
     0.896000   0.00602431  0.000313179     0.410816
     0.897000   0.00563065  0.000323309     0.409362
     0.898000   0.00531967  0.000218273     0.405003
     0.899000   0.00494208  0.000218356     0.399741
     0.900000   0.00465921  0.000214829     0.396921
     0.901000   0.00454742 9.29777e-005     0.397140
     0.902000   0.00446185  0.000116076     0.397251
     0.903000   0.00425140  0.000306686     0.394669
     0.904000   0.00408905  0.000377879     0.390238
     0.905000   0.00406961  0.000245989     0.384716
     0.906000   0.00408682 8.30007e-005     0.380101
     0.907000   0.00394097  0.000124322     0.376923
     0.908000   0.00375160  0.000169308     0.374926
     0.909000   0.00379355  0.000115787     0.372572
     0.910000   0.00393038  0.000165901     0.371186
     0.911000   0.00397397  0.000185194     0.367011
     0.912000   0.00394869 7.66988e-005     0.361807
     0.913000   0.00402381 9.90635e-005     0.358052
     0.914000   0.00426345  0.000167487     0.355730
     0.915000   0.00449576  0.000187187     0.354140
     0.916000   0.00453375  0.000133293     0.347991
     0.917000   0.00454840  0.000123215     0.342718
     0.918000   0.00474207 3.40906e-005     0.338506
