ENVI ASCII Plot File
     0.919000   0.00511170  0.000117128     0.336958
     0.920000   0.00544907  0.000163095     0.333736
     0.921000   0.00563906  0.000114369     0.329798
     0.922000   0.00579961  0.000101318     0.325868
     0.923000   0.00613671 4.94115e-005     0.324130
     0.924000   0.00649368  0.000116693     0.321830
     0.925000   0.00666737  0.000190915     0.316225
     0.926000   0.00689541 9.37843e-005     0.313825
     0.927000   0.00698139 2.39384e-005     0.309657
     0.928000   0.00692194  0.000109727     0.304960
     0.929000   0.00696453  0.000181216     0.301524
     0.930000   0.00699028  0.000125737     0.299785
     0.931000   0.00680808 2.17716e-005     0.297606
     0.932000   0.00647963     0.000000     0.293178
     0.933000   0.00617080 8.53011e-005     0.288508
     0.934000   0.00581692  0.000167412     0.284742
     0.935000   0.00546352 6.30952e-005     0.281219
     0.936000   0.00510704     0.000000     0.279565
     0.937000   0.00482460 6.84260e-005     0.277208
     0.938000   0.00453113  0.000109241     0.273216
     0.939000   0.00415715 6.36920e-005     0.269603
     0.940000   0.00382127 7.03520e-005     0.267653
     0.941000   0.00356696 5.33312e-005     0.263792
     0.942000   0.00334199  0.000105788     0.261818
     0.943000   0.00314938 3.87381e-005     0.257197
     0.944000   0.00290873     0.000000     0.254568
     0.945000   0.00269022  0.000104750     0.252122
     0.946000   0.00263042  0.000178607     0.250591
     0.947000   0.00261263 9.37514e-005     0.247985
     0.948000   0.00246388     0.000000     0.243801
     0.949000   0.00231747     0.000000     0.240642
     0.950000   0.00218514 7.02229e-005     0.237511
     0.951000   0.00220682  0.000176642     0.236134
     0.952000   0.00226367 9.81201e-005     0.233804
     0.953000   0.00218072     0.000000     0.230088
     0.954000   0.00209648     0.000000     0.227359
     0.955000   0.00206306 5.83214e-005     0.225908
     0.956000   0.00215017  0.000140125     0.223121
     0.957000   0.00221687 5.88668e-005     0.219502
     0.958000   0.00222645 3.63619e-005     0.217072
     0.959000   0.00224010 9.48840e-005     0.216414
     0.960000   0.00224886 4.32347e-005     0.214062
     0.961000   0.00238127     0.000000     0.210524
     0.962000   0.00256057 5.27041e-005     0.207869
     0.963000   0.00266604 3.47163e-005     0.206209
     0.964000   0.00272490 9.50355e-005     0.203283
     0.965000   0.00279817 3.39653e-005     0.200562
     0.966000   0.00292417 3.17823e-005     0.198374
     0.967000   0.00319553 7.65074e-005     0.196962
     0.968000   0.00344020 3.28069e-005     0.193663
     0.969000   0.00365554 2.48118e-005     0.192543
     0.970000   0.00380410 8.38405e-005     0.189052
     0.971000   0.00403278 3.23643e-005     0.187515
     0.972000   0.00431779 1.68309e-005     0.186191
     0.973000   0.00452020 8.56785e-005     0.184112
     0.974000   0.00467674 4.19043e-005     0.180797
     0.975000   0.00489825 4.14566e-005     0.178774
     0.976000   0.00499394 9.57673e-005     0.176900
     0.977000   0.00506325 5.09886e-005     0.175701
     0.978000   0.00509180     0.000000     0.173264
     0.979000   0.00496615     0.000000     0.170091
     0.980000   0.00482479 3.57125e-005     0.168309
     0.981000   0.00471037 3.13264e-005     0.166772
     0.982000   0.00446054 8.19593e-005     0.165101
     0.983000   0.00417290 4.55963e-005     0.162805
     0.984000   0.00388254 1.52211e-005     0.159989
     0.985000   0.00367399 1.10306e-005     0.158480
     0.986000   0.00340994 6.04399e-005     0.157352
     0.987000   0.00315669 3.15048e-005     0.155158
     0.988000   0.00297574 4.25507e-005     0.152477
     0.989000   0.00274671 7.47763e-005     0.151143
     0.990000   0.00252961 4.43118e-005     0.149288
     0.991000   0.00236345 1.42605e-005     0.147537
     0.992000   0.00226324 1.82327e-005     0.145346
     0.993000   0.00210803 6.03050e-005     0.142926
     0.994000   0.00198580 3.06828e-005     0.141215
     0.995000   0.00194494 1.31948e-005     0.139219
     0.996000   0.00185107 1.56364e-005     0.137963
     0.997000   0.00174484 5.02861e-005     0.136258
     0.998000   0.00169257 2.21377e-005     0.134133
     0.999000   0.00167780 3.32130e-005     0.131956
      1.00000   0.00162036 7.88227e-005     0.130172
      1.00100   0.00155345 5.24752e-005     0.128304
      1.00200   0.00154187 2.75824e-005     0.126630
      1.00300   0.00157505 7.60643e-006     0.124825
      1.00400   0.00153687 1.56356e-005     0.123068
      1.00500   0.00150828 4.88725e-005     0.121330
      1.00600   0.00147346 2.05025e-005     0.119548
      1.00700   0.00147810 6.57203e-006     0.117855
      1.00800   0.00152897 2.55387e-005     0.116145
      1.00900   0.00152167 6.70788e-005     0.114371
      1.01000   0.00150379 4.61686e-005     0.112607
      1.01100   0.00149858 2.53027e-005     0.110921
      1.01200   0.00150330 1.54387e-005     0.109242
      1.01300   0.00156546 2.97190e-005     0.107513
      1.01400   0.00155076 6.05469e-005     0.105762
      1.01500   0.00153477 4.15238e-005     0.104072
      1.01600   0.00151025 2.13113e-005     0.102389
      1.01700   0.00150490 1.13041e-005     0.100699
      1.01800   0.00153557 2.71096e-005    0.0989889
      1.01900   0.00149748 5.28665e-005    0.0972643
      1.02000   0.00144930 4.07119e-005    0.0955983
      1.02100   0.00139286 2.27863e-005    0.0939172
      1.02200   0.00135671 1.23199e-005    0.0921937
      1.02300   0.00133679 2.57575e-005    0.0905111
      1.02400   0.00126342 4.89790e-005    0.0888326
      1.02500   0.00118257 3.35372e-005    0.0871546
      1.02600   0.00110661 2.27037e-005    0.0854606
      1.02700   0.00103616 1.41716e-005    0.0837766
      1.02800   0.00100028 2.97789e-005    0.0820794
      1.02900  0.000917947 5.24612e-005    0.0804171
      1.03000  0.000837468 4.07007e-005    0.0787216
      1.03100  0.000764253 2.79874e-005    0.0770402
      1.03200  0.000714871 1.76521e-005    0.0753606
      1.03300  0.000689068 1.01699e-005    0.0736897
      1.03400  0.000631881 2.53135e-005    0.0719839
      1.03500  0.000578838 4.46863e-005    0.0703155
      1.03600  0.000526270 3.97489e-005    0.0686436
      1.03700  0.000472294 2.97405e-005    0.0669648
      1.03800  0.000433951 1.45272e-005    0.0652799
      1.03900  0.000411352 1.14246e-005    0.0635924
      1.04000  0.000402086 2.84993e-005    0.0619243
      1.04100  0.000373274 4.53682e-005    0.0602482
      1.04200  0.000342322 4.14754e-005    0.0585778
      1.04300  0.000311761 3.39628e-005    0.0569130
      1.04400  0.000282449 2.46269e-005    0.0552494
      1.04500  0.000258042 1.35553e-005    0.0535865
      1.04600  0.000251066 1.11232e-005    0.0519231
      1.04700  0.000256515 2.76926e-005    0.0502610
      1.04800  0.000239137 4.18651e-005    0.0486136
      1.04900  0.000223881 3.80564e-005    0.0469675
      1.05000  0.000203695 3.12736e-005    0.0453324
