Database of Origin,Western Washington University
Sample Description,Namibia Sands
Date Added,2018-02-05 20:26:03.256550

Data ID,WWU_NMB_03          
Sample ID,NMB_03
Mineral Name,Fossil dune
Locality,"Lat: -23.6321119778, Long: 15.0696470216"
Viewing Geometry,0/23
Composition,Quartz sand w/ ferric coatings

Wavelength
351.0,0.114720069
352.0,0.11516653
353.0,0.112784944
354.0,0.108697347
355.0,0.108070135
356.0,0.109392419
357.0,0.10840936
358.0,0.10407906
359.0,0.107208513
360.0,0.10683731
361.0,0.102544889
362.0,0.100037709
363.0,0.102635942
364.0,0.104079328
365.0,0.102139458
366.0,0.10187231
367.0,0.103306934
368.0,0.103858702
369.0,0.10177546
370.0,0.101855956
371.0,0.101538211
372.0,0.100635357
373.0,0.100837953
374.0,0.101230368
375.0,0.101959594
376.0,0.102511778
377.0,0.100225136
378.0,0.101045363
379.0,0.103214636
380.0,0.10305848
381.0,0.103357181
382.0,0.102530576
383.0,0.101259649
384.0,0.102544524
385.0,0.10244406
386.0,0.101890527
387.0,0.102132447
388.0,0.102571912
389.0,0.103155084
390.0,0.103230663
391.0,0.102279119
392.0,0.102656469
393.0,0.103856616
394.0,0.10466563
395.0,0.103312708
396.0,0.10390836
397.0,0.105049342
398.0,0.104816243
399.0,0.104651846
400.0,0.105099261
401.0,0.10565833
402.0,0.105306424
403.0,0.105285056
404.0,0.105790399
405.0,0.106476374
406.0,0.1062705
407.0,0.106155761
408.0,0.106586874
409.0,0.107478254
410.0,0.107038453
411.0,0.106811635
412.0,0.107343383
413.0,0.108038962
414.0,0.108240515
415.0,0.108117439
416.0,0.10803736
417.0,0.10840033
418.0,0.108657911
419.0,0.108830333
420.0,0.10920082
421.0,0.109736465
422.0,0.110304162
423.0,0.110767372
424.0,0.11098659
425.0,0.11127957
426.0,0.111739956
427.0,0.112289354
428.0,0.11243286
429.0,0.112815395
430.0,0.11350818
431.0,0.114097975
432.0,0.114297658
433.0,0.114561781
434.0,0.11519134
435.0,0.115902804
436.0,0.116403341
437.0,0.116862155
438.0,0.117555209
439.0,0.117932603
440.0,0.118278377
441.0,0.118782356
442.0,0.119422995
443.0,0.120075211
444.0,0.12062972
445.0,0.121038005
446.0,0.121401995
447.0,0.12189959
448.0,0.12244007
449.0,0.122765586
450.0,0.123272508
451.0,0.123944059
452.0,0.124633439
453.0,0.125059471
454.0,0.125439361
455.0,0.125852883
456.0,0.126308605
457.0,0.126707479
458.0,0.12711969
459.0,0.127603456
460.0,0.128187656
461.0,0.128566921
462.0,0.128918082
463.0,0.129419878
464.0,0.129750341
465.0,0.130130604
466.0,0.130552188
467.0,0.130856901
468.0,0.131352648
469.0,0.131882012
470.0,0.132295758
471.0,0.132605463
472.0,0.132974476
473.0,0.133342102
474.0,0.133608505
475.0,0.134077728
476.0,0.134494394
477.0,0.134796724
478.0,0.135213599
479.0,0.135549366
480.0,0.135899365
481.0,0.136367068
482.0,0.136826545
483.0,0.137275532
484.0,0.137718827
485.0,0.138167068
486.0,0.138645113
487.0,0.139088184
488.0,0.139497995
489.0,0.140056148
490.0,0.14063333
491.0,0.14119035
492.0,0.141720518
493.0,0.142189667
494.0,0.142716274
495.0,0.143284544
496.0,0.143696472
497.0,0.144282728
498.0,0.144924819
499.0,0.145467162
500.0,0.146060824
501.0,0.146765456
502.0,0.14747037
503.0,0.14797014
504.0,0.14857094
505.0,0.149258628
506.0,0.149945527
507.0,0.150485575
508.0,0.151120305
509.0,0.151842907
510.0,0.152545676
511.0,0.153227687
512.0,0.153907165
513.0,0.154589266
514.0,0.155260876
515.0,0.155961737
516.0,0.156663612
517.0,0.157358527
518.0,0.158195138
519.0,0.159007743
520.0,0.159751832
521.0,0.160489351
522.0,0.161316931
523.0,0.162080362
524.0,0.162732452
525.0,0.163566083
526.0,0.164430737
527.0,0.1653018
528.0,0.166195571
529.0,0.167039499
530.0,0.167876318
531.0,0.16873242
532.0,0.169598728
533.0,0.17044808
534.0,0.17135644
535.0,0.172370359
536.0,0.173302665
537.0,0.174245253
538.0,0.175217316
539.0,0.176176772
540.0,0.177215263
541.0,0.178296611
542.0,0.179378241
543.0,0.180454165
544.0,0.181556553
545.0,0.18270044
546.0,0.183883503
547.0,0.185047954
548.0,0.186233774
549.0,0.187443674
550.0,0.188605666
551.0,0.189864337
552.0,0.191188753
553.0,0.192505822
554.0,0.193824381
555.0,0.195077583
556.0,0.196296751
557.0,0.19759509
558.0,0.198882505
559.0,0.200180411
560.0,0.201513305
561.0,0.202854112
562.0,0.204240635
563.0,0.205677599
564.0,0.207145259
565.0,0.208615586
566.0,0.209985986
567.0,0.211235687
568.0,0.212481141
569.0,0.213716373
570.0,0.214989871
571.0,0.216339543
572.0,0.217716232
573.0,0.219037622
574.0,0.220291287
575.0,0.22153452
576.0,0.222720355
577.0,0.223842025
578.0,0.224937528
579.0,0.226130605
580.0,0.227437511
581.0,0.228838533
582.0,0.230268165
583.0,0.231531292
584.0,0.232562706
585.0,0.233403951
586.0,0.234221965
587.0,0.23504886
588.0,0.235912338
589.0,0.236834779
590.0,0.237844944
591.0,0.238941923
592.0,0.240107775
593.0,0.241306961
594.0,0.242451578
595.0,0.243560523
596.0,0.244669184
597.0,0.245773301
598.0,0.246812657
599.0,0.247738138
600.0,0.248518631
601.0,0.249165386
602.0,0.249748945
603.0,0.250345796
604.0,0.251027763
605.0,0.251800627
606.0,0.252633035
607.0,0.25348565
608.0,0.254348069
609.0,0.255160153
610.0,0.255906165
611.0,0.256616414
612.0,0.25730449
613.0,0.257968456
614.0,0.258610964
615.0,0.259263933
616.0,0.259892106
617.0,0.260503352
618.0,0.261119783
619.0,0.261702359
620.0,0.262270093
621.0,0.262838483
622.0,0.263411283
623.0,0.263951331
624.0,0.2644912
625.0,0.26505968
626.0,0.26560232
627.0,0.266125023
628.0,0.266640782
629.0,0.267163575
630.0,0.26767084
631.0,0.268182576
632.0,0.268706739
633.0,0.269208789
634.0,0.26966089
635.0,0.270126611
636.0,0.270677656
637.0,0.271177053
638.0,0.271650791
639.0,0.272131264
640.0,0.272643894
641.0,0.273151696
642.0,0.27362746
643.0,0.274070144
644.0,0.274551004
645.0,0.275041252
646.0,0.275521249
647.0,0.275980055
648.0,0.276451558
649.0,0.276932657
