Database of Origin,Crowley et al 1991
716.0,0.879
717.0,0.879
718.0,0.88
719.0,0.88
720.0,0.88
721.0,0.879
722.0,0.879
723.0,0.879
724.0,0.878
725.0,0.878
726.0,0.878
727.0,0.878
728.0,0.878
729.0,0.878
730.0,0.878
731.0,0.878
732.0,0.878
733.0,0.878
734.0,0.878
735.0,0.878
736.0,0.878
737.0,0.877
738.0,0.877
739.0,0.877
740.0,0.877
741.0,0.877
742.0,0.877
743.0,0.877
744.0,0.877
745.0,0.878
746.0,0.878
747.0,0.879
748.0,0.879
749.0,0.879
750.0,0.878
751.0,0.878
752.0,0.878
753.0,0.878
754.0,0.878
755.0,0.878
756.0,0.878
757.0,0.878
758.0,0.878
759.0,0.878
760.0,0.878
761.0,0.878
762.0,0.878
763.0,0.877
764.0,0.877
765.0,0.878
766.0,0.878
767.0,0.878
768.0,0.879
769.0,0.879
770.0,0.879
771.0,0.879
772.0,0.879
773.0,0.879
774.0,0.879
775.0,0.879
776.0,0.879
777.0,0.879
778.0,0.879
779.0,0.879
780.0,0.879
781.0,0.879
782.0,0.879
783.0,0.879
784.0,0.879
785.0,0.879
786.0,0.879
787.0,0.879
788.0,0.879
789.0,0.879
790.0,0.879
791.0,0.879
792.0,0.88
793.0,0.88
794.0,0.88
795.0,0.88
796.0,0.88
797.0,0.88
798.0,0.88
799.0,0.881
800.0,0.881
801.0,0.881
802.0,0.882
803.0,0.883
804.0,0.883
805.0,0.884
809.0,0.882
813.0,0.881
817.0,0.879
821.0,0.877
825.0,0.876
829.0,0.877
833.0,0.878
837.0,0.877
841.0,0.877
845.0,0.877
849.0,0.878
853.0,0.879
857.0,0.879
861.0,0.879
865.0,0.879
869.0,0.878
873.0,0.877
877.0,0.876
881.0,0.875
885.0,0.875
889.0,0.876
893.0,0.878
897.0,0.879
901.0,0.877
905.0,0.876
909.0,0.875
913.0,0.874
917.0,0.874
921.0,0.874
925.0,0.874
929.0,0.874
933.0,0.875
937.0,0.876
941.0,0.876
945.0,0.876
949.0,0.876
953.0,0.876
957.0,0.875
961.0,0.875
965.0,0.874
969.0,0.872
973.0,0.872
977.0,0.873
981.0,0.874
985.0,0.873
989.0,0.872
993.0,0.872
997.0,0.872
1001.0,0.872
1005.0,0.871
1009.0,0.871
1013.0,0.872
1017.0,0.872
1021.0,0.872
1025.0,0.872
1029.0,0.87
1033.0,0.87
1037.0,0.871
1041.0,0.871
1045.0,0.87
1049.0,0.87
1053.0,0.872
1057.0,0.871
1061.0,0.87
1065.0,0.87
1069.0,0.87
1073.0,0.87
1077.0,0.869
1081.0,0.868
1085.0,0.866
1089.0,0.866
1093.0,0.867
1097.0,0.866
1101.0,0.865
1105.0,0.864
1109.0,0.863
1113.0,0.862
1117.0,0.86
1121.0,0.861
1125.0,0.861
1129.0,0.86
1133.0,0.86
1137.0,0.86
1141.0,0.859
1145.0,0.858
1149.0,0.856
1153.0,0.854
1157.0,0.851
1161.0,0.85
1165.0,0.848
1169.0,0.848
1173.0,0.848
1177.0,0.849
1181.0,0.849
1185.0,0.849
1189.0,0.849
1193.0,0.848
1197.0,0.847
1201.0,0.846
1205.0,0.845
1209.0,0.844
1213.0,0.844
1217.0,0.843
1221.0,0.841
1225.0,0.837
1229.0,0.834
1233.0,0.835
1237.0,0.836
1241.0,0.836
1245.0,0.835
1249.0,0.835
1253.0,0.834
1257.0,0.832
1261.0,0.83
1265.0,0.828
1269.0,0.827
1273.0,0.825
1277.0,0.822
1281.0,0.82
1285.0,0.82
1289.0,0.819
1293.0,0.817
1297.0,0.816
1301.0,0.815
1305.0,0.813
1309.0,0.811
1313.0,0.809
1317.0,0.807
1321.0,0.804
1325.0,0.801
1329.0,0.799
1333.0,0.796
1337.0,0.795
1341.0,0.793
1345.0,0.791
1349.0,0.791
1353.0,0.791
1357.0,0.789
1361.0,0.787
1365.0,0.785
1369.0,0.782
1373.0,0.781
1377.0,0.779
1381.0,0.777
1385.0,0.775
1389.0,0.774
1393.0,0.77
1397.0,0.767
1401.0,0.764
1405.0,0.76
1409.0,0.758
1413.0,0.757
1417.0,0.756
1421.0,0.752
1425.0,0.748
1429.0,0.745
1433.0,0.742
1437.0,0.739
1441.0,0.736
1445.0,0.733
1449.0,0.731
1453.0,0.728
1457.0,0.724
1461.0,0.72
1465.0,0.718
1469.0,0.715
1473.0,0.711
1477.0,0.707
1481.0,0.704
1485.0,0.701
1489.0,0.698
1493.0,0.695
1497.0,0.691
1501.0,0.688
1505.0,0.685
1509.0,0.683
1513.0,0.68
1517.0,0.675
1521.0,0.671
1525.0,0.668
1529.0,0.663
1533.0,0.659
1537.0,0.654
1541.0,0.649
1545.0,0.644
1549.0,0.64
1553.0,0.635
1557.0,0.629
1561.0,0.624
1565.0,0.618
1569.0,0.613
1573.0,0.609
1577.0,0.605
1581.0,0.601
1585.0,0.598
1589.0,0.593
1593.0,0.589
1597.0,0.584
1601.0,0.578
1605.0,0.573
1609.0,0.567
1613.0,0.56
1617.0,0.553
1621.0,0.547
1625.0,0.542
1629.0,0.536
1633.0,0.531
1637.0,0.526
1641.0,0.521
1645.0,0.516
1649.0,0.51
1653.0,0.503
1657.0,0.496
1661.0,0.49
1665.0,0.484
1669.0,0.477
1673.0,0.47
1677.0,0.465
1681.0,0.459
1685.0,0.454
1689.0,0.449
1693.0,0.445
1697.0,0.44
1701.0,0.435
1705.0,0.43
1709.0,0.424
1713.0,0.419
1717.0,0.414
1721.0,0.409
1725.0,0.404
1729.0,0.401
1733.0,0.398
1737.0,0.394
1741.0,0.39
1745.0,0.386
1749.0,0.382
1753.0,0.378
1757.0,0.374
1761.0,0.369
1765.0,0.364
1769.0,0.359
1773.0,0.354
1777.0,0.349
1781.0,0.344
1785.0,0.339
1789.0,0.334
1793.0,0.329
1797.0,0.325
1801.0,0.32
1805.0,0.316
1809.0,0.312
1813.0,0.307
1817.0,0.303
1821.0,0.298
1825.0,0.294
1829.0,0.289
1833.0,0.284
1837.0,0.28
1841.0,0.276
1845.0,0.272
1849.0,0.268
1853.0,0.265
1857.0,0.262
1861.0,0.259
1865.0,0.257
1869.0,0.255
1873.0,0.252
1877.0,0.25
1881.0,0.249
1885.0,0.249
1889.0,0.248
1893.0,0.247
1897.0,0.246
1901.0,0.245
1905.0,0.244
1909.0,0.243
1913.0,0.241
1917.0,0.24
1921.0,0.238
1925.0,0.236
1929.0,0.235
1933.0,0.233
1937.0,0.23
1941.0,0.227
1945.0,0.225
1949.0,0.225
1953.0,0.224
1957.0,0.222
1961.0,0.22
1965.0,0.219
1969.0,0.218
1973.0,0.217
1977.0,0.215
1981.0,0.214
1985.0,0.212
1989.0,0.211
1993.0,0.21
1997.0,0.21
2001.0,0.209
2005.0,0.208
2009.0,0.206
2013.0,0.205
2017.0,0.205
2021.0,0.204
2025.0,0.204
2029.0,0.203
2033.0,0.203
2037.0,0.203
2041.0,0.204
2045.0,0.204
2049.0,0.205
2053.0,0.205
2057.0,0.206
2061.0,0.207
2065.0,0.206
2069.0,0.206
2073.0,0.205
2077.0,0.205
2081.0,0.205
2085.0,0.205
2089.0,0.204
2093.0,0.204
2097.0,0.204
2101.0,0.204
2105.0,0.202
2109.0,0.201
2113.0,0.201
2117.0,0.2
2121.0,0.199
2125.0,0.197
2129.0,0.195
2133.0,0.193
2137.0,0.192
2141.0,0.191
2145.0,0.189
2149.0,0.187
2153.0,0.186
2157.0,0.184
2161.0,0.183
2165.0,0.182
2169.0,0.18
2173.0,0.178
2177.0,0.176
2181.0,0.174
2185.0,0.172
2189.0,0.17
2193.0,0.167
2197.0,0.165
2201.0,0.163
2205.0,0.161
2209.0,0.159
2213.0,0.157
2217.0,0.155
2221.0,0.154
2225.0,0.153
2229.0,0.153
2233.0,0.151
2237.0,0.15
2241.0,0.15
2245.0,0.15
2249.0,0.149
2253.0,0.149
2257.0,0.148
2261.0,0.148
2265.0,0.147
2269.0,0.145
2273.0,0.144
2277.0,0.144
2281.0,0.143
2285.0,0.142
2289.0,0.141
2293.0,0.14
2297.0,0.139
2301.0,0.138
2305.0,0.137
2309.0,0.136
2313.0,0.135
2317.0,0.135
2321.0,0.134
2325.0,0.135
2329.0,0.136
2333.0,0.136
2337.0,0.136
2341.0,0.135
2345.0,0.135
2349.0,0.135
2353.0,0.136
2357.0,0.136
2361.0,0.137
2365.0,0.137
2369.0,0.137
2373.0,0.137
2377.0,0.136
2381.0,0.136
2385.0,0.135
2389.0,0.134
2393.0,0.133
2397.0,0.132
2401.0,0.13
2405.0,0.129
2409.0,0.128
2413.0,0.127
2417.0,0.126
2421.0,0.125
2425.0,0.123
2429.0,0.122
2433.0,0.121
2437.0,0.12
2441.0,0.119
2445.0,0.119
2449.0,0.118
2453.0,0.116
2457.0,0.115
2461.0,0.114
2465.0,0.112
2469.0,0.111
2473.0,0.11
2477.0,0.109
2481.0,0.107
2485.0,0.106
2489.0,0.106
2493.0,0.106
2497.0,0.106
2501.0,0.103
2505.0,0.103
