Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 07:12:54.644775

Data ID,WWU_Sulf_103        
Sample ID,Mg_Sulf_MCZ_13
Mineral Name,80% Anhydrite-20% Gypsum MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic calcium sulfate

Wavelength
495.0,0.921948719
527.0,0.932649836
554.0,0.938304944
600.0,0.951378566
640.0,0.958761584
676.0,0.966576225
751.0,0.988806209
805.0,0.01
867.0,0.01013090659
908.0,0.01022014173
937.0,0.01026008101
975.0,0.01028308196
1012.0,0.01037058492
