Database of Origin,ASTER / ECOSTRESS Spectral Library
Sample Description,ASTER / ECOSTRESS  Magnolia grandiflora
Other Information,vegetation.tree.magnolia.grandiflora.vswir.jpl115.jpl.asdnicolet.spectrum.txt
Date Added,2018-06-29 20:51:03.628766

Data ID,ASTR_956            
Sample ID,JPL115
Mineral Name,Magnolia grandiflora
Locality,34.12721; -118.1134;; WGS84

Wavelength
351.0,0.05979
352.0,0.06051
353.0,0.061059999999999996
354.0,0.06016
355.0,0.059500000000000004
356.0,0.05903
357.0,0.05876000000000001
358.0,0.05865
359.0,0.057960000000000005
360.0,0.058179999999999996
361.0,0.05926
362.0,0.05868
363.0,0.05832
364.0,0.0584
365.0,0.05853
366.0,0.05773
367.0,0.057699999999999994
368.0,0.0583
369.0,0.05821
370.0,0.057999999999999996
371.0,0.057519999999999995
372.0,0.05697
373.0,0.05744
374.0,0.05789
375.0,0.05805
376.0,0.058019999999999995
377.0,0.05824
378.0,0.0582
379.0,0.05777
380.0,0.05716
381.0,0.05694
382.0,0.05726
383.0,0.05776
384.0,0.057
385.0,0.05685
386.0,0.05718
387.0,0.05717
388.0,0.05696
389.0,0.05696
390.0,0.05714
391.0,0.05694
392.0,0.05668
393.0,0.0565
394.0,0.05649
395.0,0.05666
396.0,0.05656
397.0,0.05631
398.0,0.056299999999999996
399.0,0.05657
400.0,0.05679
401.0,0.05682
402.0,0.056769999999999994
403.0,0.056749999999999995
404.0,0.05671
405.0,0.05657
406.0,0.05653
407.0,0.05652
408.0,0.05651
409.0,0.05656
410.0,0.05669
411.0,0.056799999999999996
412.0,0.05678
413.0,0.05663
414.0,0.056740000000000006
415.0,0.05695
416.0,0.05694
417.0,0.05698
418.0,0.057
419.0,0.05706000000000001
420.0,0.05726
421.0,0.05732
422.0,0.05743
423.0,0.057670000000000006
424.0,0.05772
425.0,0.057830000000000006
426.0,0.057969999999999994
427.0,0.05803
428.0,0.058159999999999996
429.0,0.05833
430.0,0.05851
431.0,0.05875
432.0,0.05907
433.0,0.059359999999999996
434.0,0.05955
435.0,0.05975
436.0,0.05984
437.0,0.05984
438.0,0.05986
439.0,0.05978
440.0,0.059699999999999996
441.0,0.05972
442.0,0.05981
443.0,0.05995
444.0,0.06003
445.0,0.059930000000000004
446.0,0.05995
447.0,0.059980000000000006
448.0,0.06003
449.0,0.06023
450.0,0.060309999999999996
451.0,0.0603
452.0,0.06033
453.0,0.0604
454.0,0.0604
455.0,0.06038
456.0,0.060469999999999996
457.0,0.060469999999999996
458.0,0.060469999999999996
459.0,0.06053
460.0,0.060540000000000004
461.0,0.06053
462.0,0.06052
463.0,0.060540000000000004
464.0,0.06056
465.0,0.06061
466.0,0.06068
467.0,0.06065
468.0,0.06069
469.0,0.06075
470.0,0.060759999999999995
471.0,0.06072
472.0,0.06072
473.0,0.060759999999999995
474.0,0.060759999999999995
475.0,0.060730000000000006
476.0,0.060759999999999995
477.0,0.06084
478.0,0.06081
479.0,0.060860000000000004
480.0,0.06095
