Database of Origin,Western Washington University
Sample Description,Magnesium sulfates Grain Size Series
Date Added,2017-11-11 07:25:23.969045

Data ID,WWU_Sulf_149        
Sample ID,Mg_GS_06
Mineral Name,Epsomite
Locality,Synthetic
Grain Size,63-125um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,Synthetic magnesium sulfate

Wavelength
351.0,0.890355289
352.0,0.894725025
353.0,0.893482387
354.0,0.885094702
355.0,0.885102987
356.0,0.885592461
357.0,0.884539247
358.0,0.882454276
359.0,0.883650005
360.0,0.885062933
361.0,0.884476483
362.0,0.881020427
363.0,0.880783737
364.0,0.881054461
365.0,0.880301654
366.0,0.880172551
367.0,0.881459177
368.0,0.882663548
369.0,0.882302284
370.0,0.881485879
371.0,0.881677568
372.0,0.882679522
373.0,0.883094907
374.0,0.883559465
375.0,0.884034216
376.0,0.884449601
377.0,0.884746015
378.0,0.886193156
379.0,0.887562275
380.0,0.887494504
381.0,0.889137208
382.0,0.890377998
383.0,0.890852988
384.0,0.892230988
385.0,0.894784033
386.0,0.896794558
387.0,0.897383094
388.0,0.898881614
389.0,0.901569605
390.0,0.90411067
391.0,0.90477562
392.0,0.905383229
393.0,0.906849146
394.0,0.908743083
395.0,0.9090119
396.0,0.91043371
397.0,0.91210258
398.0,0.912990987
399.0,0.915063441
400.0,0.917344987
401.0,0.918711305
402.0,0.918349981
403.0,0.919308007
404.0,0.920626163
405.0,0.921514392
406.0,0.922583759
407.0,0.923532248
408.0,0.924381554
409.0,0.925195515
410.0,0.92569834
411.0,0.926328301
412.0,0.927145243
413.0,0.927827179
414.0,0.928336203
415.0,0.928759873
416.0,0.929248333
417.0,0.930116653
418.0,0.930428743
419.0,0.930556178
420.0,0.931339204
421.0,0.931817949
422.0,0.932054341
423.0,0.932382643
424.0,0.933422744
425.0,0.933543742
426.0,0.933439374
427.0,0.9340415
428.0,0.934455693
429.0,0.935099959
430.0,0.935747087
431.0,0.935712039
432.0,0.935825109
433.0,0.936223447
434.0,0.936794639
435.0,0.937146008
436.0,0.937667787
437.0,0.938227415
438.0,0.938533008
439.0,0.938806713
440.0,0.9392519
441.0,0.939863682
442.0,0.940387011
443.0,0.940617919
444.0,0.940822124
445.0,0.941281319
446.0,0.941843987
447.0,0.942298412
448.0,0.94272089
449.0,0.943363607
450.0,0.943658471
451.0,0.943874776
452.0,0.944263816
453.0,0.94478488
454.0,0.944960952
455.0,0.944942057
456.0,0.945124507
457.0,0.945523083
458.0,0.945879161
459.0,0.946173966
460.0,0.946726561
461.0,0.947025418
462.0,0.947097123
463.0,0.947115839
464.0,0.947181761
465.0,0.947448134
466.0,0.947800457
467.0,0.947951853
468.0,0.948135614
469.0,0.948365152
470.0,0.948590934
471.0,0.94866538
472.0,0.949023128
473.0,0.949398994
474.0,0.949360728
475.0,0.949387074
476.0,0.949618876
477.0,0.949970126
478.0,0.950116277
479.0,0.95007062
480.0,0.950125456
481.0,0.9504897
482.0,0.950844288
483.0,0.950913668
484.0,0.950841427
485.0,0.951045513
486.0,0.951213777
487.0,0.951304138
488.0,0.951357305
489.0,0.951487482
490.0,0.951795042
491.0,0.952046037
492.0,0.951989591
493.0,0.952275872
494.0,0.952427685
495.0,0.952423096
496.0,0.952924669
497.0,0.953052223
498.0,0.952982545
499.0,0.953074217
500.0,0.953266501
501.0,0.953511059
502.0,0.953718781
503.0,0.953787327
504.0,0.953806996
505.0,0.953977108
506.0,0.954292357
507.0,0.954236805
508.0,0.954367876
509.0,0.954650342
510.0,0.954823315
511.0,0.954900444
512.0,0.955051064
513.0,0.955277085
514.0,0.95534724
515.0,0.955430746
516.0,0.95556891
517.0,0.955739498
518.0,0.95581609
519.0,0.955892622
520.0,0.955995858
521.0,0.956098855
522.0,0.956243515
523.0,0.95651865
524.0,0.956858873
525.0,0.956807554
526.0,0.956846893
527.0,0.956972241
528.0,0.95699811
529.0,0.957090557
530.0,0.957236469
531.0,0.957371831
532.0,0.957377374
533.0,0.957620502
534.0,0.957873166
535.0,0.957871616
536.0,0.95792073
537.0,0.957995832
538.0,0.958097756
539.0,0.958247125
540.0,0.958293796
541.0,0.9583444
542.0,0.958474517
543.0,0.958572805
544.0,0.958622634
545.0,0.958670139
546.0,0.958779156
547.0,0.958869517
548.0,0.958966076
549.0,0.959069788
550.0,0.959129214
551.0,0.959189475
552.0,0.959284127
553.0,0.959424913
554.0,0.959554255
555.0,0.959660172
556.0,0.959757805
557.0,0.95987916
558.0,0.959900022
559.0,0.959914207
560.0,0.960000575
561.0,0.960085452
562.0,0.960163772
563.0,0.960283041
564.0,0.960494399
565.0,0.960630119
566.0,0.96071893
567.0,0.960782051
568.0,0.960789561
569.0,0.960769534
570.0,0.960720718
571.0,0.960656226
572.0,0.960697353
573.0,0.960726559
574.0,0.960717201
575.0,0.960739374
576.0,0.960838258
577.0,0.960873187
578.0,0.960767269
579.0,0.960714459
580.0,0.960713089
581.0,0.960812509
582.0,0.961048484
583.0,0.961177051
584.0,0.961166859
585.0,0.961054862
586.0,0.960947454
587.0,0.960662484
588.0,0.96027863
589.0,0.959961355
590.0,0.959823489
591.0,0.95979774
592.0,0.959882975
593.0,0.960139453
594.0,0.960352242
595.0,0.96055609
596.0,0.96077913
597.0,0.960879862
598.0,0.960954487
599.0,0.960959077
600.0,0.960801721
601.0,0.960609794
602.0,0.960383117
603.0,0.960163295
604.0,0.960076928
605.0,0.960107386
606.0,0.960146725
607.0,0.960108995
608.0,0.960152268
609.0,0.960169554
610.0,0.960150063
611.0,0.960169196
612.0,0.960118115
613.0,0.960039854
614.0,0.959991395
615.0,0.959999859
616.0,0.9599756
617.0,0.959913433
618.0,0.95985347
619.0,0.959828019
620.0,0.959822476
621.0,0.959798038
622.0,0.959687948
623.0,0.959665298
624.0,0.959679604
625.0,0.959642529
626.0,0.959587812
627.0,0.959510744
628.0,0.959432065
629.0,0.959390581
630.0,0.959378719
631.0,0.959365487
632.0,0.959328294
633.0,0.959269404
634.0,0.959211707
635.0,0.95917654
636.0,0.959167898
637.0,0.959095061
638.0,0.95902276
639.0,0.959006608
640.0,0.959073842
641.0,0.959103107
642.0,0.959067523
643.0,0.958989382
644.0,0.958950281
645.0,0.958965361
646.0,0.958969235
647.0,0.958870232
648.0,0.958841205
649.0,0.958859324
650.0,0.958892643
651.0,0.958938539
652.0,0.958991766
653.0,0.958999872
654.0,0.958930075
655.0,0.958887696
656.0,0.958910346
657.0,0.958971679
658.0,0.958992422
659.0,0.958956361
660.0,0.958938718
661.0,0.958990216
662.0,0.959067106
663.0,0.959141612
664.0,0.959202588
665.0,0.959249496
666.0,0.959280312
667.0,0.959307671
668.0,0.959378302
669.0,0.959572911
670.0,0.95961982
671.0,0.959593475
672.0,0.959629714
673.0,0.959778547
674.0,0.959899604
675.0,0.959979296
676.0,0.960080624
677.0,0.960202634
678.0,0.960349441
679.0,0.960493565
680.0,0.960555434
681.0,0.960709214
682.0,0.960886419
683.0,0.960993469
684.0,0.961149275
685.0,0.961284578
686.0,0.961382449
687.0,0.961477339
688.0,0.961692989
689.0,0.961840391
690.0,0.961858273
691.0,0.962024152
692.0,0.962162197
693.0,0.962279916
694.0,0.962422013
695.0,0.96250844
696.0,0.962609053
697.0,0.962717235
698.0,0.962758541
699.0,0.96283102
700.0,0.962927699
701.0,0.963015378
702.0,0.96303159
703.0,0.963170767
704.0,0.963286519
705.0,0.963181496
706.0,0.963194013
707.0,0.963274837
708.0,0.963331163
709.0,0.963262022
710.0,0.963206589
711.0,0.963192761
712.0,0.96321547
713.0,0.963259339
714.0,0.96324271
715.0,0.963196576
716.0,0.963185251
717.0,0.963126063
718.0,0.963057995
719.0,0.962981761
720.0,0.962850094
721.0,0.962783396
722.0,0.962764204
723.0,0.962745607
724.0,0.962692976
725.0,0.962600529
726.0,0.962485254
727.0,0.962376952
728.0,0.962300062
729.0,0.962213278
730.0,0.96209079
731.0,0.961933017
732.0,0.961834133
733.0,0.961766243
734.0,0.961676717
735.0,0.961525857
736.0,0.961336434
737.0,0.961154819
738.0,0.961027265
739.0,0.96093297
740.0,0.960796595
741.0,0.960602582
742.0,0.96040535
743.0,0.960312366
744.0,0.960186481
745.0,0.95994103
746.0,0.95973748
