Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:54:42.845705

Data ID,WWU_Sulf_61         
Sample ID,Mg_Sulf_MCZ_01
Mineral Name,100% Kieserite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
495.0,0.948659
527.0,0.946262
554.0,0.94638
600.0,0.944993
640.0,0.943179
676.0,0.941269
751.0,0.935094
805.0,0.932064
867.0,0.929952
908.0,0.926451
937.0,0.920706
975.0,0.906131
1012.0,0.904057
