Database of Origin,Crowley et al 1991
Sample Description,Borates
Date Added,2017-03-22 23:56:03.388246

Data ID,CROW_1_5            
Mineral Name,Probertite
Locality,"Boron, California"
Formula,NaCaB5O7(OH)4 * 3H2O

Wavelength
406.0,0.5
407.0,0.501
408.0,0.502
409.0,0.504
410.0,0.505
411.0,0.506
412.0,0.507
413.0,0.508
414.0,0.509
415.0,0.51
416.0,0.511
417.0,0.512
418.0,0.513
419.0,0.514
420.0,0.515
421.0,0.516
422.0,0.517
423.0,0.518
424.0,0.519
425.0,0.52
426.0,0.522
427.0,0.523
428.0,0.524
429.0,0.526
430.0,0.527
431.0,0.528
432.0,0.53
433.0,0.531
434.0,0.532
435.0,0.533
436.0,0.534
437.0,0.536
438.0,0.537
439.0,0.538
440.0,0.539
441.0,0.54
442.0,0.542
443.0,0.543
444.0,0.544
445.0,0.545
446.0,0.546
447.0,0.547
448.0,0.548
449.0,0.549
450.0,0.55
451.0,0.551
452.0,0.552
453.0,0.553
454.0,0.554
455.0,0.555
456.0,0.556
457.0,0.557
458.0,0.558
459.0,0.558
460.0,0.559
461.0,0.56
462.0,0.56
463.0,0.561
464.0,0.561
465.0,0.561
466.0,0.562
467.0,0.563
468.0,0.563
469.0,0.564
470.0,0.565
471.0,0.566
472.0,0.567
473.0,0.568
474.0,0.569
475.0,0.569
476.0,0.57
477.0,0.571
478.0,0.572
479.0,0.573
480.0,0.574
481.0,0.575
482.0,0.575
483.0,0.576
484.0,0.576
485.0,0.576
486.0,0.577
487.0,0.577
488.0,0.578
489.0,0.579
490.0,0.58
491.0,0.581
492.0,0.582
493.0,0.583
494.0,0.583
495.0,0.584
496.0,0.585
497.0,0.585
498.0,0.586
499.0,0.587
500.0,0.588
501.0,0.589
502.0,0.59
503.0,0.591
504.0,0.592
505.0,0.593
506.0,0.594
507.0,0.594
508.0,0.595
509.0,0.596
510.0,0.597
511.0,0.597
512.0,0.598
513.0,0.599
514.0,0.599
515.0,0.6
516.0,0.601
517.0,0.602
518.0,0.603
519.0,0.604
520.0,0.605
521.0,0.606
522.0,0.607
523.0,0.608
524.0,0.609
525.0,0.61
526.0,0.611
527.0,0.612
528.0,0.613
529.0,0.614
530.0,0.614
531.0,0.615
532.0,0.616
533.0,0.617
534.0,0.617
535.0,0.618
536.0,0.618
537.0,0.619
538.0,0.619
539.0,0.62
540.0,0.621
541.0,0.622
542.0,0.623
543.0,0.623
544.0,0.624
545.0,0.624
546.0,0.625
547.0,0.626
548.0,0.626
549.0,0.627
550.0,0.627
551.0,0.628
552.0,0.629
553.0,0.629
554.0,0.63
555.0,0.63
556.0,0.631
557.0,0.631
558.0,0.631
559.0,0.632
560.0,0.632
561.0,0.632
562.0,0.632
563.0,0.632
564.0,0.632
565.0,0.633
566.0,0.633
567.0,0.633
568.0,0.633
569.0,0.634
570.0,0.634
571.0,0.635
572.0,0.636
573.0,0.636
574.0,0.637
575.0,0.637
576.0,0.638
577.0,0.638
578.0,0.639
579.0,0.639
580.0,0.639
581.0,0.639
582.0,0.64
583.0,0.64
584.0,0.641
585.0,0.641
586.0,0.641
587.0,0.642
588.0,0.642
589.0,0.642
590.0,0.642
591.0,0.642
592.0,0.643
593.0,0.643
594.0,0.643
595.0,0.643
596.0,0.643
597.0,0.643
598.0,0.643
599.0,0.643
600.0,0.643
601.0,0.643
602.0,0.643
603.0,0.642
604.0,0.642
605.0,0.643
606.0,0.643
607.0,0.643
608.0,0.644
609.0,0.644
610.0,0.645
611.0,0.646
612.0,0.646
613.0,0.647
614.0,0.648
615.0,0.648
616.0,0.648
617.0,0.649
618.0,0.649
619.0,0.649
620.0,0.649
621.0,0.649
622.0,0.649
623.0,0.649
624.0,0.649
625.0,0.649
626.0,0.649
627.0,0.649
628.0,0.649
629.0,0.649
630.0,0.649
631.0,0.649
632.0,0.649
633.0,0.649
634.0,0.648
635.0,0.648
636.0,0.648
637.0,0.648
638.0,0.648
639.0,0.649
640.0,0.649
641.0,0.65
642.0,0.65
643.0,0.651
644.0,0.651
645.0,0.651
646.0,0.651
647.0,0.651
648.0,0.652
649.0,0.652
650.0,0.652
651.0,0.652
652.0,0.652
653.0,0.652
654.0,0.652
655.0,0.651
656.0,0.651
657.0,0.651
658.0,0.651
659.0,0.652
660.0,0.652
661.0,0.652
662.0,0.653
663.0,0.653
664.0,0.653
665.0,0.653
666.0,0.653
667.0,0.653
668.0,0.653
669.0,0.653
670.0,0.653
671.0,0.652
672.0,0.652
673.0,0.652
674.0,0.652
675.0,0.652
676.0,0.652
677.0,0.652
678.0,0.652
679.0,0.652
680.0,0.653
681.0,0.653
682.0,0.653
683.0,0.653
684.0,0.654
685.0,0.654
686.0,0.654
687.0,0.654
