Database of Origin,CSIRO National Virtual Core Library
Sample Description,See CSIRO Mineral Spectal Library for additional information
Date Added,2018-09-07 18:36:02.862613

Data ID,Albite_M1280        
Sample ID,M1280
Mineral Name,Albite
Locality,USA

Wavelength
1026.0,0.40019384
1027.0,0.399955511
1028.0,0.399700135
1029.0,0.399441689
1030.0,0.399167717
1031.0,0.398931146
1032.0,0.39876765
1033.0,0.398564756
1034.0,0.398346692
1035.0,0.398171306
1036.0,0.39798367
1037.0,0.397767842
1038.0,0.397563756
1039.0,0.397396982
1040.0,0.397197723
1041.0,0.396982223
1042.0,0.396766573
1043.0,0.396531969
1044.0,0.396311402
1045.0,0.396123558
1046.0,0.395931333
1047.0,0.395755559
1048.0,0.395612597
1049.0,0.395422071
1050.0,0.395219058
1051.0,0.39499715
1052.0,0.394794464
1053.0,0.394572318
1054.0,0.39437893
1055.0,0.394212216
1056.0,0.394042134
1057.0,0.393865317
1058.0,0.393652052
1059.0,0.393434286
1060.0,0.393215716
1061.0,0.392978162
1062.0,0.392770886
1063.0,0.392588049
1064.0,0.392368823
1065.0,0.392145604
1066.0,0.391923428
1067.0,0.391684771
1068.0,0.391420096
1069.0,0.391193032
1070.0,0.390953839
1071.0,0.390728146
1072.0,0.390527993
1073.0,0.39027822
1074.0,0.390014678
1075.0,0.389760166
1076.0,0.389502257
1077.0,0.389296234
1078.0,0.389085591
1079.0,0.388933241
1080.0,0.388687402
1081.0,0.388370156
1082.0,0.388118774
1083.0,0.387851626
1084.0,0.387617975
1085.0,0.387446642
1086.0,0.387221754
1087.0,0.386913061
1088.0,0.386679828
1089.0,0.386470228
1090.0,0.386212945
1091.0,0.386026591
1092.0,0.385827094
1093.0,0.385610342
1094.0,0.385366589
1095.0,0.385181606
1096.0,0.385029554
1097.0,0.384835184
1098.0,0.384654582
1099.0,0.384432703
1100.0,0.384199381
1101.0,0.384006977
1102.0,0.383817405
1103.0,0.383655727
1104.0,0.383505583
1105.0,0.383275807
1106.0,0.383054763
1107.0,0.382924736
1108.0,0.382783502
1109.0,0.382623523
1110.0,0.382466435
1111.0,0.382306963
1112.0,0.38213861
1113.0,0.381952047
1114.0,0.381802469
1115.0,0.381674916
1116.0,0.381543696
1117.0,0.381401986
1118.0,0.381261826
1119.0,0.38113597
1120.0,0.380990684
1121.0,0.380863965
1122.0,0.380767286
1123.0,0.380667299
1124.0,0.38058129
1125.0,0.380475014
1126.0,0.380348861
1127.0,0.380255908
1128.0,0.38016209
1129.0,0.380081058
1130.0,0.380048722
1131.0,0.379983187
1132.0,0.37990126
1133.0,0.379809856
1134.0,0.379723281
1135.0,0.379659802
1136.0,0.379623562
1137.0,0.379574031
1138.0,0.379509211
1139.0,0.379450977
1140.0,0.379388392
1141.0,0.379306078
1142.0,0.379244179
1143.0,0.379187405
1144.0,0.379143506
1145.0,0.379120678
1146.0,0.379073024
1147.0,0.379031718
1148.0,0.378984809
1149.0,0.378911436
1150.0,0.378846616
1151.0,0.378824294
1152.0,0.378793895
1153.0,0.378769219
1154.0,0.378763884
1155.0,0.37872979
1156.0,0.378672659
1157.0,0.37865144
1158.0,0.378646553
1159.0,0.378626168
1160.0,0.378626525
1161.0,0.37860778
1162.0,0.378564298
1163.0,0.378528118
1164.0,0.378490776
1165.0,0.378459245
1166.0,0.37842828
1167.0,0.378390342
1168.0,0.378368765
1169.0,0.378362
1170.0,0.378350765
1171.0,0.37835148
1172.0,0.378363937
1173.0,0.378344864
1174.0,0.37831369
1175.0,0.378258884
1176.0,0.37823382
1177.0,0.378201067
1178.0,0.378181249
1179.0,0.378192991
1180.0,0.378182024
1181.0,0.378150702
1182.0,0.378136665
1183.0,0.378133476
1184.0,0.378125489
1185.0,0.378130704
1186.0,0.378108561
1187.0,0.378085583
1188.0,0.378083169
1189.0,0.378067583
1190.0,0.378054857
1191.0,0.378042519
1192.0,0.378015876
1193.0,0.378001988
1194.0,0.3779957
1195.0,0.377981097
1196.0,0.377959579
1197.0,0.377953321
1198.0,0.377955973
1199.0,0.377943367
1200.0,0.377921849
1201.0,0.377930194
1202.0,0.377954662
1203.0,0.377951741
1204.0,0.377958119
1205.0,0.377966076
1206.0,0.377930045
1207.0,0.37791729
1208.0,0.37794742
1209.0,0.377960682
1210.0,0.377955317
1211.0,0.377933741
1212.0,0.377927601
1213.0,0.377905905
1214.0,0.377904177
1215.0,0.377936602
1216.0,0.377930224
1217.0,0.377894878
1218.0,0.377891988
1219.0,0.377892971
1220.0,0.377885848
1221.0,0.377898812
1222.0,0.377899945
1223.0,0.377880305
1224.0,0.377869666
1225.0,0.377856642
1226.0,0.377847284
1227.0,0.377838731
1228.0,0.37783277
1229.0,0.377839625
1230.0,0.377878189
1231.0,0.377869457
1232.0,0.377834439
1233.0,0.377826393
1234.0,0.377809793
1235.0,0.377799779
1236.0,0.377820551
1237.0,0.377810717
1238.0,0.377757102
1239.0,0.377746612
1240.0,0.377768666
1241.0,0.377761722
1242.0,0.377752155
1243.0,0.377756208
1244.0,0.377753466
1245.0,0.377735138
1246.0,0.377764523
1247.0,0.377777308
1248.0,0.377751768
1249.0,0.377742559
1250.0,0.377747357
1251.0,0.377764374
1252.0,0.37776348
1253.0,0.377769619
1254.0,0.377770573
1255.0,0.37774843
1256.0,0.37774545
1257.0,0.377766043
1258.0,0.377766132
1259.0,0.377752632
1260.0,0.377751589
1261.0,0.37774995
1262.0,0.37774846
1263.0,0.377755255
1264.0,0.377756387
1265.0,0.377751857
1266.0,0.377752215
1267.0,0.377762616
1268.0,0.377760977
1269.0,0.377749592
1270.0,0.377726316
1271.0,0.3777273
1272.0,0.377735436
1273.0,0.377735585
1274.0,0.377750307
1275.0,0.377749145
1276.0,0.377715528
1277.0,0.377724439
1278.0,0.377758533
1279.0,0.377781332
1280.0,0.377824217
1281.0,0.377851903
1282.0,0.377860665
1283.0,0.377882451
1284.0,0.377909213
1285.0,0.377934158
1286.0,0.377969384
1287.0,0.377993286
1288.0,0.378010303
1289.0,0.378032923
1290.0,0.378026873
1291.0,0.378018409
1292.0,0.378035516
1293.0,0.378022999
1294.0,0.37800765
1295.0,0.378001988
1296.0,0.377965003
1297.0,0.377897292
1298.0,0.377834618
1299.0,0.377767205
1300.0,0.377679437
1301.0,0.377582818
1302.0,0.377472937
1303.0,0.37732777
1304.0,0.377207965
1305.0,0.37710771
1306.0,0.376974285
1307.0,0.376839101
1308.0,0.376692146
1309.0,0.376499951
1310.0,0.376337111
1311.0,0.376199931
1312.0,0.376044095
1313.0,0.375893056
1314.0,0.375732601
1315.0,0.375546545
1316.0,0.375368267
1317.0,0.375216842
1318.0,0.375082046
1319.0,0.374937177
1320.0,0.374815434
1321.0,0.374668807
1322.0,0.374491662
1323.0,0.37435165
1324.0,0.374224991
1325.0,0.374096334
1326.0,0.373981893
1327.0,0.373867363
1328.0,0.373741448
1329.0,0.373641074
1330.0,0.373566031
1331.0,0.373476714
1332.0,0.373389482
1333.0,0.373309731
1334.0,0.373224348
1335.0,0.373149097
1336.0,0.373090118
1337.0,0.373026133
1338.0,0.372962564
1339.0,0.372898847
1340.0,0.372841388
1341.0,0.372775137
1342.0,0.372707605
1343.0,0.372644454
1344.0,0.372559309
1345.0,0.372460246
1346.0,0.372366518
1347.0,0.372263908
1348.0,0.372156411
1349.0,0.372049898
1350.0,0.371941298
1351.0,0.371822685
1352.0,0.37170577
1353.0,0.371593148
1354.0,0.371474922
1355.0,0.371333748
1356.0,0.371227056
1357.0,0.371141434
1358.0,0.371047229
1359.0,0.370948732
1360.0,0.37088275
1361.0,0.370813668
1362.0,0.370777279
1363.0,0.370789528
1364.0,0.370795548
1365.0,0.370813251
1366.0,0.370832711
1367.0,0.370880544
1368.0,0.370895565
1369.0,0.370891541
1370.0,0.370897502
1371.0,0.370865583
1372.0,0.370820284
1373.0,0.370714426
1374.0,0.370583117
1375.0,0.370405525
1376.0,0.370168179
1377.0,0.369923919
1378.0,0.369662464
1379.0,0.369356483
1380.0,0.369011581
1381.0,0.36864841
1382.0,0.368253648
1383.0,0.367836893
1384.0,0.367417336
1385.0,0.366936743
1386.0,0.366442144
1387.0,0.36585924
1388.0,0.365217835
1389.0,0.364513576
1390.0,0.363743663
1391.0,0.362909645
1392.0,0.36199829
1393.0,0.361056924
1394.0,0.360016882
1395.0,0.359001189
1396.0,0.357946515
1397.0,0.35691765
1398.0,0.355876148
1399.0,0.354876548
1400.0,0.35386014
1401.0,0.352937311
1402.0,0.352063358
1403.0,0.351226866
1404.0,0.350477368
1405.0,0.349785089
1406.0,0.349199712
1407.0,0.348682314
1408.0,0.348277837
1409.0,0.347970068
1410.0,0.347769707
1411.0,0.347657233
1412.0,0.347667068
1413.0,0.347806394
1414.0,0.348011762
1415.0,0.348337471
1416.0,0.348698199
1417.0,0.349161118
1418.0,0.349609762
1419.0,0.350131154
1420.0,0.350607246
1421.0,0.351105034
1422.0,0.351544857
1423.0,0.351970196
1424.0,0.352341056
1425.0,0.352659613
1426.0,0.352950871
1427.0,0.353208899
1428.0,0.353425294
1429.0,0.353592604
1430.0,0.353745788
1431.0,0.353854626
1432.0,0.35395658
1433.0,0.354046881
1434.0,0.354118228
1435.0,0.35415554
1436.0,0.354201198
1437.0,0.35424301
1438.0,0.354274362
1439.0,0.354302138
1440.0,0.354329109
1441.0,0.354356408
1442.0,0.354373962
1443.0,0.354395211
1444.0,0.354423851
1445.0,0.354443699
1446.0,0.354455471
1447.0,0.354471505
1448.0,0.354483902
1449.0,0.354505867
1450.0,0.354540735
1451.0,0.35455212
1452.0,0.354548872
1453.0,0.354569972
1454.0,0.35459426
1455.0,0.354604512
1456.0,0.354625791
1457.0,0.354645759
1458.0,0.354640037
1459.0,0.354654312
1460.0,0.354700655
1461.0,0.354722053
1462.0,0.354710281
1463.0,0.354740798
1464.0,0.354786992
1465.0,0.354836464
1466.0,0.354915708
1467.0,0.354985774
1468.0,0.35503754
1469.0,0.35511604
1470.0,0.355210751
1471.0,0.355313301
1472.0,0.355446339
1473.0,0.355559677
1474.0,0.355655432
1475.0,0.355774522
1476.0,0.355909705
1477.0,0.356028318
1478.0,0.356153786
1479.0,0.356279075
1480.0,0.356388718
1481.0,0.356498063
1482.0,0.356608778
1483.0,0.356731385
1484.0,0.356845707
1485.0,0.356949687
1486.0,0.357063323
1487.0,0.357185751
1488.0,0.357302219
1489.0,0.357414514
1490.0,0.357531935
1491.0,0.357656866
1492.0,0.357765913
1493.0,0.357865781
1494.0,0.357977569
1495.0,0.358085752
1496.0,0.35819599
1497.0,0.358321518
1498.0,0.358426124
1499.0,0.358508378
1500.0,0.358616471
1501.0,0.358735234
1502.0,0.358841032
1503.0,0.358959854
1504.0,0.359057903
1505.0,0.359130204
1506.0,0.359219164
1507.0,0.359317064
1508.0,0.359396994
1509.0,0.359471351
1510.0,0.3595438
1511.0,0.359600216
1512.0,0.359668314
1513.0,0.359746605
1514.0,0.35981375
1515.0,0.359872162
1516.0,0.359939963
1517.0,0.360011399
1518.0,0.360077649
1519.0,0.360149652
1520.0,0.360212982
1521.0,0.360268712
1522.0,0.360321879
1523.0,0.360371947
1524.0,0.360418528
1525.0,0.360447794
1526.0,0.360497624
1527.0,0.360563099
1528.0,0.360618711
1529.0,0.360696644
1530.0,0.360740572
1531.0,0.360749185
1532.0,0.360774815
1533.0,0.360791355
1534.0,0.360811383
1535.0,0.360847831
1536.0,0.360868394
1537.0,0.360869944
1538.0,0.360883057
1539.0,0.360895485
1540.0,0.360911667
1541.0,0.360940576
1542.0,0.360960871
1543.0,0.360974103
1544.0,0.360991567
1545.0,0.361007392
1546.0,0.361024797
1547.0,0.361051083
1548.0,0.361067891
1549.0,0.361080706
1550.0,0.361088455
1551.0,0.361092657
1552.0,0.361095846
1553.0,0.361091018
1554.0,0.361099452
1555.0,0.361111015
1556.0,0.361100584
1557.0,0.361097962
1558.0,0.361098528
1559.0,0.361088902
1560.0,0.361103773
1561.0,0.361108363
1562.0,0.361086845
1563.0,0.361087978
1564.0,0.361082464
1565.0,0.361060768
1566.0,0.361052155
1567.0,0.361028761
1568.0,0.360993296
1569.0,0.360983282
1570.0,0.360979319
1571.0,0.360956967
1572.0,0.360935777
1573.0,0.360917628
1574.0,0.360895485
1575.0,0.360872775
1576.0,0.360854566
1577.0,0.360831499
1578.0,0.360802233
1579.0,0.36077261
1580.0,0.360744804
1581.0,0.360718489
1582.0,0.36068964
1583.0,0.360654294
1584.0,0.360621482
1585.0,0.360583931
1586.0,0.360534132
1587.0,0.360491365
1588.0,0.360454351
1589.0,0.360414356
1590.0,0.360370517
1591.0,0.360328972
1592.0,0.360286772
1593.0,0.360251069
1594.0,0.360219479
1595.0,0.360187203
1596.0,0.360160917
1597.0,0.36012575
1598.0,0.360088974
1599.0,0.360041946
1600.0,0.359984487
1601.0,0.359939605
1602.0,0.359891772
1603.0,0.359846383
1604.0,0.359818488
1605.0,0.359765291
1606.0,0.359688044
1607.0,0.359636575
1608.0,0.359594077
1609.0,0.359531134
1610.0,0.359467894
1611.0,0.359411776
1612.0,0.359334081
1613.0,0.35929215
1614.0,0.35929352
1615.0,0.359242022
1616.0,0.359169066
1617.0,0.359112322
1618.0,0.359040707
1619.0,0.35898301
1620.0,0.358952969
1621.0,0.358891338
1622.0,0.358803093
1623.0,0.358737737
1624.0,0.358666003
1625.0,0.358618855
1626.0,0.358604461
1627.0,0.358554274
