Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 07:12:54.787117

Data ID,WWU_Sulf_119        
Sample ID,Mg_Sulf_MCZ_29
Mineral Name,20% Bassanite-80% Gypsum MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic calcium sulfate

Wavelength
495.0,0.687344
527.0,0.696251
554.0,0.699782
600.0,0.707748
640.0,0.712248
676.0,0.717166
751.0,0.729802
805.0,0.736949
867.0,0.744873
908.0,0.749846
937.0,0.75239
975.0,0.749645
1012.0,0.753963
