Database of Origin,Crowley et al 1991
659.0,0.64
660.0,0.64
661.0,0.641
662.0,0.641
663.0,0.641
664.0,0.642
665.0,0.642
666.0,0.642
667.0,0.643
668.0,0.644
669.0,0.645
670.0,0.646
671.0,0.647
672.0,0.648
673.0,0.649
674.0,0.649
675.0,0.65
676.0,0.65
677.0,0.65
678.0,0.65
679.0,0.651
680.0,0.651
681.0,0.651
682.0,0.652
683.0,0.652
684.0,0.653
685.0,0.653
686.0,0.654
687.0,0.655
688.0,0.656
689.0,0.657
690.0,0.657
691.0,0.658
692.0,0.658
693.0,0.659
694.0,0.659
695.0,0.659
696.0,0.659
697.0,0.66
698.0,0.66
699.0,0.66
700.0,0.661
701.0,0.662
702.0,0.662
703.0,0.663
704.0,0.664
705.0,0.665
706.0,0.665
707.0,0.666
708.0,0.667
709.0,0.667
710.0,0.667
711.0,0.668
712.0,0.668
713.0,0.668
714.0,0.668
715.0,0.669
716.0,0.669
717.0,0.669
718.0,0.67
719.0,0.67
720.0,0.671
721.0,0.671
722.0,0.672
723.0,0.672
724.0,0.673
725.0,0.673
726.0,0.673
727.0,0.673
728.0,0.673
729.0,0.673
730.0,0.673
731.0,0.674
732.0,0.674
733.0,0.674
734.0,0.674
735.0,0.675
736.0,0.675
737.0,0.675
738.0,0.675
739.0,0.675
740.0,0.675
741.0,0.675
742.0,0.675
743.0,0.675
744.0,0.676
745.0,0.676
746.0,0.676
747.0,0.677
748.0,0.677
749.0,0.677
750.0,0.677
751.0,0.677
752.0,0.677
753.0,0.676
754.0,0.676
755.0,0.676
756.0,0.677
757.0,0.677
758.0,0.677
759.0,0.677
760.0,0.678
761.0,0.678
762.0,0.678
763.0,0.678
764.0,0.677
765.0,0.677
766.0,0.677
767.0,0.677
768.0,0.676
769.0,0.676
770.0,0.676
771.0,0.676
772.0,0.676
773.0,0.676
774.0,0.676
775.0,0.675
776.0,0.675
777.0,0.675
778.0,0.674
779.0,0.674
780.0,0.674
781.0,0.674
782.0,0.674
783.0,0.674
784.0,0.673
785.0,0.673
786.0,0.673
787.0,0.673
788.0,0.672
789.0,0.672
790.0,0.672
791.0,0.672
792.0,0.671
793.0,0.672
794.0,0.672
795.0,0.671
796.0,0.671
797.0,0.671
798.0,0.671
799.0,0.67
800.0,0.67
801.0,0.67
802.0,0.669
803.0,0.67
804.0,0.67
805.0,0.673
809.0,0.666
813.0,0.663
817.0,0.661
821.0,0.662
825.0,0.662
829.0,0.663
833.0,0.664
837.0,0.662
841.0,0.662
845.0,0.662
849.0,0.661
853.0,0.663
857.0,0.663
861.0,0.663
865.0,0.663
869.0,0.661
873.0,0.663
877.0,0.664
881.0,0.664
885.0,0.664
889.0,0.665
893.0,0.667
897.0,0.669
901.0,0.669
905.0,0.669
909.0,0.669
913.0,0.672
917.0,0.673
921.0,0.675
925.0,0.676
929.0,0.678
933.0,0.679
937.0,0.679
941.0,0.682
945.0,0.683
949.0,0.682
953.0,0.684
957.0,0.684
961.0,0.684
965.0,0.684
969.0,0.682
973.0,0.682
977.0,0.683
981.0,0.681
985.0,0.678
989.0,0.678
993.0,0.677
997.0,0.671
1001.0,0.67
1005.0,0.674
1009.0,0.676
1013.0,0.679
1017.0,0.683
1021.0,0.686
1025.0,0.689
1029.0,0.691
1033.0,0.693
1037.0,0.695
1041.0,0.696
1045.0,0.697
1049.0,0.699
1053.0,0.698
1057.0,0.699
1061.0,0.697
1065.0,0.697
1069.0,0.697
1073.0,0.698
1077.0,0.698
1081.0,0.698
1085.0,0.699
1089.0,0.7
1093.0,0.702
1097.0,0.703
1101.0,0.705
1105.0,0.706
1109.0,0.705
1113.0,0.705
1117.0,0.704
1121.0,0.704
1125.0,0.703
1129.0,0.703
1133.0,0.702
1137.0,0.7
1141.0,0.697
1145.0,0.695
1149.0,0.695
1153.0,0.694
1157.0,0.692
1161.0,0.687
1165.0,0.682
1169.0,0.676
1173.0,0.67
1177.0,0.665
1181.0,0.658
1185.0,0.654
1189.0,0.65
1193.0,0.644
1197.0,0.638
1201.0,0.632
1205.0,0.627
1209.0,0.627
1213.0,0.629
1217.0,0.631
1221.0,0.63
1225.0,0.628
1229.0,0.626
1233.0,0.627
1237.0,0.63
1241.0,0.638
1245.0,0.647
1249.0,0.656
1253.0,0.664
1257.0,0.671
1261.0,0.676
1265.0,0.68
1269.0,0.685
1273.0,0.688
1277.0,0.688
1281.0,0.688
1285.0,0.688
1289.0,0.689
1293.0,0.69
1297.0,0.689
1301.0,0.687
1305.0,0.686
1309.0,0.686
1313.0,0.685
1317.0,0.683
1321.0,0.679
1325.0,0.675
1329.0,0.669
1333.0,0.664
1337.0,0.658
1341.0,0.651
1345.0,0.641
1349.0,0.63
1353.0,0.622
1357.0,0.609
1361.0,0.592
1365.0,0.581
1369.0,0.569
1373.0,0.558
1377.0,0.547
1381.0,0.532
1385.0,0.522
1389.0,0.517
1393.0,0.51
1397.0,0.502
1401.0,0.496
1405.0,0.487
1409.0,0.476
1413.0,0.463
1417.0,0.444
1421.0,0.423
1425.0,0.399
1429.0,0.375
1433.0,0.35
1437.0,0.325
1441.0,0.3
1445.0,0.275
1449.0,0.254
1453.0,0.234
1457.0,0.222
1461.0,0.219
1465.0,0.227
1469.0,0.241
1473.0,0.257
1477.0,0.274
1481.0,0.288
1485.0,0.298
1489.0,0.306
1493.0,0.313
1497.0,0.318
1501.0,0.322
1505.0,0.326
1509.0,0.327
1513.0,0.326
1517.0,0.322
1521.0,0.319
1525.0,0.318
1529.0,0.321
1533.0,0.328
1537.0,0.336
1541.0,0.347
1545.0,0.358
1549.0,0.371
1553.0,0.384
1557.0,0.399
1561.0,0.413
1565.0,0.427
1569.0,0.442
1573.0,0.458
1577.0,0.472
1581.0,0.485
1585.0,0.498
1589.0,0.509
1593.0,0.52
1597.0,0.531
1601.0,0.543
1605.0,0.554
1609.0,0.563
1613.0,0.574
1617.0,0.582
1621.0,0.591
1625.0,0.599
1629.0,0.607
1633.0,0.617
1637.0,0.623
1641.0,0.629
1645.0,0.635
1649.0,0.64
1653.0,0.643
1657.0,0.647
1661.0,0.651
1665.0,0.654
1669.0,0.657
1673.0,0.658
1677.0,0.658
1681.0,0.659
1685.0,0.657
1689.0,0.654
1693.0,0.649
1697.0,0.641
1701.0,0.634
1705.0,0.624
1709.0,0.612
1713.0,0.597
1717.0,0.579
1721.0,0.56
1725.0,0.538
1729.0,0.514
1733.0,0.49
1737.0,0.465
1741.0,0.441
1745.0,0.418
1749.0,0.4
1753.0,0.388
1757.0,0.378
1761.0,0.373
1765.0,0.371
1769.0,0.373
1773.0,0.377
1777.0,0.381
1781.0,0.386
1785.0,0.389
1789.0,0.394
1793.0,0.399
1797.0,0.403
1801.0,0.406
1805.0,0.411
1809.0,0.417
1813.0,0.424
1817.0,0.433
1821.0,0.442
1825.0,0.45
1829.0,0.459
1833.0,0.469
1837.0,0.477
1841.0,0.488
1845.0,0.499
1849.0,0.504
1853.0,0.506
1857.0,0.508
1861.0,0.509
1865.0,0.505
1869.0,0.494
1873.0,0.476
1877.0,0.46
1881.0,0.444
1885.0,0.419
1889.0,0.387
1893.0,0.354
1897.0,0.322
1901.0,0.291
1905.0,0.263
1909.0,0.245
1913.0,0.231
1917.0,0.218
1921.0,0.206
1925.0,0.195
1929.0,0.185
1933.0,0.174
1937.0,0.163
1941.0,0.154
1945.0,0.144
1949.0,0.136
1953.0,0.127
1957.0,0.118
1961.0,0.111
1965.0,0.104
1969.0,0.098
1973.0,0.093
1977.0,0.09
1981.0,0.087
1985.0,0.089
1989.0,0.095
1993.0,0.105
1997.0,0.116
2001.0,0.13
2005.0,0.145
2009.0,0.161
2013.0,0.177
2017.0,0.192
2021.0,0.208
2025.0,0.223
2029.0,0.237
2033.0,0.25
2037.0,0.264
2041.0,0.276
2045.0,0.289
2049.0,0.301
2053.0,0.313
2057.0,0.321
2061.0,0.327
2065.0,0.332
2069.0,0.337
2073.0,0.34
2077.0,0.342
2081.0,0.341
2085.0,0.342
2089.0,0.34
2093.0,0.338
2097.0,0.336
2101.0,0.333
2105.0,0.332
2109.0,0.333
2113.0,0.332
2117.0,0.332
2121.0,0.33
2125.0,0.328
2129.0,0.327
2133.0,0.326
2137.0,0.324
2141.0,0.322
2145.0,0.32
2149.0,0.317
2153.0,0.314
2157.0,0.311
2161.0,0.306
2165.0,0.302
2169.0,0.298
2173.0,0.293
2177.0,0.287
2181.0,0.281
2185.0,0.276
2189.0,0.271
2193.0,0.266
2197.0,0.262
2201.0,0.258
2205.0,0.253
2209.0,0.247
2213.0,0.241
2217.0,0.237
2221.0,0.233
2225.0,0.229
2229.0,0.226
2233.0,0.223
2237.0,0.22
2241.0,0.219
2245.0,0.217
2249.0,0.215
2253.0,0.214
2257.0,0.213
2261.0,0.212
2265.0,0.212
2269.0,0.212
2273.0,0.214
2277.0,0.215
2281.0,0.216
2285.0,0.218
2289.0,0.22
2293.0,0.222
2297.0,0.225
2301.0,0.226
2305.0,0.226
2309.0,0.228
2313.0,0.231
2317.0,0.233
2321.0,0.235
2325.0,0.237
2329.0,0.237
2333.0,0.238
2337.0,0.239
2341.0,0.238
2345.0,0.237
2349.0,0.235
2353.0,0.232
2357.0,0.228
2361.0,0.223
2365.0,0.218
2369.0,0.214
2373.0,0.206
2377.0,0.198
2381.0,0.191
2385.0,0.184
2389.0,0.177
2393.0,0.17
2397.0,0.162
2401.0,0.155
2405.0,0.148
2409.0,0.14
2413.0,0.135
2417.0,0.128
2421.0,0.123
2425.0,0.118
2429.0,0.114
2433.0,0.11
2437.0,0.107
2441.0,0.104
2445.0,0.103
2449.0,0.101
2453.0,0.1
2457.0,0.099
2461.0,0.1
2465.0,0.1
2469.0,0.1
2473.0,0.101
2477.0,0.104
2481.0,0.105
2485.0,0.107
2489.0,0.109
2493.0,0.11
2497.0,0.111
2501.0,0.114
2505.0,0.114
