Database of Origin,Western Washington University
Sample Description,Namibia Sands
Date Added,2018-02-05 20:26:03.227180

Data ID,WWU_NMB_02          
Sample ID,NMB_02
Mineral Name,Linear dune coarse endmember
Locality,"Lat: -23.7582680024, Long: 15.7753829844"
Viewing Geometry,0/23
Composition,Quartz sand w/ ferric coatings

Wavelength
351.0,9.86E-02
352.0,9.98E-02
353.0,9.75E-02
354.0,9.27E-02
355.0,9.23E-02
356.0,9.38E-02
357.0,9.26E-02
358.0,8.77E-02
359.0,9.08E-02
360.0,0.09059985
361.0,8.64E-02
362.0,8.37E-02
363.0,8.62E-02
364.0,8.77E-02
365.0,8.58E-02
366.0,8.55E-02
367.0,8.67E-02
368.0,8.71E-02
369.0,8.51E-02
370.0,8.48E-02
371.0,8.43E-02
372.0,8.34E-02
373.0,8.36E-02
374.0,8.40E-02
375.0,8.47E-02
376.0,8.51E-02
377.0,8.25E-02
378.0,8.32E-02
379.0,8.53E-02
380.0,8.48E-02
381.0,8.54E-02
382.0,8.48E-02
383.0,8.34E-02
384.0,8.45E-02
385.0,0.084280863
386.0,0.083637498
387.0,8.37E-02
388.0,8.41E-02
389.0,8.46E-02
390.0,8.45E-02
391.0,8.33E-02
392.0,8.37E-02
393.0,8.49E-02
394.0,8.55E-02
395.0,8.41E-02
396.0,8.47E-02
397.0,8.58E-02
398.0,8.53E-02
399.0,8.51E-02
400.0,8.55E-02
401.0,8.60E-02
402.0,8.55E-02
403.0,8.55E-02
404.0,8.60E-02
405.0,8.65E-02
406.0,8.62E-02
407.0,8.59E-02
408.0,8.62E-02
409.0,8.72E-02
410.0,8.66E-02
411.0,8.64E-02
412.0,8.70E-02
413.0,8.75E-02
414.0,8.76E-02
415.0,8.76E-02
416.0,8.77E-02
417.0,8.81E-02
418.0,8.82E-02
419.0,0.088252842
420.0,8.85E-02
421.0,8.87E-02
422.0,8.89E-02
423.0,8.92E-02
424.0,0.08948373
425.0,8.97E-02
426.0,0.090050682
427.0,9.04E-02
428.0,9.06E-02
429.0,9.08E-02
430.0,9.14E-02
431.0,9.19E-02
432.0,9.20E-02
433.0,9.22E-02
434.0,9.28E-02
435.0,9.34E-02
436.0,9.38E-02
437.0,9.42E-02
438.0,9.48E-02
439.0,9.50E-02
440.0,0.095305324
441.0,9.57E-02
442.0,9.63E-02
443.0,9.69E-02
444.0,9.74E-02
445.0,0.097728856
446.0,9.80E-02
447.0,9.84E-02
448.0,9.89E-02
449.0,9.92E-02
450.0,9.96E-02
451.0,0.100174479
452.0,0.100851879
453.0,0.101203926
454.0,0.101519883
455.0,0.101873867
456.0,0.102247283
457.0,0.102587074
458.0,0.102928944
459.0,0.103325903
460.0,0.103846125
461.0,0.104181476
462.0,0.104472682
463.0,0.104874767
464.0,0.105113789
465.0,0.105443276
466.0,0.105837226
467.0,0.106085561
468.0,0.106512539
469.0,0.106999487
470.0,0.107397117
471.0,0.107620515
472.0,0.107925445
473.0,0.108241059
474.0,0.108428188
475.0,0.1088432
476.0,0.109227367
477.0,0.10950011
478.0,0.109858878
479.0,0.110134572
480.0,0.110448569
481.0,0.11091157
482.0,0.111341387
483.0,0.111761995
484.0,0.112171724
485.0,0.11255379
486.0,0.11296463
487.0,0.113363624
488.0,0.11375653
489.0,0.114290155
490.0,0.114855275
491.0,0.115388781
492.0,0.115856573
493.0,0.116278134
494.0,0.116846845
495.0,0.117504612
496.0,0.117866144
497.0,0.11841014
498.0,0.119014271
499.0,0.119495526
500.0,0.120034523
501.0,0.120691933
502.0,0.121356383
503.0,0.121820331
504.0,0.122397467
505.0,0.12300349
506.0,0.123543456
507.0,0.124026537
508.0,0.124607906
509.0,0.125279188
510.0,0.125954643
511.0,0.126577407
512.0,0.127226636
513.0,0.127903387
514.0,0.128494322
515.0,0.129119545
516.0,0.129759341
517.0,0.13039346
518.0,0.131153733
519.0,0.131900892
520.0,0.132572263
521.0,0.133185029
522.0,0.133940995
523.0,0.134705797
524.0,0.135395452
525.0,0.136173248
526.0,0.1369856
527.0,0.137814686
528.0,0.138651416
529.0,0.139462471
