Database of Origin,Crowley et al 1991
Sample Description,Chlorides
Date Added,2017-03-22 23:56:03.777473

Data ID,CROW_4_6            
Mineral Name,Kainite
Locality,"Stassfurt, Germany"
Formula,MgSO4 * KCl* 3H20

Wavelength
406.0,0.681
407.0,0.684
408.0,0.686
409.0,0.688
410.0,0.691
411.0,0.693
412.0,0.695
413.0,0.697
414.0,0.699
415.0,0.701
416.0,0.703
417.0,0.705
418.0,0.706
419.0,0.708
420.0,0.71
421.0,0.711
422.0,0.713
423.0,0.715
424.0,0.717
425.0,0.719
426.0,0.721
427.0,0.722
428.0,0.724
429.0,0.726
430.0,0.728
431.0,0.73
432.0,0.732
433.0,0.733
434.0,0.735
435.0,0.737
436.0,0.739
437.0,0.74
438.0,0.742
439.0,0.744
440.0,0.745
441.0,0.747
442.0,0.748
443.0,0.75
444.0,0.751
445.0,0.752
446.0,0.754
447.0,0.755
448.0,0.756
449.0,0.757
450.0,0.758
451.0,0.759
452.0,0.76
453.0,0.761
454.0,0.762
455.0,0.763
456.0,0.763
457.0,0.764
458.0,0.765
459.0,0.765
460.0,0.766
461.0,0.766
462.0,0.767
463.0,0.767
464.0,0.767
465.0,0.768
466.0,0.769
467.0,0.769
468.0,0.77
469.0,0.771
470.0,0.771
471.0,0.772
472.0,0.773
473.0,0.774
474.0,0.774
475.0,0.775
476.0,0.775
477.0,0.775
478.0,0.776
479.0,0.776
480.0,0.777
481.0,0.777
482.0,0.777
483.0,0.778
484.0,0.778
485.0,0.778
486.0,0.778
487.0,0.778
488.0,0.779
489.0,0.779
490.0,0.78
491.0,0.78
492.0,0.781
493.0,0.782
494.0,0.782
495.0,0.783
496.0,0.784
497.0,0.784
498.0,0.785
499.0,0.785
500.0,0.786
501.0,0.786
502.0,0.787
503.0,0.788
504.0,0.788
505.0,0.789
506.0,0.789
507.0,0.79
508.0,0.79
509.0,0.79
510.0,0.791
511.0,0.791
512.0,0.791
513.0,0.791
514.0,0.792
515.0,0.792
516.0,0.793
517.0,0.793
518.0,0.794
519.0,0.795
520.0,0.796
521.0,0.797
522.0,0.798
523.0,0.798
524.0,0.799
525.0,0.8
526.0,0.801
527.0,0.801
528.0,0.802
