Database of Origin,Crowley et al 1991
1293.0,0.829
1297.0,0.828
1301.0,0.827
1305.0,0.826
1309.0,0.825
1313.0,0.823
1317.0,0.822
1321.0,0.82
1325.0,0.819
1329.0,0.817
1333.0,0.814
1337.0,0.81
1341.0,0.806
1345.0,0.803
1349.0,0.8
1353.0,0.796
1357.0,0.792
1361.0,0.787
1365.0,0.782
1369.0,0.78
1373.0,0.78
1377.0,0.778
1381.0,0.773
1385.0,0.769
1389.0,0.765
1393.0,0.761
1397.0,0.755
1401.0,0.748
1405.0,0.741
1409.0,0.733
1413.0,0.726
1417.0,0.718
1421.0,0.709
1425.0,0.7
1429.0,0.689
1433.0,0.678
1437.0,0.666
1441.0,0.654
1445.0,0.641
1449.0,0.63
1453.0,0.618
1457.0,0.606
1461.0,0.593
1465.0,0.58
1469.0,0.568
1473.0,0.556
1477.0,0.546
1481.0,0.537
1485.0,0.531
1489.0,0.526
1493.0,0.524
1497.0,0.523
1501.0,0.52
1505.0,0.518
1509.0,0.516
1513.0,0.514
1517.0,0.511
1521.0,0.508
1525.0,0.504
1529.0,0.501
1533.0,0.497
1537.0,0.494
1541.0,0.491
1545.0,0.488
1549.0,0.485
1553.0,0.482
1557.0,0.48
1561.0,0.479
1565.0,0.479
1569.0,0.478
1573.0,0.479
1577.0,0.48
1581.0,0.482
1585.0,0.485
1589.0,0.488
1593.0,0.49
1597.0,0.492
1601.0,0.493
1605.0,0.495
1609.0,0.496
1613.0,0.497
1617.0,0.498
1621.0,0.497
1625.0,0.497
1629.0,0.496
1633.0,0.495
1637.0,0.493
1641.0,0.491
1645.0,0.489
1649.0,0.486
1653.0,0.482
1657.0,0.478
1661.0,0.474
1665.0,0.469
1669.0,0.465
1673.0,0.462
1677.0,0.458
1681.0,0.454
1685.0,0.449
1689.0,0.445
1693.0,0.44
1697.0,0.436
1701.0,0.431
1705.0,0.427
1709.0,0.422
1713.0,0.418
1717.0,0.413
1721.0,0.408
1725.0,0.403
1729.0,0.399
1733.0,0.396
1737.0,0.393
1741.0,0.39
1745.0,0.386
1749.0,0.383
1753.0,0.379
1757.0,0.376
1761.0,0.374
1765.0,0.372
1769.0,0.369
1773.0,0.367
1777.0,0.365
1781.0,0.365
1785.0,0.365
1789.0,0.365
1793.0,0.366
1797.0,0.368
1801.0,0.37
1805.0,0.371
1809.0,0.373
1813.0,0.375
1817.0,0.377
1821.0,0.38
1825.0,0.383
1829.0,0.384
1833.0,0.384
1837.0,0.384
1841.0,0.385
1845.0,0.384
1849.0,0.383
1853.0,0.381
1857.0,0.38
1861.0,0.378
1865.0,0.373
1869.0,0.367
1873.0,0.362
1877.0,0.356
1881.0,0.351
1885.0,0.344
1889.0,0.337
1893.0,0.33
1897.0,0.322
1901.0,0.313
1905.0,0.303
1909.0,0.296
1913.0,0.289
1917.0,0.283
1921.0,0.277
1925.0,0.271
1929.0,0.264
1933.0,0.258
1937.0,0.252
1941.0,0.246
1945.0,0.242
1949.0,0.238
1953.0,0.234
1957.0,0.23
1961.0,0.226
1965.0,0.224
1969.0,0.224
1973.0,0.225
1977.0,0.226
1981.0,0.229
1985.0,0.231
1989.0,0.233
1993.0,0.235
1997.0,0.236
2001.0,0.238
2005.0,0.24
2009.0,0.241
2013.0,0.242
2017.0,0.244
2021.0,0.246
2025.0,0.247
2029.0,0.249
2033.0,0.251
2037.0,0.253
2041.0,0.254
2045.0,0.256
2049.0,0.257
2053.0,0.259
2057.0,0.261
2061.0,0.263
2065.0,0.264
2069.0,0.265
2073.0,0.265
2077.0,0.265
2081.0,0.266
2085.0,0.267
2089.0,0.268
2093.0,0.269
2097.0,0.27
2101.0,0.27
2105.0,0.271
2109.0,0.271
2113.0,0.271
2117.0,0.271
2121.0,0.272
2125.0,0.272
2129.0,0.271
2133.0,0.271
2137.0,0.272
2141.0,0.274
2145.0,0.275
2149.0,0.276
2153.0,0.277
2157.0,0.278
2161.0,0.28
2165.0,0.282
2169.0,0.284
2173.0,0.286
2177.0,0.288
2181.0,0.291
2185.0,0.294
2189.0,0.297
2193.0,0.3
2197.0,0.304
2201.0,0.308
2205.0,0.312
2209.0,0.316
2213.0,0.32
2217.0,0.324
2221.0,0.327
2225.0,0.329
2229.0,0.331
2233.0,0.331
2237.0,0.332
2241.0,0.331
2245.0,0.331
2249.0,0.33
2253.0,0.328
2257.0,0.327
2261.0,0.325
2265.0,0.323
2269.0,0.322
2273.0,0.32
2277.0,0.319
2281.0,0.316
2285.0,0.313
2289.0,0.31
2293.0,0.306
2297.0,0.303
2301.0,0.301
2305.0,0.298
2309.0,0.294
2313.0,0.292
2317.0,0.291
2321.0,0.289
2325.0,0.288
2329.0,0.288
2333.0,0.287
2337.0,0.286
2341.0,0.285
2345.0,0.284
2349.0,0.283
2353.0,0.281
2357.0,0.279
2361.0,0.277
2365.0,0.274
2369.0,0.271
2373.0,0.268
2377.0,0.265
2381.0,0.262
2385.0,0.259
2389.0,0.255
2393.0,0.251
2397.0,0.247
2401.0,0.243
2405.0,0.238
2409.0,0.233
2413.0,0.228
2417.0,0.222
2421.0,0.217
2425.0,0.212
2429.0,0.207
2433.0,0.203
2437.0,0.199
2441.0,0.197
2445.0,0.196
2449.0,0.195
2453.0,0.194
2457.0,0.194
2461.0,0.194
2465.0,0.194
2469.0,0.194
2473.0,0.195
2477.0,0.195
2481.0,0.196
2485.0,0.196
2489.0,0.195
2493.0,0.194
2497.0,0.194
2501.0,0.193
2505.0,0.193
