Database of Origin,Crowley et al 1991
Sample Description,Carbonates
Date Added,2017-03-22 23:56:03.553204

Data ID,CROW_2_3            
Mineral Name,Gaylussite
Locality,"Searles Lake, California"
Formula,Na2Ca(CO3)2 * 5H2O

Wavelength
406.0,0.575
407.0,0.575
408.0,0.575
409.0,0.576
410.0,0.576
411.0,0.577
412.0,0.577
413.0,0.578
414.0,0.578
415.0,0.579
416.0,0.58
417.0,0.581
418.0,0.582
419.0,0.582
420.0,0.584
421.0,0.585
422.0,0.586
423.0,0.587
424.0,0.588
425.0,0.589
426.0,0.591
427.0,0.592
428.0,0.594
429.0,0.595
430.0,0.597
431.0,0.598
432.0,0.6
433.0,0.601
434.0,0.603
435.0,0.604
436.0,0.606
437.0,0.607
438.0,0.609
439.0,0.61
440.0,0.612
441.0,0.613
442.0,0.614
443.0,0.615
444.0,0.617
445.0,0.618
446.0,0.619
447.0,0.62
448.0,0.622
449.0,0.623
450.0,0.624
451.0,0.625
452.0,0.627
453.0,0.628
454.0,0.629
455.0,0.63
456.0,0.631
457.0,0.632
458.0,0.632
459.0,0.633
460.0,0.634
461.0,0.635
462.0,0.636
463.0,0.637
464.0,0.638
465.0,0.639
466.0,0.64
467.0,0.641
468.0,0.642
469.0,0.643
470.0,0.644
471.0,0.644
472.0,0.645
473.0,0.646
474.0,0.646
475.0,0.647
476.0,0.648
477.0,0.649
478.0,0.649
479.0,0.65
480.0,0.651
481.0,0.652
482.0,0.652
483.0,0.653
484.0,0.653
485.0,0.653
486.0,0.654
487.0,0.654
488.0,0.654
489.0,0.655
490.0,0.655
491.0,0.656
492.0,0.657
493.0,0.657
494.0,0.657
495.0,0.658
496.0,0.658
497.0,0.658
498.0,0.658
499.0,0.658
500.0,0.659
501.0,0.659
502.0,0.659
503.0,0.659
504.0,0.66
505.0,0.66
506.0,0.66
507.0,0.661
508.0,0.661
509.0,0.662
510.0,0.662
511.0,0.663
512.0,0.664
513.0,0.665
514.0,0.666
515.0,0.667
516.0,0.669
517.0,0.67
518.0,0.671
519.0,0.672
520.0,0.673
521.0,0.675
522.0,0.676
523.0,0.677
524.0,0.678
525.0,0.679
526.0,0.68
527.0,0.681
528.0,0.682
529.0,0.683
530.0,0.683
531.0,0.684
532.0,0.684
533.0,0.685
534.0,0.685
535.0,0.686
536.0,0.687
537.0,0.687
538.0,0.688
539.0,0.688
540.0,0.689
541.0,0.689
542.0,0.689
543.0,0.69
544.0,0.69
545.0,0.691
546.0,0.691
547.0,0.691
548.0,0.692
549.0,0.692
550.0,0.693
551.0,0.693
552.0,0.694
553.0,0.694
554.0,0.695
555.0,0.695
556.0,0.695
557.0,0.696
558.0,0.696
559.0,0.697
560.0,0.697
561.0,0.698
562.0,0.698
563.0,0.698
564.0,0.699
565.0,0.699
566.0,0.699
567.0,0.699
568.0,0.699
569.0,0.7
570.0,0.7
571.0,0.7
572.0,0.701
573.0,0.701
574.0,0.702
575.0,0.703
576.0,0.703
577.0,0.704
578.0,0.704
579.0,0.704
580.0,0.705
581.0,0.705
582.0,0.706
583.0,0.706
584.0,0.706
585.0,0.707
586.0,0.707
587.0,0.708
588.0,0.708
589.0,0.708
590.0,0.708
591.0,0.708
592.0,0.708
593.0,0.708
594.0,0.707
595.0,0.707
596.0,0.707
597.0,0.707
598.0,0.706
599.0,0.706
600.0,0.706
601.0,0.706
602.0,0.706
603.0,0.705
604.0,0.705
605.0,0.705
606.0,0.705
607.0,0.705
608.0,0.705
609.0,0.706
610.0,0.706
611.0,0.706
612.0,0.706
613.0,0.707
614.0,0.707
615.0,0.708
616.0,0.708
617.0,0.709
618.0,0.709
619.0,0.709
620.0,0.71
621.0,0.71
622.0,0.71
623.0,0.711
624.0,0.711
625.0,0.711
626.0,0.711
627.0,0.711
628.0,0.711
629.0,0.711
630.0,0.711
631.0,0.711
632.0,0.711
633.0,0.711
634.0,0.711
635.0,0.71
636.0,0.71
637.0,0.709
638.0,0.709
639.0,0.708
640.0,0.707
641.0,0.706
642.0,0.705
643.0,0.704
644.0,0.703
645.0,0.701
646.0,0.699
647.0,0.697
648.0,0.696
649.0,0.694
650.0,0.692
651.0,0.69
652.0,0.688
653.0,0.686
654.0,0.685
655.0,0.684
656.0,0.683
657.0,0.682
658.0,0.682
659.0,0.682
660.0,0.682
661.0,0.683
662.0,0.683
663.0,0.684
664.0,0.684
665.0,0.685
666.0,0.686
667.0,0.686
668.0,0.687
669.0,0.688
670.0,0.689
671.0,0.691
672.0,0.692
673.0,0.694
674.0,0.695
675.0,0.697
676.0,0.699
677.0,0.701
678.0,0.703
679.0,0.706
680.0,0.708
681.0,0.71
682.0,0.713
683.0,0.715
684.0,0.717
685.0,0.719
686.0,0.721
687.0,0.723
688.0,0.725
689.0,0.727
690.0,0.729
691.0,0.731
692.0,0.732
693.0,0.734
694.0,0.736
695.0,0.738
696.0,0.739
697.0,0.741
698.0,0.743
699.0,0.745
700.0,0.746
701.0,0.747
702.0,0.749
703.0,0.75
704.0,0.752
705.0,0.753
706.0,0.755
707.0,0.756
708.0,0.757
709.0,0.759
710.0,0.76
711.0,0.761
712.0,0.763
713.0,0.764
714.0,0.766
715.0,0.767
716.0,0.769
717.0,0.77
718.0,0.771
719.0,0.772
720.0,0.773
721.0,0.774
722.0,0.775
723.0,0.776
724.0,0.777
725.0,0.778
726.0,0.779
727.0,0.78
728.0,0.782
729.0,0.783
730.0,0.784
731.0,0.785
732.0,0.786
733.0,0.786
734.0,0.787
735.0,0.788
736.0,0.789
737.0,0.789
738.0,0.79
739.0,0.791
740.0,0.792
741.0,0.793
742.0,0.794
743.0,0.795
744.0,0.796
745.0,0.797
746.0,0.798
747.0,0.798
748.0,0.799
749.0,0.8
750.0,0.8
751.0,0.801
752.0,0.802
753.0,0.803
754.0,0.803
755.0,0.804
756.0,0.805
757.0,0.806
758.0,0.806
759.0,0.807
760.0,0.807
761.0,0.808
762.0,0.808
763.0,0.809
764.0,0.809
765.0,0.81
766.0,0.811
767.0,0.812
768.0,0.812
769.0,0.813
770.0,0.813
771.0,0.814
772.0,0.814
773.0,0.815
774.0,0.816
775.0,0.817
776.0,0.817
777.0,0.818
778.0,0.819
779.0,0.819
780.0,0.82
781.0,0.82
782.0,0.82
783.0,0.821
784.0,0.821
785.0,0.821
786.0,0.822
787.0,0.823
788.0,0.823
789.0,0.824
790.0,0.824
791.0,0.825
792.0,0.825
793.0,0.826
794.0,0.826
795.0,0.827
796.0,0.828
797.0,0.829
798.0,0.829
799.0,0.83
800.0,0.831
801.0,0.832
802.0,0.833
803.0,0.834
804.0,0.836
805.0,0.837
809.0,0.839
813.0,0.84
817.0,0.841
821.0,0.841
825.0,0.842
829.0,0.843
833.0,0.844
837.0,0.845
841.0,0.845
845.0,0.846
849.0,0.847
853.0,0.849
857.0,0.85
861.0,0.85
865.0,0.85
869.0,0.85
873.0,0.85
877.0,0.85
881.0,0.851
885.0,0.852
889.0,0.853
893.0,0.854
897.0,0.855
901.0,0.856
905.0,0.856
909.0,0.856
913.0,0.856
917.0,0.856
921.0,0.857
925.0,0.857
929.0,0.857
933.0,0.858
937.0,0.859
941.0,0.86
945.0,0.859
949.0,0.859
953.0,0.858
957.0,0.858
961.0,0.857
965.0,0.856
969.0,0.855
973.0,0.855
977.0,0.857
981.0,0.858
985.0,0.858
989.0,0.857
993.0,0.857
997.0,0.856
1001.0,0.855
1005.0,0.855
1009.0,0.856
1013.0,0.858
1017.0,0.858
1021.0,0.858
1025.0,0.857
1029.0,0.858
1033.0,0.86
1037.0,0.861
1041.0,0.862
1045.0,0.863
1049.0,0.863
1053.0,0.863
1057.0,0.863
1061.0,0.863
1065.0,0.863
1069.0,0.862
1073.0,0.861
1077.0,0.86
1081.0,0.86
1085.0,0.861
1089.0,0.862
1093.0,0.863
1097.0,0.862
1101.0,0.861
1105.0,0.861
1109.0,0.861
1113.0,0.861
1117.0,0.86
1121.0,0.859
1125.0,0.859
1129.0,0.859
1133.0,0.858
1137.0,0.857
1141.0,0.856
1145.0,0.854
1149.0,0.851
1153.0,0.85
1157.0,0.849
1161.0,0.848
1165.0,0.847
1169.0,0.844
1173.0,0.842
1177.0,0.839
1181.0,0.837
1185.0,0.834
1189.0,0.832
1193.0,0.831
1197.0,0.83
1201.0,0.828
1205.0,0.826
1209.0,0.824
1213.0,0.823
1217.0,0.822
1221.0,0.823
1225.0,0.823
1229.0,0.823
1233.0,0.824
1237.0,0.824
1241.0,0.824
1245.0,0.825
1249.0,0.826
1253.0,0.826
1257.0,0.825
1261.0,0.825
1265.0,0.825
1269.0,0.825
1273.0,0.826
1277.0,0.826
1281.0,0.827
1285.0,0.828
1289.0,0.829
