Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:54:43.115672

Data ID,WWU_Sulf_90         
Sample ID,Mg_Sulf_MCZ_30
Mineral Name,10% Hexahydrite-90% Epsomite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
495.0,0.608279
527.0,0.608961
554.0,0.609505
600.0,0.609713
640.0,0.608758
676.0,0.608035
751.0,0.610734
805.0,0.613004
867.0,0.612954
908.0,0.606529
937.0,0.597482
975.0,0.548334
1012.0,0.548954
