Database of Origin,Crowley et al 1991
Sample Description,Borates
Date Added,2017-03-22 23:56:03.373260

Data ID,CROW_1_4            
Mineral Name,Meyerhofferite
Locality,"Inyo County, California"
Formula,Ca2B6O6(OH)10 * H2O

Wavelength
406.0,0.75
407.0,0.75
408.0,0.751
409.0,0.752
410.0,0.752
411.0,0.753
412.0,0.754
413.0,0.755
414.0,0.755
415.0,0.756
416.0,0.757
417.0,0.757
418.0,0.758
419.0,0.758
420.0,0.759
421.0,0.759
422.0,0.76
423.0,0.76
424.0,0.761
425.0,0.762
426.0,0.762
427.0,0.763
428.0,0.764
429.0,0.764
430.0,0.765
431.0,0.766
432.0,0.766
433.0,0.767
434.0,0.767
435.0,0.768
436.0,0.768
437.0,0.768
438.0,0.769
439.0,0.769
440.0,0.77
441.0,0.771
442.0,0.771
443.0,0.772
444.0,0.772
445.0,0.773
446.0,0.774
447.0,0.774
448.0,0.775
449.0,0.775
450.0,0.776
451.0,0.776
452.0,0.777
453.0,0.777
454.0,0.778
455.0,0.778
456.0,0.778
457.0,0.779
458.0,0.779
459.0,0.78
460.0,0.78
461.0,0.781
462.0,0.781
463.0,0.782
464.0,0.782
465.0,0.783
466.0,0.783
467.0,0.783
468.0,0.784
469.0,0.784
470.0,0.784
471.0,0.785
472.0,0.785
473.0,0.786
474.0,0.786
475.0,0.787
476.0,0.788
477.0,0.788
478.0,0.789
479.0,0.789
480.0,0.79
481.0,0.79
482.0,0.79
483.0,0.791
484.0,0.791
485.0,0.792
486.0,0.792
487.0,0.792
488.0,0.793
489.0,0.793
490.0,0.794
491.0,0.794
492.0,0.795
493.0,0.795
494.0,0.796
495.0,0.797
496.0,0.797
497.0,0.798
498.0,0.799
499.0,0.799
500.0,0.799
501.0,0.8
502.0,0.8
503.0,0.801
504.0,0.801
505.0,0.802
506.0,0.803
507.0,0.803
508.0,0.804
509.0,0.805
510.0,0.805
511.0,0.806
512.0,0.807
513.0,0.807
514.0,0.807
515.0,0.808
516.0,0.808
517.0,0.808
518.0,0.809
519.0,0.809
520.0,0.809
521.0,0.81
522.0,0.81
523.0,0.811
524.0,0.812
525.0,0.812
526.0,0.813
527.0,0.814
528.0,0.814
529.0,0.815
530.0,0.815
531.0,0.816
532.0,0.817
533.0,0.817
534.0,0.818
535.0,0.818
536.0,0.819
537.0,0.819
538.0,0.82
539.0,0.82
540.0,0.821
541.0,0.822
542.0,0.822
543.0,0.823
544.0,0.824
545.0,0.825
546.0,0.825
547.0,0.826
548.0,0.826
549.0,0.827
550.0,0.827
551.0,0.828
552.0,0.828
553.0,0.829
554.0,0.829
555.0,0.83
556.0,0.83
557.0,0.831
558.0,0.831
559.0,0.832
560.0,0.832
561.0,0.833
562.0,0.833
563.0,0.834
564.0,0.835
565.0,0.835
566.0,0.836
567.0,0.836
568.0,0.837
569.0,0.837
570.0,0.838
571.0,0.838
572.0,0.839
573.0,0.839
574.0,0.84
575.0,0.841
576.0,0.841
577.0,0.842
578.0,0.843
579.0,0.844
580.0,0.844
581.0,0.845
582.0,0.846
583.0,0.846
584.0,0.847
585.0,0.847
586.0,0.848
587.0,0.848
588.0,0.849
589.0,0.85
590.0,0.85
591.0,0.851
592.0,0.851
593.0,0.852
594.0,0.852
595.0,0.853
596.0,0.853
597.0,0.853
598.0,0.854
599.0,0.855
600.0,0.855
601.0,0.856
602.0,0.857
603.0,0.858
604.0,0.858
605.0,0.859
606.0,0.859
607.0,0.86
608.0,0.86
609.0,0.861
610.0,0.861
611.0,0.862
612.0,0.862
613.0,0.863
614.0,0.863
615.0,0.864
616.0,0.865
617.0,0.865
618.0,0.866
619.0,0.866
620.0,0.867
621.0,0.867
622.0,0.867
623.0,0.868
624.0,0.868
625.0,0.869
626.0,0.869
627.0,0.87
628.0,0.87
629.0,0.871
630.0,0.871
631.0,0.871
632.0,0.871
633.0,0.872
634.0,0.872
635.0,0.873
636.0,0.873
637.0,0.874
638.0,0.875
639.0,0.876
640.0,0.877
641.0,0.877
642.0,0.878
643.0,0.879
644.0,0.88
645.0,0.88
646.0,0.881
647.0,0.882
648.0,0.882
649.0,0.883
650.0,0.883
651.0,0.884
652.0,0.884
653.0,0.884
654.0,0.884
655.0,0.884
656.0,0.885
657.0,0.886
658.0,0.886
659.0,0.887
660.0,0.888
661.0,0.889
662.0,0.889
663.0,0.89
664.0,0.89
665.0,0.891
666.0,0.891
667.0,0.892
668.0,0.892
669.0,0.893
670.0,0.893
671.0,0.894
672.0,0.894
673.0,0.894
674.0,0.895
675.0,0.895
676.0,0.896
677.0,0.896
678.0,0.897
679.0,0.898
680.0,0.899
681.0,0.899
682.0,0.9
683.0,0.9
684.0,0.901
685.0,0.901
686.0,0.901
687.0,0.902
688.0,0.902
689.0,0.903
690.0,0.903
691.0,0.903
692.0,0.904
693.0,0.904
694.0,0.905
695.0,0.905
696.0,0.906
697.0,0.907
698.0,0.907
699.0,0.907
700.0,0.908
701.0,0.908
702.0,0.908
703.0,0.909
704.0,0.909
705.0,0.909
706.0,0.91
707.0,0.91
708.0,0.91
709.0,0.911
710.0,0.911
711.0,0.912
712.0,0.913
713.0,0.913
714.0,0.913
715.0,0.914
716.0,0.914
717.0,0.914
718.0,0.914
719.0,0.914
720.0,0.914
721.0,0.914
722.0,0.914
723.0,0.915
724.0,0.915
725.0,0.915
726.0,0.916
727.0,0.917
728.0,0.917
729.0,0.917
730.0,0.917
731.0,0.917
732.0,0.917
733.0,0.917
734.0,0.917
735.0,0.917
736.0,0.917
737.0,0.917
738.0,0.918
739.0,0.918
740.0,0.918
741.0,0.919
742.0,0.919
743.0,0.919
744.0,0.919
745.0,0.919
746.0,0.919
747.0,0.919
748.0,0.92
749.0,0.92
750.0,0.92
751.0,0.921
752.0,0.922
753.0,0.922
754.0,0.923
755.0,0.923
756.0,0.923
757.0,0.924
758.0,0.924
759.0,0.924
760.0,0.924
761.0,0.924
762.0,0.924
763.0,0.925
764.0,0.925
765.0,0.926
766.0,0.926
767.0,0.927
768.0,0.927
769.0,0.927
770.0,0.927
771.0,0.927
772.0,0.927
773.0,0.928
774.0,0.928
775.0,0.928
776.0,0.929
777.0,0.929
778.0,0.929
779.0,0.93
780.0,0.93
781.0,0.93
782.0,0.93
783.0,0.93
784.0,0.93
785.0,0.931
786.0,0.931
787.0,0.931
788.0,0.932
789.0,0.932
790.0,0.932
791.0,0.932
792.0,0.933
793.0,0.933
794.0,0.933
795.0,0.933
796.0,0.934
797.0,0.934
798.0,0.935
799.0,0.935
800.0,0.935
801.0,0.935
802.0,0.935
803.0,0.935
804.0,0.934
805.0,0.932
809.0,0.935
813.0,0.937
817.0,0.937
821.0,0.936
825.0,0.936
829.0,0.939
833.0,0.94
837.0,0.941
841.0,0.94
845.0,0.941
849.0,0.94
853.0,0.94
857.0,0.941
861.0,0.94
865.0,0.939
869.0,0.94
873.0,0.942
877.0,0.943
881.0,0.943
885.0,0.941
889.0,0.939
893.0,0.938
897.0,0.937
901.0,0.937
905.0,0.939
909.0,0.94
913.0,0.94
917.0,0.94
921.0,0.94
925.0,0.938
929.0,0.938
933.0,0.937
937.0,0.932
941.0,0.927
945.0,0.921
949.0,0.918
953.0,0.914
957.0,0.908
961.0,0.9
965.0,0.893
969.0,0.891
973.0,0.897
977.0,0.906
981.0,0.913
985.0,0.915
989.0,0.914
993.0,0.912
997.0,0.907
1001.0,0.905
1005.0,0.904
1009.0,0.905
1013.0,0.908
1017.0,0.91
1021.0,0.913
1025.0,0.915
1029.0,0.916
1033.0,0.918
1037.0,0.922
1041.0,0.925
1045.0,0.928
1049.0,0.928
1053.0,0.931
1057.0,0.934
1061.0,0.934
1065.0,0.936
1069.0,0.937
1073.0,0.938
1077.0,0.938
1081.0,0.939
1085.0,0.939
1089.0,0.941
1093.0,0.941
1097.0,0.943
1101.0,0.944
1105.0,0.943
1109.0,0.943
1113.0,0.944
1117.0,0.942
1121.0,0.94
1125.0,0.938
1129.0,0.936
1133.0,0.936
1137.0,0.936
1141.0,0.935
1145.0,0.932
1149.0,0.93
1153.0,0.931
1157.0,0.931
1161.0,0.929
1165.0,0.927
1169.0,0.927
1173.0,0.926
1177.0,0.924
1181.0,0.924
1185.0,0.921
1189.0,0.918
1193.0,0.915
1197.0,0.912
1201.0,0.909
1205.0,0.905
1209.0,0.902
1213.0,0.898
1217.0,0.895
1221.0,0.891
1225.0,0.885
1229.0,0.88
1233.0,0.879
1237.0,0.877
1241.0,0.872
1245.0,0.866
1249.0,0.861
1253.0,0.858
1257.0,0.853
1261.0,0.847
1265.0,0.842
1269.0,0.839
1273.0,0.838
1277.0,0.84
1281.0,0.842
1285.0,0.843
1289.0,0.842
1293.0,0.841
1297.0,0.839
1301.0,0.835
1305.0,0.828
1309.0,0.821
1313.0,0.816
1317.0,0.811
1321.0,0.808
1325.0,0.805
1329.0,0.802
1333.0,0.798
1337.0,0.793
1341.0,0.789
1345.0,0.783
1349.0,0.779
1353.0,0.777
