Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:25:05.107013

Data ID,WWU_Sulf_38         
Sample ID,Mg_Sulf_08
Mineral Name,30% Kieserite-70% Epsomite
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
351.0,0.727831006
352.0,0.726383209
353.0,0.721867323
354.0,0.715133429
355.0,0.713698208
356.0,0.714056909
357.0,0.713730872
358.0,0.711795211
359.0,0.711014509
360.0,0.711623847
361.0,0.711737871
362.0,0.709108531
363.0,0.709571898
364.0,0.709611893
365.0,0.707832038
366.0,0.707401454
367.0,0.708357036
368.0,0.709361911
369.0,0.709235251
370.0,0.709394157
371.0,0.708137929
372.0,0.706570983
373.0,0.707652628
374.0,0.708619416
375.0,0.709216952
376.0,0.709556222
377.0,0.709568083
378.0,0.710003078
379.0,0.710776508
380.0,0.711663187
381.0,0.713708043
382.0,0.714367151
383.0,0.714200556
384.0,0.716861904
385.0,0.717993736
386.0,0.718883514
387.0,0.720732629
388.0,0.721403956
389.0,0.722104907
390.0,0.7233513
391.0,0.725122094
392.0,0.725922108
393.0,0.727402449
394.0,0.729478002
395.0,0.729392409
396.0,0.729955971
397.0,0.731292427
398.0,0.732765615
399.0,0.733697534
400.0,0.734303534
401.0,0.734768391
402.0,0.735311806
403.0,0.737019122
404.0,0.738863885
405.0,0.739939809
406.0,0.740050375
407.0,0.739914715
408.0,0.740255773
409.0,0.741346598
410.0,0.741466284
411.0,0.741307676
412.0,0.741535723
413.0,0.74258697
414.0,0.743035138
415.0,0.743192673
416.0,0.743501902
417.0,0.74379468
418.0,0.743954539
419.0,0.744088292
420.0,0.744401515
421.0,0.744964361
422.0,0.745359719
423.0,0.745506227
424.0,0.745839298
425.0,0.746469736
426.0,0.74695456
427.0,0.746925294
428.0,0.746902943
429.0,0.747148573
430.0,0.747609019
431.0,0.747993946
432.0,0.748262465
433.0,0.748188138
434.0,0.747890174
435.0,0.74834305
436.0,0.748633683
437.0,0.748830855
438.0,0.749297738
439.0,0.749372959
440.0,0.749430954
441.0,0.749686182
442.0,0.750038743
443.0,0.750226974
444.0,0.750475407
445.0,0.75092566
446.0,0.750910878
447.0,0.750723839
448.0,0.750674784
449.0,0.751015723
450.0,0.751198649
451.0,0.751357079
452.0,0.751596034
453.0,0.751696944
454.0,0.751806855
455.0,0.751914322
456.0,0.75195843
457.0,0.751989245
458.0,0.752031922
459.0,0.752107084
460.0,0.752234101
461.0,0.752189517
462.0,0.75218147
463.0,0.752390265
464.0,0.752471566
465.0,0.752503574
466.0,0.752535462
467.0,0.752585113
468.0,0.752586186
469.0,0.752595186
470.0,0.752632916
471.0,0.752604306
472.0,0.752512753
473.0,0.752464831
474.0,0.752568007
475.0,0.752641737
476.0,0.752658904
477.0,0.752658367
478.0,0.752743185
479.0,0.75271076
480.0,0.752763271
481.0,0.753000021
482.0,0.752744496
483.0,0.752696753
484.0,0.752858698
485.0,0.752739429
486.0,0.752681434
487.0,0.752713561
488.0,0.752796948
489.0,0.752857149
490.0,0.752905488
491.0,0.752866328
492.0,0.752687275
493.0,0.752654672
494.0,0.752739012
495.0,0.752831042
496.0,0.752758622
497.0,0.752815068
498.0,0.752848506
499.0,0.752705038
500.0,0.752652228
501.0,0.752642989
502.0,0.752623379
503.0,0.752539635
504.0,0.75235337
505.0,0.752275825
506.0,0.752383351
507.0,0.75239116
508.0,0.752284706
509.0,0.752216637
510.0,0.752356887
511.0,0.752432048
512.0,0.75242424
513.0,0.752367973
514.0,0.75233233
515.0,0.752315521
516.0,0.752299666
517.0,0.75227946
518.0,0.752317011
519.0,0.752426922
520.0,0.752492189
521.0,0.752330065
522.0,0.752364695
523.0,0.752460301
524.0,0.752460897
525.0,0.752373636
526.0,0.752347946
527.0,0.752412379
528.0,0.752497196
529.0,0.752272904
530.0,0.752159715
531.0,0.752277255
532.0,0.752243459
533.0,0.752226532
534.0,0.752243102
535.0,0.752259135
536.0,0.752180696
537.0,0.752176404
538.0,0.752215922
539.0,0.752113044
540.0,0.752100885
541.0,0.752087593
542.0,0.752003193
543.0,0.751974344
544.0,0.751952291
545.0,0.751957357
546.0,0.752012134
547.0,0.751904607
548.0,0.75184232
549.0,0.751866043
550.0,0.751703322
551.0,0.75167197
552.0,0.751688659
553.0,0.751597106
554.0,0.751453578
555.0,0.751438141
556.0,0.751529515
557.0,0.751532912
558.0,0.751616538
559.0,0.751770258
560.0,0.751930892
561.0,0.75200659
562.0,0.751899898
563.0,0.751658142
564.0,0.751415968
565.0,0.75125742
566.0,0.751177192
567.0,0.751201332
568.0,0.751436234
569.0,0.751730323
570.0,0.751896977
571.0,0.751794875
572.0,0.751510203
573.0,0.751213014
574.0,0.751074135
575.0,0.75124079
576.0,0.751451612
577.0,0.75168097
578.0,0.751923144
579.0,0.752126634
580.0,0.751944661
581.0,0.751427591
582.0,0.750883579
583.0,0.750569999
584.0,0.750679374
585.0,0.751157522
586.0,0.751595557
587.0,0.751991212
588.0,0.752318859
589.0,0.752571344
590.0,0.75278908
591.0,0.752815902
592.0,0.752591789
593.0,0.752166569
594.0,0.751801372
595.0,0.751344383
596.0,0.750712097
597.0,0.750214636
598.0,0.74990046
599.0,0.749786913
600.0,0.749875546
601.0,0.75030607
602.0,0.750811994
603.0,0.751196027
604.0,0.751439154
605.0,0.75137043
606.0,0.751106143
607.0,0.75083679
608.0,0.750608146
609.0,0.750424623
610.0,0.750276625
611.0,0.750142932
612.0,0.749996543
613.0,0.74991554
614.0,0.749923706
615.0,0.749870241
616.0,0.749750018
617.0,0.74967432
618.0,0.749749362
619.0,0.749576032
620.0,0.749402046
621.0,0.749370694
622.0,0.749397039
623.0,0.749311566
624.0,0.74915725
625.0,0.749038577
626.0,0.749014735
627.0,0.749036551
628.0,0.749039829
629.0,0.748960555
630.0,0.748869538
631.0,0.74879694
632.0,0.748741627
633.0,0.748642802
634.0,0.748612285
635.0,0.74857378
636.0,0.748427153
637.0,0.74844259
638.0,0.748383224
639.0,0.748215854
640.0,0.748184025
641.0,0.748157561
642.0,0.748073697
643.0,0.74793613
644.0,0.747909725
645.0,0.747894049
646.0,0.747821152
647.0,0.747666597
648.0,0.747606337
649.0,0.747579157
650.0,0.747524083
651.0,0.747430384
652.0,0.747396886
653.0,0.747342885
654.0,0.747183919
655.0,0.747090995
656.0,0.74709475
657.0,0.747107029
658.0,0.746957421
659.0,0.746842206
660.0,0.746777833
661.0,0.746735036
662.0,0.746650457
663.0,0.746644258
664.0,0.746636868
665.0,0.746491909
666.0,0.746289432
667.0,0.746246397
668.0,0.746317446
669.0,0.74614501
670.0,0.746133864
671.0,0.746141911
672.0,0.746014833
673.0,0.745973349
674.0,0.745941401
675.0,0.745878696
676.0,0.745778978
677.0,0.745739222
678.0,0.745733619
679.0,0.745712161
680.0,0.745608866
681.0,0.745583177
682.0,0.745595276
683.0,0.745558202
684.0,0.745440006
685.0,0.745432317
686.0,0.745509565
687.0,0.745481372
688.0,0.745306551
689.0,0.745231628
690.0,0.745354831
691.0,0.745417118
692.0,0.745418429
693.0,0.745388567
694.0,0.745365798
695.0,0.745320976
696.0,0.745254636
697.0,0.745197177
