Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:54:43.062863

Data ID,WWU_Sulf_84         
Sample ID,Mg_Sulf_MCZ_24
Mineral Name,70% Hexahydrite-30% Epsomite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
495.0,0.718937
527.0,0.718782
554.0,0.71955
600.0,0.719533
640.0,0.718705
676.0,0.718028
751.0,0.71635
805.0,0.718824
867.0,0.715037
908.0,0.704073
937.0,0.690062
975.0,0.637804
1012.0,0.645993
