Database of Origin, USGS Spectral Database
Sample Description, See USGS database for additional info
Date Added,2016-08-10 05:20:34.735648

Data ID,USGS_oli32          
Sample ID, olivine_ki4143.17134
Mineral Name, olivine
Material Class,Nesosilicate

Wavelength
258.6, 0.0790420
263.6, 0.0789590
268.6, 0.0791400
273.1, 0.0793690
277.1, 0.0787240
281.1, 0.0793240
285.1, 0.0795800
289.1, 0.0802240
293.1, 0.0799740
297.1, 0.0806430
301.1, 0.0797230
305.1, 0.0816890
309.1, 0.0805060
313.1, 0.0812240
317.1, 0.0813000
321.1, 0.0827670
325.1, 0.0831470
329.1, 0.0841320
333.1, 0.0854830
337.1, 0.0880550
341.1, 0.0900110
345.1, 0.0924610
349.1, 0.0967790
353.1, 0.0924420
357.1, 0.0975490
360.6, 0.101216
363.6, 0.107061
366.6, 0.113095
369.6, 0.117912
372.6, 0.124801
375.6, 0.130610
378.6, 0.137080
381.1, 0.143958
383.1, 0.148569
385.1, 0.152544
387.1, 0.156429
389.1, 0.162228
391.1, 0.165936
393.1, 0.169303
395.1, 0.173198
397.1, 0.176421
399.1, 0.179147
401.1, 0.180277
403.1, 0.181984
405.1, 0.185103
407.1, 0.190754
409.1, 0.193788
411.1, 0.202532
412.8, 0.205491
415.8, 0.209371
418.8, 0.213044
421.8, 0.216309
424.8, 0.219756
427.8, 0.221657
430.8, 0.223836
433.8, 0.227248
436.8, 0.231110
439.8, 0.233616
442.8, 0.236564
445.8, 0.237715
448.8, 0.237173
451.3, 0.236667
453.3, 0.236606
455.3, 0.238829
457.3, 0.240261
459.3, 0.242188
461.3, 0.243239
463.3, 0.248223
465.3, 0.248848
467.3, 0.251936
469.3, 0.252748
471.3, 0.255241
473.3, 0.257718
475.3, 0.261909
477.3, 0.265989
479.3, 0.271422
481.3, 0.273513
483.3, 0.275583
485.3, 0.276306
487.3, 0.277164
489.3, 0.279335
491.3, 0.280211
493.3, 0.280014
495.3, 0.280394
497.3, 0.282430
499.3, 0.284896
501.3, 0.289704
503.3, 0.293062
505.3, 0.296830
507.3, 0.302998
509.3, 0.306105
511.3, 0.309451
513.3, 0.312545
515.3, 0.316190
517.3, 0.317955
519.3, 0.321384
521.3, 0.322369
523.3, 0.324191
525.3, 0.326903
527.3, 0.328588
529.3, 0.329696
531.3, 0.333319
533.3, 0.336888
535.3, 0.338956
537.3, 0.342846
539.3, 0.344673
541.3, 0.349243
543.3, 0.351891
545.3, 0.353672
547.3, 0.356178
549.3, 0.358344
551.3, 0.360995
553.3, 0.363579
555.3, 0.364113
557.3, 0.367779
559.3, 0.367842
561.3, 0.370497
563.3, 0.370567
565.3, 0.371805
567.3, 0.372799
569.3, 0.373887
571.3, 0.376071
573.3, 0.375438
575.3, 0.377497
577.3, 0.379159
579.3, 0.377776
581.3, 0.380568
583.3, 0.379187
585.3, 0.381521
587.3, 0.381032
589.3, 0.381844
591.3, 0.383432
593.3, 0.382098
595.3, 0.385473
597.3, 0.382847
599.3, 0.384215
601.1, 0.383958
602.7, 0.384833
604.3, 0.384616
605.9, 0.384366
607.5, 0.385456
609.1, 0.385376
610.7, 0.384922
612.3, 0.385200
613.9, 0.385356
615.5, 0.385628
617.1, 0.385174
618.7, 0.386522
620.3, 0.388463
621.9, 0.387096
623.5, 0.389570
625.1, 0.389224
626.7, 0.387902
628.3, 0.389416
629.9, 0.391116
631.7, 0.391367
633.7, 0.391050
635.7, 0.392396
637.7, 0.395046
639.7, 0.395812
641.7, 0.396496
643.7, 0.398111
645.7, 0.401169
647.7, 0.402798
649.7, 0.400570
651.7, 0.402108
653.7, 0.405681
655.7, 0.404496
657.7, 0.403817
659.7, 0.408842
661.7, 0.409012
663.7, 0.407224
665.7, 0.412097
667.7, 0.408903
670.2, 0.408917
673.2, 0.410098
676.2, 0.408908
679.2, 0.407446
682.2, 0.408837
685.2, 0.407467
688.2, 0.406961
691.2, 0.409198
694.2, 0.403297
697.2, 0.405292
700.2, 0.403480
702.0, 0.405398
704.0, 0.404550
706.0, 0.402489
708.0, 0.401037
710.0, 0.399485
712.0, 0.398458
714.0, 0.397686
716.0, 0.398461
718.0, 0.395532
720.0, 0.394750
722.0, 0.395441
724.0, 0.393874
726.0, 0.393179
728.0, 0.390151
730.0, 0.388220
732.0, 0.388315
734.0, 0.385523
736.0, 0.383959
738.0, 0.384202
740.0, 0.382677
742.0, 0.379139
744.0, 0.380750
746.0, 0.377092
748.0, 0.374967
750.5, 0.374928
753.5, 0.373112
756.5, 0.371375
759.5, 0.362900
762.5, 0.364437
765.5, 0.363163
768.5, 0.360363
771.5, 0.359006
774.5, 0.351716
777.5, 0.352652
781.0, 0.347922
785.0, 0.342284
789.0, 0.338941
793.0, 0.335202
797.0, 0.331274
801.5, 0.327504
806.5, 0.320309
811.5, 0.317594
816.5, 0.312155
822.0, 0.303983
828.0, 0.304111
835.0, 0.297971
843.0, 0.291221
851.0, 0.275065
859.0, 0.271721
871.0, 0.264611
883.0, 0.256431
894.0, 0.255366
904.0, 0.251667
914.0, 0.245320
924.0, 0.244796
933.0, 0.237348
941.0, 0.235094
949.0, 0.229650
957.0, 0.230018
964.0, 0.228248
970.0, 0.221494
976.0, 0.221392
982.0, 0.216157
988.0, 0.216138
994.0, 0.212476
1000.0, 0.209477
1006.0, 0.205234
1012.0, 0.204051
1018.0, 0.201339
1023.5, 0.199888
1028.5, 0.200433
1033.5, 0.197535
1038.5, 0.197084
1043.5, 0.198438
1048.5, 0.196174
1053.5, 0.192728
1058.5, 0.189848
1063.5, 0.192366
1068.5, 0.190192
1073.5, 0.186856
1078.5, 0.191908
1083.5, 0.192551
1088.5, 0.190026
1093.5, 0.191635
1098.5, 0.190557
1103.5, 0.194457
1108.5, 0.198265
1113.5, 0.199265
1118.5, 0.197639
1123.5, 0.202531
1128.5, 0.202269
1133.5, 0.203526
1138.5, 0.203077
1143.5, 0.206439
1148.5, 0.207779
1153.5, 0.208118
1158.5, 0.211443
1163.5, 0.210798
1168.5, 0.212586
1173.5, 0.210721
1178.5, 0.214248
1183.5, 0.216724
1188.5, 0.214849
1193.5, 0.218144
1198.5, 0.218337
1203.5, 0.218779
1208.5, 0.220333
1213.5, 0.220141
1218.5, 0.222418
1223.5, 0.221052
1228.5, 0.223286
1233.5, 0.226042
1238.5, 0.221054
1243.5, 0.224470
1248.5, 0.226999
1253.5, 0.227458
1258.5, 0.225351
1263.5, 0.230213
1268.5, 0.224547
1273.5, 0.228976
1278.5, 0.230248
1283.5, 0.230053
1288.5, 0.231989
1293.5, 0.231173
1298.5, 0.232306
1303.5, 0.235721
1308.5, 0.237268
1313.5, 0.237440
1318.5, 0.239785
1323.5, 0.236103
1328.5, 0.240970
1333.5, 0.239693
1338.5, 0.244397
1343.5, 0.245779
1348.5, 0.248616
1353.5, 0.248079
1358.5, 0.252100
1363.5, 0.252230
1368.5, 0.255267
1373.5, 0.259126
1378.5, 0.261626
1383.5, 0.264436
1388.5, 0.266169
1393.5, 0.266479
1398.5, 0.272711
1403.5, 0.274495
1408.5, 0.276255
1413.5, 0.278966
1418.5, 0.283780
1423.5, 0.288853
1428.5, 0.290348
1433.5, 0.293655
1438.5, 0.297544
1443.5, 0.303347
1448.5, 0.305993
1453.5, 0.307554
1458.5, 0.311562
1463.5, 0.317581
1468.5, 0.320751
1473.5, 0.324266
1478.5, 0.327790
1483.5, 0.330419
1488.5, 0.334931
1493.5, 0.340592
1498.5, 0.342452
1503.5, 0.349158
1508.5, 0.350901
1513.5, 0.354064
1518.5, 0.358088
1523.5, 0.365072
1528.5, 0.367138
1534.0, 0.369802
1540.0, 0.377642
1546.0, 0.385393
1552.0, 0.383911
1558.0, 0.394711
1564.0, 0.398009
1570.5, 0.403227
1577.5, 0.408904
1584.5, 0.413765
1591.5, 0.422521
1598.5, 0.427449
1605.5, 0.430463
1612.5, 0.435000
1619.5, 0.441693
1626.5, 0.443484
1633.5, 0.448277
1640.5, 0.454924
1647.5, 0.461520
1654.5, 0.464495
1661.5, 0.468061
1668.5, 0.476370
1676.0, 0.475176
1684.0, 0.482599
1692.0, 0.486181
1700.0, 0.490708
1708.0, 0.494223
1716.0, 0.496069
1724.0, 0.502470
1732.0, 0.502566
1740.0, 0.509344
1748.0, 0.505639
1756.0, 0.514268
1764.0, 0.516270
1772.0, 0.523122
1780.0, 0.520032
1788.0, 0.523142
1796.0, 0.526960
1805.0, 0.525012
1815.0, 0.525097
1825.0, 0.533297
1835.0, 0.528945
1845.0, 0.529609
1855.0, 0.532755
1865.0, 0.538578
1875.0, 0.540198
1885.0, 0.538649
1895.0, 0.538694
1905.0, 0.536395
1915.0, 0.539755
1925.0, 0.543135
1935.0, 0.542731
1945.0, 0.540512
1955.0, 0.541813
1965.0, 0.546787
1975.0, 0.544305
1985.0, 0.547857
1995.0, 0.547889
2005.0, 0.546301
2015.0, 0.548028
2025.0, 0.549109
2035.0, 0.553265
2045.0, 0.552237
2055.0, 0.555523
2065.0, 0.552676
2075.0, 0.551425
2085.0, 0.555074
2095.0, 0.554970
2105.0, 0.560290
2115.0, 0.558580
2125.0, 0.560097
2135.0, 0.561313
2145.0, 0.563016
2155.0, 0.561822
2165.0, 0.559498
2175.0, 0.555477
2185.0, 0.557918
2195.0, 0.558407
2205.0, 0.552377
2215.0, 0.554640
2225.0, 0.555149
2235.0, 0.555848
2245.0, 0.549668
2255.0, 0.549951
2265.0, 0.549498
2275.0, 0.551749
2285.0, 0.547364
2295.0, 0.548960
2305.0, 0.550580
2315.0, 0.552182
2325.0, 0.556649
2335.0, 0.560596
2345.0, 0.561657
2355.0, 0.561381
2365.0, 0.560419
2375.0, 0.563670
2386.0, 0.562304
2400.0, 0.563528
2418.0, 0.560994
2440.0, 0.561672
2466.0, 0.561273
2496.0, 0.562369
2528.0, 0.562657
2560.0, 0.559034
2592.0, 0.557122
2624.0, 0.555494
2656.0, 0.547662
2688.0, 0.522919
