Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:15:59.251654

Data ID,WWU_Sulf_25         
Sample ID,Ca_Sulf_25
Mineral Name,60% Bassanite-40% Gypsum
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,Synthetic calcium sulfate

Wavelength
351.0,0.568913341
352.0,0.566210449
353.0,0.564213991
354.0,0.563016415
355.0,0.560302138
356.0,0.560810328
357.0,0.560100913
358.0,0.555809677
359.0,0.557958961
360.0,0.558591664
361.0,0.557317674
362.0,0.557768345
363.0,0.558533251
364.0,0.559088171
365.0,0.559069395
366.0,0.557971895
367.0,0.559616983
368.0,0.561266184
369.0,0.560012698
370.0,0.560017169
371.0,0.560521066
372.0,0.560484171
373.0,0.559091926
374.0,0.560414851
375.0,0.56194973
376.0,0.56175524
377.0,0.560790539
378.0,0.562459528
379.0,0.56505549
380.0,0.565537572
381.0,0.565140963
382.0,0.564709187
383.0,0.564962804
384.0,0.566410482
385.0,0.566490889
386.0,0.566753805
387.0,0.568116605
388.0,0.567393601
389.0,0.567576289
390.0,0.568726063
391.0,0.569564164
392.0,0.570173442
393.0,0.571309149
394.0,0.57243216
395.0,0.571204066
396.0,0.570994139
397.0,0.57180649
398.0,0.572792232
399.0,0.573473752
400.0,0.574190438
401.0,0.575080931
402.0,0.576058209
403.0,0.576066554
404.0,0.576374352
405.0,0.577421427
406.0,0.577513158
407.0,0.578136981
408.0,0.579125762
409.0,0.57978791
410.0,0.579680204
411.0,0.579836965
412.0,0.58058995
413.0,0.58150816
414.0,0.581439376
415.0,0.581258535
416.0,0.581810653
417.0,0.582925677
418.0,0.583385646
419.0,0.583524942
420.0,0.58429414
421.0,0.584790826
422.0,0.58537972
423.0,0.586128712
424.0,0.586502969
425.0,0.586971998
426.0,0.587539136
427.0,0.588076174
428.0,0.588444889
429.0,0.589007676
430.0,0.589701533
431.0,0.590140045
432.0,0.590504885
433.0,0.590895295
434.0,0.591371
435.0,0.59195751
436.0,0.592471838
437.0,0.59285593
438.0,0.593142211
439.0,0.593522847
440.0,0.593971908
441.0,0.594507337
442.0,0.595242023
443.0,0.595745385
444.0,0.596036136
445.0,0.596273065
446.0,0.596589208
447.0,0.59707284
448.0,0.597621083
449.0,0.598004401
450.0,0.598300934
451.0,0.598814011
452.0,0.59955281
453.0,0.599775791
454.0,0.600121856
455.0,0.600548208
456.0,0.600785613
457.0,0.601023495
458.0,0.601284921
459.0,0.601613641
460.0,0.602098048
461.0,0.602418125
462.0,0.602772713
463.0,0.603326142
464.0,0.603593588
465.0,0.60381192
466.0,0.60412246
467.0,0.604559541
468.0,0.60481596
469.0,0.605109751
470.0,0.605558813
471.0,0.605879605
472.0,0.60620594
473.0,0.606545269
474.0,0.606868029
475.0,0.607208192
476.0,0.607523024
477.0,0.607804596
478.0,0.608092487
479.0,0.60849607
480.0,0.608866394
481.0,0.609086156
482.0,0.609408557
483.0,0.609699309
484.0,0.609954178
485.0,0.610269785
486.0,0.610706866
487.0,0.611154497
488.0,0.611523032
489.0,0.611827612
490.0,0.612085938
491.0,0.612343311
492.0,0.612647891
493.0,0.612989902
494.0,0.613335073
495.0,0.613674939
496.0,0.614037991
497.0,0.614310265
498.0,0.614494622
499.0,0.614690661
500.0,0.61522615
501.0,0.615746439
502.0,0.616103888
503.0,0.616334915
504.0,0.61658138
505.0,0.616854012
506.0,0.617140114
507.0,0.617438555
508.0,0.617698789
509.0,0.618008316
510.0,0.618461728
511.0,0.618789673
512.0,0.619065881
513.0,0.619351089
514.0,0.619647622
515.0,0.619982183
516.0,0.620298445
517.0,0.620561004
518.0,0.620898843
519.0,0.621229529
520.0,0.621550858
521.0,0.621917069
522.0,0.62217927
523.0,0.622441947
524.0,0.622774661
525.0,0.623068154
526.0,0.623383045
527.0,0.623674631
528.0,0.623887956
529.0,0.624233067
530.0,0.624580383
531.0,0.624860048
532.0,0.625127554
533.0,0.625343144
534.0,0.625595689
535.0,0.625936568
536.0,0.626120865
537.0,0.626323819
538.0,0.626601458
539.0,0.626899362
540.0,0.627222836
541.0,0.627562463
542.0,0.62787807
543.0,0.628037691
544.0,0.628266156
545.0,0.628569722
546.0,0.628849804
547.0,0.629086316
548.0,0.629364252
549.0,0.629682302
550.0,0.629893482
551.0,0.630156577
552.0,0.630443573
553.0,0.630683005
554.0,0.630870461
555.0,0.631039381
556.0,0.63124311
557.0,0.63154161
558.0,0.631780982
559.0,0.632021248
560.0,0.63232398
561.0,0.632653356
562.0,0.632905483
563.0,0.633126676
564.0,0.633416116
565.0,0.633572519
566.0,0.633681476
567.0,0.633847296
568.0,0.634150743
569.0,0.634606838
570.0,0.635059655
571.0,0.635339081
572.0,0.635493398
573.0,0.635637939
574.0,0.635808825
575.0,0.635964692
576.0,0.636158943
577.0,0.636399746
578.0,0.636674464
579.0,0.636963606
580.0,0.637118995
581.0,0.63709861
582.0,0.636963785
583.0,0.637014627
584.0,0.637263119
585.0,0.637630999
586.0,0.637956381
587.0,0.638368905
588.0,0.638811231
589.0,0.639203489
590.0,0.639671147
591.0,0.639944434
592.0,0.639981747
593.0,0.639973938
594.0,0.640029311
595.0,0.64003551
596.0,0.639951706
597.0,0.640060663
598.0,0.640201151
599.0,0.640354037
600.0,0.640582383
601.0,0.641012192
602.0,0.64144963
603.0,0.641747117
604.0,0.641870856
605.0,0.641999066
606.0,0.64213407
607.0,0.642244279
608.0,0.64241904
609.0,0.64256376
610.0,0.642698526
611.0,0.642941475
612.0,0.643176794
613.0,0.643391728
614.0,0.643593609
615.0,0.643792808
616.0,0.643948078
617.0,0.644101143
618.0,0.644314945
619.0,0.644488513
620.0,0.644655585
621.0,0.644843817
622.0,0.645054936
623.0,0.64527899
624.0,0.645475626
625.0,0.645625174
626.0,0.645824254
627.0,0.645993292
628.0,0.646124482
629.0,0.646267772
630.0,0.646425843
631.0,0.646592557
632.0,0.646771789
633.0,0.647007644
634.0,0.647145987
635.0,0.647256494
636.0,0.647474408
637.0,0.647715867
638.0,0.647922218
639.0,0.648079813
640.0,0.648227036
641.0,0.648390949
642.0,0.648563147
643.0,0.648730874
644.0,0.648907006
645.0,0.649059594
646.0,0.649198472
647.0,0.649360836
648.0,0.649574101
649.0,0.649776518
650.0,0.649942279
651.0,0.650125146
652.0,0.65031302
653.0,0.650495589
654.0,0.650664806
655.0,0.650824487
656.0,0.650966167
657.0,0.651099622
658.0,0.651250362
659.0,0.651415288
660.0,0.651628375
661.0,0.651868224
662.0,0.65195936
663.0,0.652086318
664.0,0.652267992
665.0,0.652453125
666.0,0.652635753
667.0,0.652826488
668.0,0.653023601
669.0,0.653208852
670.0,0.653416872
671.0,0.653603375
672.0,0.65374428
673.0,0.653939247
674.0,0.654107869
675.0,0.654262424
676.0,0.654462695
677.0,0.654673517
678.0,0.654840529
679.0,0.654967248
680.0,0.655146718
681.0,0.65536654
682.0,0.655579567
683.0,0.655754983
684.0,0.655986488
685.0,0.65615958
686.0,0.656302571
687.0,0.65654099
688.0,0.656751394
689.0,0.656944036
690.0,0.657143772
691.0,0.657362223
692.0,0.657617092
693.0,0.657883883
694.0,0.658127904
695.0,0.658348322
696.0,0.658549309
697.0,0.658777833
698.0,0.659104824
699.0,0.659346223
700.0,0.659572303
701.0,0.659849167
702.0,0.660127759
703.0,0.660382867
704.0,0.660654545
705.0,0.660994232
706.0,0.661359966
707.0,0.661679983
708.0,0.661956966
709.0,0.662269354
710.0,0.662576318
711.0,0.66286993
712.0,0.663166821
713.0,0.663538456
714.0,0.663854718
715.0,0.664140463
716.0,0.664475858
717.0,0.664819002
718.0,0.665131927
719.0,0.665418684
720.0,0.665728807
721.0,0.666074216
722.0,0.666418254
723.0,0.666735709
724.0,0.667064428
725.0,0.667340279
726.0,0.667627275
727.0,0.668009102
728.0,0.668296516
729.0,0.668550849
730.0,0.668831348
731.0,0.669165909
732.0,0.669402063
733.0,0.669619501
734.0,0.669899642
735.0,0.670193195
736.0,0.670471191
737.0,0.670758128
738.0,0.671076953
739.0,0.671265185
740.0,0.671496987
741.0,0.671791971
742.0,0.671986341
743.0,0.672238886
744.0,0.672495961
745.0,0.672711551
746.0,0.67296505
747.0,0.673217297
748.0,0.673442483
749.0,0.673638701
750.0,0.673908055
751.0,0.674175382
752.0,0.674414039
753.0,0.674654722
754.0,0.674863935
755.0,0.675080419
756.0,0.675324738
757.0,0.675553858
758.0,0.675760925
759.0,0.675964653
760.0,0.676184952
761.0,0.676392496
762.0,0.676603258
763.0,0.676824629
764.0,0.677054286
765.0,0.677270651
766.0,0.677496552
767.0,0.677722991
768.0,0.677871287
769.0,0.678088963
770.0,0.678307772
771.0,0.678456008
772.0,0.678703606
773.0,0.678921342
774.0,0.679088593
775.0,0.67925936
776.0,0.679463267
777.0,0.679710627
778.0,0.679965913
779.0,0.680143833
780.0,0.680337906
781.0,0.68055135
782.0,0.680763006
783.0,0.680939317
784.0,0.681173563
785.0,0.681396902
786.0,0.681520879
787.0,0.681773841
788.0,0.681989133
789.0,0.682137907
790.0,0.682331204
791.0,0.682490647
792.0,0.682690859
793.0,0.682935238
794.0,0.683053732
795.0,0.683245897
796.0,0.683508754
797.0,0.683769405
798.0,0.683944762
799.0,0.684132695
800.0,0.684334695
801.0,0.684496105
802.0,0.684603095
803.0,0.684761763
804.0,0.685003877
805.0,0.685262084
806.0,0.685468495
807.0,0.685627043
808.0,0.685771406
809.0,0.685951889
810.0,0.686207533
811.0,0.686452866
812.0,0.686606228
813.0,0.686794043
814.0,0.686999261
815.0,0.687208295
816.0,0.687413573
817.0,0.687630415
818.0,0.687823176
819.0,0.688001215
820.0,0.688226759
821.0,0.688381433
822.0,0.688525259
823.0,0.68872714
824.0,0.688995421
825.0,0.689250588
826.0,0.689454675
827.0,0.689611912
828.0,0.689810157
829.0,0.69002986
830.0,0.690243721
831.0,0.690429986
832.0,0.690640688
833.0,0.690828681
834.0,0.69099468
835.0,0.691194832
836.0,0.691366792
837.0,0.691539288
838.0,0.691755414
839.0,0.692056298
840.0,0.692280769
841.0,0.692420602
842.0,0.692541897
843.0,0.692778707
844.0,0.693049014
845.0,0.693233669
846.0,0.6932742
847.0,0.693490982
848.0,0.693790555
849.0,0.694063246
850.0,0.694231033
851.0,0.694437206
852.0,0.694666505
853.0,0.694889665
854.0,0.695090473
855.0,0.695340216
856.0,0.695592701
857.0,0.695810556
858.0,0.696027815
859.0,0.696270406
860.0,0.696528673
861.0,0.696771622
862.0,0.696937025
863.0,0.697137058
864.0,0.697401285
865.0,0.697688878
866.0,0.697842836
867.0,0.698040128
868.0,0.69829613
869.0,0.698497713
870.0,0.69871527
871.0,0.698931515
872.0,0.699152112
873.0,0.699415624
874.0,0.699647009
875.0,0.699884236
876.0,0.70013696
877.0,0.700328946
878.0,0.700514913
879.0,0.700706899
880.0,0.700917482
881.0,0.701200962
882.0,0.701424062
883.0,0.701638997
884.0,0.701921344
885.0,0.702155888
886.0,0.702333987
887.0,0.70247066
888.0,0.702611685
889.0,0.702879488
890.0,0.70320034
891.0,0.703447402
892.0,0.703518867
893.0,0.703733861
894.0,0.703954995
895.0,0.704134405
896.0,0.704369426
897.0,0.70458138
898.0,0.704774678
899.0,0.704986453
900.0,0.705275118
901.0,0.705504656
902.0,0.705680966
903.0,0.705854475
904.0,0.706088781
905.0,0.706361711
906.0,0.706585944
907.0,0.706712842
908.0,0.706839979
909.0,0.70704627
910.0,0.70731318
911.0,0.707577884
912.0,0.707791448
913.0,0.707915664
914.0,0.708049178
915.0,0.708294213
916.0,0.708453834
917.0,0.708637059
918.0,0.708857477
919.0,0.709070325
920.0,0.709301412
921.0,0.709495962
922.0,0.709660888
923.0,0.709846556
924.0,0.710013747
925.0,0.710208654
926.0,0.71039778
927.0,0.710490584
928.0,0.710656881
929.0,0.710902035
930.0,0.711160719
931.0,0.71132195
932.0,0.711361825
933.0,0.711443305
934.0,0.711613476
935.0,0.711729407
936.0,0.711949229
937.0,0.712135136
938.0,0.712251544
939.0,0.712502897
940.0,0.712704003
941.0,0.712879717
942.0,0.713054836
943.0,0.713170171
944.0,0.713338852
945.0,0.713489771
946.0,0.71360451
947.0,0.71387136
948.0,0.714006066
949.0,0.714047849
950.0,0.714094996
951.0,0.714148402
952.0,0.714264333
953.0,0.714413106
954.0,0.714549959
955.0,0.714670837
956.0,0.714763582
957.0,0.714829803
958.0,0.714875162
959.0,0.714893579
960.0,0.714976132
961.0,0.715047836
962.0,0.715023577
963.0,0.714956403
964.0,0.71496737
965.0,0.715022027
966.0,0.715030968
967.0,0.714917958
968.0,0.714963198
969.0,0.715057373
970.0,0.715060055
971.0,0.715210617
972.0,0.715360045
973.0,0.715493977
974.0,0.715642691
975.0,0.715818763
976.0,0.715999722
977.0,0.716277301
978.0,0.716672003
979.0,0.71687758
980.0,0.717027366
981.0,0.717235625
982.0,0.717514813
983.0,0.717589319
984.0,0.717780232
985.0,0.718054891
986.0,0.718284845
987.0,0.718424499
988.0,0.718655884
989.0,0.718806565
990.0,0.718826354
991.0,0.719253302
992.0,0.719509244
993.0,0.719682872
994.0,0.71995151
995.0,0.720222712
996.0,0.720441639
997.0,0.720666111
998.0,0.720939517
999.0,0.721209228
1000.0,0.721529067
1001.0,0.720543921
1002.0,0.720705509
1003.0,0.720933259
1004.0,0.721180201
1005.0,0.721422672
1006.0,0.721691787
1007.0,0.722051203
1008.0,0.722314119
1009.0,0.722504437
1010.0,0.722759724
1011.0,0.723049521
1012.0,0.723283768
1013.0,0.723502576
1014.0,0.723744214
1015.0,0.723978043
1016.0,0.724155903
1017.0,0.724388301
1018.0,0.72469449
1019.0,0.724922597
1020.0,0.72511059
1021.0,0.725314021
1022.0,0.725496113
1023.0,0.725688636
1024.0,0.725903273
1025.0,0.726093233
1026.0,0.726272643
1027.0,0.726428509
1028.0,0.726621628
1029.0,0.726829648
1030.0,0.727009177
1031.0,0.727181315
1032.0,0.727380276
1033.0,0.727576435
1034.0,0.72776413
1035.0,0.728004038
1036.0,0.728194952
1037.0,0.72835964
1038.0,0.7284742
1039.0,0.72862047
1040.0,0.728756905
1041.0,0.728903651
1042.0,0.729056299
1043.0,0.729208589
1044.0,0.729365766
1045.0,0.729517996
1046.0,0.729665577
1047.0,0.729819953
1048.0,0.729986787
1049.0,0.730136931
1050.0,0.73028177
1051.0,0.73042345
1052.0,0.730568528
1053.0,0.730700731
1054.0,0.730842352
1055.0,0.730995357
1056.0,0.731143773
1057.0,0.731283665
1058.0,0.731432974
1059.0,0.731586397
1060.0,0.731745005
1061.0,0.731908143
1062.0,0.732073367
1063.0,0.732248783
1064.0,0.732451856
1065.0,0.732609868
1066.0,0.732765853
1067.0,0.732897997
1068.0,0.732951045
1069.0,0.733083725
1070.0,0.733244658
1071.0,0.733408749
1072.0,0.733591676
1073.0,0.733830094
1074.0,0.734009147
1075.0,0.734187126
1076.0,0.734319389
1077.0,0.734410346
1078.0,0.734518588
1079.0,0.734571278
1080.0,0.734686852
1081.0,0.734853029
1082.0,0.734993219
1083.0,0.735159099
1084.0,0.735301375
1085.0,0.735429823
1086.0,0.735539794
1087.0,0.735641539
1088.0,0.735727131
1089.0,0.735819519
1090.0,0.735896528
1091.0,0.735984862
1092.0,0.736095011
1093.0,0.73617661
1094.0,0.73625952
1095.0,0.736316502
1096.0,0.73634249
1097.0,0.736369908
1098.0,0.736388803
1099.0,0.736379743
1100.0,0.736407697
1101.0,0.736448944
