Database of Origin,Crowley et al 1991
2325.0,0.206
2329.0,0.205
2333.0,0.204
2337.0,0.202
2341.0,0.199
2345.0,0.196
2349.0,0.194
2353.0,0.191
2357.0,0.188
2361.0,0.184
2365.0,0.18
2369.0,0.176
2373.0,0.172
2377.0,0.168
2381.0,0.165
2385.0,0.162
2389.0,0.16
2393.0,0.156
2397.0,0.153
2401.0,0.15
2405.0,0.147
2409.0,0.144
2413.0,0.141
2417.0,0.139
2421.0,0.136
2425.0,0.134
2429.0,0.132
2433.0,0.131
2437.0,0.129
2441.0,0.126
2445.0,0.124
2449.0,0.121
2453.0,0.118
2457.0,0.115
2461.0,0.113
2465.0,0.111
2469.0,0.11
2473.0,0.109
2477.0,0.109
2481.0,0.107
2485.0,0.107
2489.0,0.107
2493.0,0.108
2497.0,0.11
2501.0,0.11
2505.0,0.11
