Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:54:43.034168

Data ID,WWU_Sulf_81         
Sample ID,Mg_Sulf_MCZ_21
Mineral Name,100% Hexahydrite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
495.0,0.738315
527.0,0.737774
554.0,0.738507
600.0,0.738466
640.0,0.737298
676.0,0.73636
751.0,0.734803
805.0,0.738741
867.0,0.737656
908.0,0.728842
937.0,0.715479
975.0,0.668044
1012.0,0.683005
