Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:54:42.925825

Data ID,WWU_Sulf_69         
Sample ID,Mg_Sulf_MCZ_09
Mineral Name,20% Kieserite-80% Epsomite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
495.0,0.735291
527.0,0.734842
554.0,0.734743
600.0,0.733968
640.0,0.73118
676.0,0.728701
751.0,0.726918
805.0,0.726803
867.0,0.724474
908.0,0.71719
937.0,0.707987
975.0,0.663438
1012.0,0.664419
