Database of Origin,CSIRO National Virtual Core Library
927.0,9.76E-02
928.0,9.76E-02
929.0,9.76E-02
930.0,9.75E-02
931.0,9.75E-02
932.0,9.74E-02
933.0,9.74E-02
934.0,9.75E-02
935.0,9.75E-02
936.0,9.75E-02
937.0,9.73E-02
938.0,9.74E-02
939.0,9.74E-02
940.0,9.74E-02
941.0,0.097456306
942.0,9.74E-02
943.0,9.73E-02
944.0,9.73E-02
945.0,9.73E-02
946.0,9.73E-02
947.0,9.73E-02
948.0,9.74E-02
949.0,9.73E-02
950.0,9.71E-02
951.0,9.71E-02
952.0,9.70E-02
953.0,9.70E-02
954.0,9.70E-02
955.0,9.70E-02
956.0,9.70E-02
957.0,9.70E-02
958.0,9.70E-02
959.0,9.70E-02
960.0,9.69E-02
961.0,9.68E-02
962.0,9.67E-02
963.0,9.67E-02
964.0,0.096798763
965.0,9.69E-02
966.0,9.69E-02
967.0,9.68E-02
968.0,9.66E-02
969.0,9.66E-02
970.0,9.66E-02
971.0,9.67E-02
972.0,9.66E-02
973.0,0.096355714
974.0,9.64E-02
975.0,9.64E-02
976.0,9.65E-02
977.0,9.63E-02
978.0,9.64E-02
979.0,9.64E-02
980.0,9.62E-02
981.0,9.62E-02
982.0,9.61E-02
983.0,9.60E-02
984.0,9.61E-02
985.0,9.60E-02
986.0,9.60E-02
987.0,9.61E-02
988.0,0.096153125
989.0,9.61E-02
990.0,9.60E-02
991.0,9.61E-02
992.0,0.096057229
993.0,0.095799409
994.0,9.56E-02
995.0,9.56E-02
996.0,9.56E-02
997.0,9.55E-02
998.0,9.54E-02
999.0,9.52E-02
1000.0,9.52E-02
1001.0,0.095131442
1002.0,9.51E-02
1003.0,9.50E-02
1004.0,9.50E-02
1005.0,0.094954215
1006.0,9.50E-02
1007.0,9.50E-02
1008.0,9.50E-02
1009.0,9.49E-02
1010.0,9.49E-02
1011.0,9.49E-02
1012.0,9.49E-02
1013.0,9.48E-02
1014.0,9.48E-02
1015.0,9.47E-02
1016.0,9.47E-02
1017.0,9.47E-02
1018.0,9.46E-02
1019.0,9.46E-02
1020.0,9.46E-02
1021.0,0.094615176
1022.0,9.46E-02
1023.0,9.46E-02
1024.0,9.46E-02
1025.0,0.094590537
1026.0,9.45E-02
1027.0,9.45E-02
1028.0,9.44E-02
1029.0,9.44E-02
1030.0,9.45E-02
1031.0,9.45E-02
1032.0,9.45E-02
1033.0,9.46E-02
1034.0,9.47E-02
1035.0,9.47E-02
1036.0,9.46E-02
1037.0,9.47E-02
1038.0,9.48E-02
1039.0,9.48E-02
1040.0,9.47E-02
1041.0,9.47E-02
1042.0,9.48E-02
1043.0,9.49E-02
1044.0,9.49E-02
1045.0,9.49E-02
1046.0,9.50E-02
1047.0,9.51E-02
1048.0,9.52E-02
1049.0,9.52E-02
1050.0,9.52E-02
1051.0,9.52E-02
1052.0,0.09517695
1053.0,9.52E-02
1054.0,9.52E-02
1055.0,9.52E-02
1056.0,9.54E-02
1057.0,9.55E-02
1058.0,0.095695972
1059.0,9.59E-02
1060.0,0.096011683
1061.0,9.61E-02
1062.0,9.62E-02
1063.0,9.64E-02
1064.0,9.64E-02
1065.0,9.65E-02
1066.0,9.67E-02
1067.0,0.096893348
1068.0,9.70E-02
1069.0,9.72E-02
1070.0,9.74E-02
1071.0,9.74E-02
1072.0,9.75E-02
1073.0,9.76E-02
1074.0,9.78E-02
1075.0,9.80E-02
1076.0,9.82E-02
1077.0,9.83E-02
1078.0,9.84E-02
1079.0,9.86E-02
1080.0,9.89E-02
1081.0,9.90E-02
1082.0,9.91E-02
1083.0,9.93E-02
1084.0,9.95E-02
1085.0,9.97E-02
1086.0,9.99E-02
1087.0,0.100141577
1088.0,0.100361258
1089.0,0.100597985
1090.0,0.100807823
1091.0,0.100983195
1092.0,0.101190381
1093.0,0.101400435
1094.0,0.101524428
1095.0,0.101698421
1096.0,0.102038294
1097.0,0.102369897
1098.0,0.102590851
1099.0,0.102782831
1100.0,0.103043988
1101.0,0.103334077
1102.0,0.103564531
1103.0,0.103763752
1104.0,0.103998594
1105.0,0.104296818
1106.0,0.104600534
1107.0,0.104974888
1108.0,0.10537003
1109.0,0.105623573
1110.0,0.105821088
1111.0,0.10607788
1112.0,0.106354199
1113.0,0.106679313
1114.0,0.107050195
1115.0,0.107401624
1116.0,0.107770927
1117.0,0.108135469
1118.0,0.108401008
1119.0,0.108654805
1120.0,0.109002031
1121.0,0.109369889
1122.0,0.109725595
1123.0,0.1100666
1124.0,0.110420182
1125.0,0.110769726
1126.0,0.111005791
1127.0,0.11122103
1128.0,0.111552626
1129.0,0.11188864
1130.0,0.112200983
1131.0,0.112572521
1132.0,0.112933911
1133.0,0.113284193
1134.0,0.113653101
1135.0,0.113999322
1136.0,0.114332199
1137.0,0.114619397
1138.0,0.114892945
1139.0,0.115168668
1140.0,0.115453236
1141.0,0.115786158
1142.0,0.116107948
1143.0,0.116434872
1144.0,0.116765447
1145.0,0.116925947
1146.0,0.117013477
1147.0,0.117282122
1148.0,0.117695972
1149.0,0.118049137
1150.0,0.118312493
1151.0,0.118590578
1152.0,0.118898898
1153.0,0.119189076
1154.0,0.119439103
1155.0,0.119687259
1156.0,0.119943894
1157.0,0.120194793
1158.0,0.120456629
1159.0,0.120719038
1160.0,0.120993689
1161.0,0.121258304
1162.0,0.1214661
1163.0,0.121653058
1164.0,0.121878147
1165.0,0.122124679
1166.0,0.122386582
1167.0,0.122668438
1168.0,0.1229247
1169.0,0.123153359
1170.0,0.123381384
1171.0,0.123583995
1172.0,0.12378975
1173.0,0.124045387
1174.0,0.124296427
1175.0,0.124509282
1176.0,0.124718487
1177.0,0.124928519
1178.0,0.125137359
1179.0,0.125349507
1180.0,0.125561282
1181.0,0.125774309
1182.0,0.125984609
1183.0,0.126214609
1184.0,0.126455098
1185.0,0.126678601
1186.0,0.126888543
1187.0,0.127088994
1188.0,0.127273515
1189.0,0.12746875
1190.0,0.127697021
1191.0,0.127929553
1192.0,0.128187269
1193.0,0.128437921
1194.0,0.128618062
1195.0,0.128796622
1196.0,0.128997907
1197.0,0.129199132
1198.0,0.1294052
1199.0,0.129610822
1200.0,0.129836723
1201.0,0.130068734
1202.0,0.130334005
1203.0,0.130617589
1204.0,0.130880222
1205.0,0.131124079
1206.0,0.13136214
1207.0,0.131594792
1208.0,0.131831005
1209.0,0.132070765
1210.0,0.132309988
1211.0,0.132553875
1212.0,0.132794484
1213.0,0.133025616
1214.0,0.133256122
1215.0,0.13347812
1216.0,0.133699253
1217.0,0.133949071
1218.0,0.134200841
1219.0,0.134461969
1220.0,0.134724811
1221.0,0.134969905
1222.0,0.135208562
1223.0,0.135404915
1224.0,0.135573804
1225.0,0.135793775
1226.0,0.136058792
1227.0,0.136302382
1228.0,0.136519223
1229.0,0.136743516
1230.0,0.136971787
1231.0,0.137196213
1232.0,0.137443185
1233.0,0.137690932
1234.0,0.137892947
1235.0,0.138096184
1236.0,0.138312221
1237.0,0.138527572
1238.0,0.138735786
1239.0,0.138949364
1240.0,0.139162496
1241.0,0.139374554
1242.0,0.139562294
1243.0,0.13973698
1244.0,0.139934614
1245.0,0.140152916
1246.0,0.140359476
1247.0,0.140552938
1248.0,0.140773296
1249.0,0.14102684
1250.0,0.141276315
1251.0,0.141511783
1252.0,0.141752437
1253.0,0.142000839
1254.0,0.142238975
1255.0,0.142460629
1256.0,0.142692387
1257.0,0.142983913
1258.0,0.143267453
1259.0,0.143439159
1260.0,0.143610105
1261.0,0.143853739
1262.0,0.144098103
1263.0,0.144334614
1264.0,0.144563943
1265.0,0.144773036
1266.0,0.144989595
1267.0,0.145199105
1268.0,0.145391509
1269.0,0.145584062
1270.0,0.145782292
1271.0,0.146002024
1272.0,0.146238729
1273.0,0.146463573
1274.0,0.146685198
1275.0,0.146914199
1276.0,0.147156179
1277.0,0.147393271
1278.0,0.147617206
1279.0,0.147851765
1280.0,0.148142815
1281.0,0.148429111
1282.0,0.148670524
1283.0,0.148913041
1284.0,0.149151698
1285.0,0.149386585
1286.0,0.14960435
1287.0,0.149813905
1288.0,0.150056303
1289.0,0.150308102
1290.0,0.150565654
1291.0,0.150843427
1292.0,0.151089847
1293.0,0.15130052
1294.0,0.151538551
1295.0,0.151799753
1296.0,0.152046099
1297.0,0.152295992
1298.0,0.152544618
1299.0,0.152766377
1300.0,0.153009221
1301.0,0.15330413
1302.0,0.153592974
1303.0,0.153870106
1304.0,0.154144183
1305.0,0.154395938
1306.0,0.154647306
1307.0,0.154897183
1308.0,0.155149087
1309.0,0.155448958
1310.0,0.155754179
1311.0,0.156011865
1312.0,0.156259879
1313.0,0.156511545
1314.0,0.156757846
1315.0,0.15700534
1316.0,0.15726465
1317.0,0.157507583
1318.0,0.157733351
1319.0,0.157961607
1320.0,0.158195838
1321.0,0.158413813
1322.0,0.158621699
1323.0,0.158883497
1324.0,0.159197643
1325.0,0.159473613
1326.0,0.159685567
1327.0,0.159920692
1328.0,0.160259873
1329.0,0.160586849
1330.0,0.160847351
1331.0,0.161112785
1332.0,0.161423981
1333.0,0.161734238
1334.0,0.162011862
1335.0,0.162287578
1336.0,0.162602946
1337.0,0.162919939
1338.0,0.163210481
1339.0,0.163493544
1340.0,0.163769722
1341.0,0.164037094
1342.0,0.164308682
1343.0,0.164606959
1344.0,0.164900884
1345.0,0.165179431
1346.0,0.165477887
1347.0,0.16578123
1348.0,0.166030988
1349.0,0.166233823
1350.0,0.166458666
1351.0,0.166706577
1352.0,0.16695264
1353.0,0.167205185
1354.0,0.16744405
1355.0,0.167629093
1356.0,0.167820543
1357.0,0.16804041
1358.0,0.168254226
1359.0,0.168452322
1360.0,0.168656215
1361.0,0.168855533
1362.0,0.169035673
1363.0,0.169095322
1364.0,0.169155583
1365.0,0.169332311
1366.0,0.16951713
1367.0,0.169617906
1368.0,0.169698954
1369.0,0.169716835
1370.0,0.169726059
1371.0,0.169785574
1372.0,0.169847608
1373.0,0.169854745
1374.0,0.169856444
1375.0,0.169896916
1376.0,0.169945046
1377.0,0.169971719
1378.0,0.169978976
1379.0,0.169858158
1380.0,0.169575319
1381.0,0.169050395
1382.0,0.168152526
1383.0,0.167047366
1384.0,0.165533707
1385.0,0.163854778
1386.0,0.161743343
1387.0,0.159579113
1388.0,0.157221422
1389.0,0.154922619
1390.0,0.152770191
1391.0,0.150757313
1392.0,0.149659634
1393.0,0.148664549
1394.0,0.14847672
1395.0,0.148398638
1396.0,0.149065763
1397.0,0.14981328
1398.0,0.151465744
1399.0,0.153207183
1400.0,0.155174449
1401.0,0.157161966
1402.0,0.159024298
1403.0,0.160820797
1404.0,0.162440285
1405.0,0.163992822
1406.0,0.165455326
1407.0,0.166882247
1408.0,0.168077901
1409.0,0.169126511
1410.0,0.170058832
1411.0,0.170913503
1412.0,0.171674162
1413.0,0.17236191
1414.0,0.172997013
1415.0,0.173578665
1416.0,0.174152106
1417.0,0.174711421
1418.0,0.175234467
1419.0,0.175691992
1420.0,0.176134229
1421.0,0.176575035
1422.0,0.177006885
1423.0,0.177401975
1424.0,0.177782327
1425.0,0.178128049
1426.0,0.178480044
1427.0,0.178842202
1428.0,0.179196745
1429.0,0.17950666
1430.0,0.179807439
1431.0,0.180089295
1432.0,0.180376813
1433.0,0.180647075
1434.0,0.180910125
1435.0,0.181174725
1436.0,0.181444153
1437.0,0.181703374
1438.0,0.181959286
1439.0,0.182211027
1440.0,0.182461619
1441.0,0.182761014
1442.0,0.183069974
1443.0,0.183310032
1444.0,0.183535337
1445.0,0.183792248
1446.0,0.18405582
1447.0,0.184309602
1448.0,0.184565231
1449.0,0.184795678
1450.0,0.185010627
1451.0,0.185266837
1452.0,0.185539618
1453.0,0.185797289
1454.0,0.18605651
1455.0,0.186338708
1456.0,0.186637491
1457.0,0.186921909
1458.0,0.187192276
1459.0,0.187482208
1460.0,0.187786356
1461.0,0.188051596
1462.0,0.188269928
1463.0,0.188509017
1464.0,0.188784972
1465.0,0.189067289
1466.0,0.189353466
1467.0,0.189623803
1468.0,0.189865768
1469.0,0.190123916
1470.0,0.190405861
1471.0,0.190684542
1472.0,0.190975934
1473.0,0.191257223
1474.0,0.191487893
1475.0,0.191725612
1476.0,0.191991851
1477.0,0.192258075
1478.0,0.192519426
1479.0,0.192780554
1480.0,0.19304958
1481.0,0.193314224
1482.0,0.193548337
1483.0,0.193786711
1484.0,0.194013178
1485.0,0.194237933
1486.0,0.194471255
1487.0,0.194707081
1488.0,0.194978818
1489.0,0.195250407
1490.0,0.195474744
1491.0,0.195698857
1492.0,0.195923686
1493.0,0.19614853
1494.0,0.196361601
1495.0,0.196572945
1496.0,0.196813345
1497.0,0.197057799
1498.0,0.197313473
1499.0,0.197573707
1500.0,0.197829306
1501.0,0.198084131
1502.0,0.198333651
1503.0,0.198581368
1504.0,0.198846474
1505.0,0.199118093
1506.0,0.199377343
1507.0,0.199631855
1508.0,0.199914172
1509.0,0.200209156
1510.0,0.200478926
1511.0,0.200737044
1512.0,0.201010495
1513.0,0.201292649
1514.0,0.20155853
1515.0,0.201813549
1516.0,0.202051312
1517.0,0.202277467
1518.0,0.202511013
1519.0,0.20274964
1520.0,0.202987745
1521.0,0.203225628
1522.0,0.203468159
1523.0,0.20371519
1524.0,0.203954473
1525.0,0.204185843
1526.0,0.204430267
1527.0,0.204689234
1528.0,0.204912916
1529.0,0.205093697
1530.0,0.205298588
1531.0,0.205535516
1532.0,0.205762446
1533.0,0.205975398
1534.0,0.206192508
1535.0,0.20641312
1536.0,0.206651822
1537.0,0.20692265
1538.0,0.20720081
1539.0,0.207490101
1540.0,0.207759023
1541.0,0.207990229
1542.0,0.208221048
1543.0,0.208450094
1544.0,0.208696172
1545.0,0.208978415
1546.0,0.209261343
1547.0,0.209548116
1548.0,0.209825024
1549.0,0.210069731
1550.0,0.210313499
1551.0,0.210558102
1552.0,0.210818946
1553.0,0.211118713
1554.0,0.211408809
1555.0,0.211680412
1556.0,0.211955875
1557.0,0.21223639
1558.0,0.212512761
1559.0,0.21276851
1560.0,0.213030189
1561.0,0.213317499
1562.0,0.213597924
1563.0,0.213843092
1564.0,0.214076579
1565.0,0.214281589
1566.0,0.214493528
1567.0,0.214712664
1568.0,0.214949653
1569.0,0.215252161
1570.0,0.215541154
1571.0,0.215782672
1572.0,0.216017768
1573.0,0.216219604
1574.0,0.216424391
1575.0,0.216650009
1576.0,0.216888174
1577.0,0.217157826
1578.0,0.217411086
1579.0,0.217592582
1580.0,0.217782661
1581.0,0.218016922
1582.0,0.218250811
1583.0,0.218483418
1584.0,0.218725458
1585.0,0.218995541
1586.0,0.219254613
1587.0,0.219462901
1588.0,0.21967794
1589.0,0.219925538
1590.0,0.220169783
1591.0,0.22039783
1592.0,0.220629871
1593.0,0.220854506
1594.0,0.221077949
1595.0,0.221301407
1596.0,0.221519068
1597.0,0.221712977
1598.0,0.221909747
1599.0,0.222125232
1600.0,0.222336978
1601.0,0.222506881
1602.0,0.222678021
1603.0,0.22286734
1604.0,0.223069832
1605.0,0.223297119
1606.0,0.223513186
1607.0,0.223724142
1608.0,0.223943576
1609.0,0.224147022
1610.0,0.224349171
1611.0,0.224577963
1612.0,0.224799693
1613.0,0.224992722
1614.0,0.225185484
1615.0,0.225353837
1616.0,0.225535095
1617.0,0.225783005
1618.0,0.226018474
1619.0,0.226172313
1620.0,0.226327389
1621.0,0.226531535
1622.0,0.226731345
1623.0,0.226898879
1624.0,0.227090731
1625.0,0.227336302
1626.0,0.227556229
1627.0,0.22770597
1628.0,0.227873787
1629.0,0.228092462
1630.0,0.228309467
1631.0,0.228519037
1632.0,0.228728548
1633.0,0.22894381
1634.0,0.229160294
1635.0,0.229367509
1636.0,0.229570389
1637.0,0.229779258
1638.0,0.229979962
1639.0,0.230153412
1640.0,0.230324194
1641.0,0.230486438
1642.0,0.230681062
1643.0,0.230940476
1644.0,0.231151015
1645.0,0.231297985
1646.0,0.231472537
1647.0,0.231653303
1648.0,0.231872097
1649.0,0.23213926
1650.0,0.232372776
1651.0,0.232580021
1652.0,0.23275882
1653.0,0.232910424
1654.0,0.233068034
1655.0,0.233228579
1656.0,0.233418465
1657.0,0.233634293
1658.0,0.233838215
1659.0,0.234026209
1660.0,0.234173968
1661.0,0.234296918
1662.0,0.234475434
1663.0,0.234690905
1664.0,0.234861806
1665.0,0.23500286
1666.0,0.235204831
1667.0,0.235455751
1668.0,0.235624477
1669.0,0.235735953
1670.0,0.235943705
1671.0,0.236201689
1672.0,0.236402422
1673.0,0.236589342
1674.0,0.236763433
1675.0,0.236905187
1676.0,0.23706153
1677.0,0.23725158
1678.0,0.237414643
1679.0,0.23756218
1680.0,0.237726822
1681.0,0.237883195
1682.0,0.238066912
1683.0,0.2382624
1684.0,0.238395214
1685.0,0.238518879
1686.0,0.238645107
1687.0,0.238779396
1688.0,0.238941133
1689.0,0.239090756
1690.0,0.239255771
1691.0,0.239430875
1692.0,0.239531085
1693.0,0.23962076
1694.0,0.239702731
1695.0,0.239791006
1696.0,0.239930525
1697.0,0.240067929
1698.0,0.24021624
1699.0,0.240380332
1700.0,0.240551457
1701.0,0.240689054
1702.0,0.240746185
1703.0,0.240824103
1704.0,0.240996256
1705.0,0.241183862
1706.0,0.241315588
1707.0,0.241422534
1708.0,0.241539359
1709.0,0.241657302
1710.0,0.241729185
1711.0,0.24178417
1712.0,0.241834044
1713.0,0.241901308
1714.0,0.242007151
1715.0,0.24207224
1716.0,0.24207747
1717.0,0.242111161
1718.0,0.242156819
1719.0,0.242209345
1720.0,0.242292106
1721.0,0.242388472
1722.0,0.242476493
1723.0,0.242517009
1724.0,0.242553875
1725.0,0.242599666
1726.0,0.242635697
1727.0,0.242736548
1728.0,0.242852837
1729.0,0.242885128
1730.0,0.242914811
1731.0,0.242947474
1732.0,0.242958114
1733.0,0.242981285
1734.0,0.243004158
1735.0,0.242995217
1736.0,0.242995322
1737.0,0.243016928
1738.0,0.243034452
1739.0,0.243038297
1740.0,0.243039504
1741.0,0.24306868
1742.0,0.243097544
1743.0,0.24311237
1744.0,0.243131667
1745.0,0.24315308
1746.0,0.243171602
1747.0,0.24313055
1748.0,0.243101552
1749.0,0.24317874
1750.0,0.243233174
1751.0,0.243256494
1752.0,0.243316293
1753.0,0.243371278
1754.0,0.243371621
1755.0,0.243328065
1756.0,0.24332647
1757.0,0.243370071
1758.0,0.243382126
1759.0,0.243365616
1760.0,0.243359908
1761.0,0.243353561
1762.0,0.243340954
1763.0,0.243326753
1764.0,0.243236944
1765.0,0.243109092
1766.0,0.243077889
1767.0,0.243094534
1768.0,0.243107498
1769.0,0.243108824
1770.0,0.243065879
1771.0,0.243266806
1772.0,0.243248969
1773.0,0.243255973
1774.0,0.242996618
1775.0,0.242686257
1776.0,0.242741406
1777.0,0.24279654
1778.0,0.242923826
1779.0,0.243159622
1780.0,0.243279263
1781.0,0.243129402
1782.0,0.242897153
1783.0,0.242683634
1784.0,0.242441446
1785.0,0.242295712
1786.0,0.242293492
1787.0,0.242300257
1788.0,0.242247388
1789.0,0.242242679
1790.0,0.242344365
1791.0,0.242411897
1792.0,0.242330611
1793.0,0.242316157
1794.0,0.242256939
1795.0,0.242205828
1796.0,0.242275611
1797.0,0.242323026
1798.0,0.242236719
1799.0,0.242097303
1800.0,0.242010236
1801.0,0.241966367
1802.0,0.241978303
1803.0,0.241879478
1804.0,0.241777912
1805.0,0.241804004
1806.0,0.24179706
1807.0,0.241628885
1808.0,0.241407081
1809.0,0.241260871
1810.0,0.241235003
1811.0,0.241352171
1812.0,0.241404191
1813.0,0.241345838
1814.0,0.241188616
1815.0,0.240988702
1816.0,0.24068372
1817.0,0.240378648
1818.0,0.240213558
1819.0,0.240076557
1820.0,0.240021303
1821.0,0.239972204
1822.0,0.239874184
1823.0,0.239768252
1824.0,0.239603058
1825.0,0.23927106
1826.0,0.238940477
1827.0,0.238850012
1828.0,0.238845885
1829.0,0.238829866
1830.0,0.2387283
1831.0,0.238583565
1832.0,0.238495171
1833.0,0.238376945
1834.0,0.238044322
1835.0,0.237706348
1836.0,0.237475947
1837.0,0.23725462
1838.0,0.237010628
1839.0,0.23676753
1840.0,0.236563802
1841.0,0.236400723
1842.0,0.236249477
1843.0,0.236083373
1844.0,0.235883892
1845.0,0.235584125
1846.0,0.235310212
1847.0,0.235095307
1848.0,0.234877959
1849.0,0.234713808
1850.0,0.234566346
1851.0,0.234408766
1852.0,0.234165668
1853.0,0.233907461
1854.0,0.233692169
1855.0,0.233488142
1856.0,0.233345494
1857.0,0.233204052
1858.0,0.233051792
1859.0,0.232871562
1860.0,0.232671842
1861.0,0.232512593
1862.0,0.23240754
1863.0,0.232403502
1864.0,0.232397512
1865.0,0.232167542
1866.0,0.231927544
1867.0,0.231823102
1868.0,0.231783107
1869.0,0.231596857
1870.0,0.231268182
1871.0,0.231006622
1872.0,0.230871752
1873.0,0.230725124
1874.0,0.23041594
1875.0,0.230110154
1876.0,0.229914352
1877.0,0.229752108
1878.0,0.229682192
1879.0,0.229667649
1880.0,0.229551181
1881.0,0.229276463
1882.0,0.229037881
1883.0,0.228960574
1884.0,0.22888349
1885.0,0.228732347
1886.0,0.228578404
1887.0,0.228355154
1888.0,0.228106037
1889.0,0.227963775
1890.0,0.227916256
1891.0,0.227846116
1892.0,0.227725476
1893.0,0.227607042
1894.0,0.227497056
1895.0,0.227386653
1896.0,0.227173716
1897.0,0.226941913
1898.0,0.226773441
1899.0,0.226658717
1900.0,0.226579368
1901.0,0.226534948
1902.0,0.226448268
1903.0,0.226206779
1904.0,0.225976303
1905.0,0.22590147
1906.0,0.225828782
1907.0,0.225645512
1908.0,0.225443184
1909.0,0.225266442
1910.0,0.225093782
1911.0,0.224917457
1912.0,0.224753633
1913.0,0.224560812
1914.0,0.22427851
1915.0,0.22400789
1916.0,0.223729044
1917.0,0.223443046
1918.0,0.223127544
1919.0,0.222823724
1920.0,0.222551718
1921.0,0.222304493
1922.0,0.222102985
1923.0,0.22199063
1924.0,0.22188051
1925.0,0.221737102
1926.0,0.221572965
1927.0,0.221244201
1928.0,0.220907703
1929.0,0.220771849
1930.0,0.220669642
1931.0,0.220454916
1932.0,0.220143273
1933.0,0.219912753
1934.0,0.219800845
1935.0,0.219619259
1936.0,0.219249815
1937.0,0.218881771
1938.0,0.218522951
1939.0,0.218164265
1940.0,0.217829466
1941.0,0.217524126
1942.0,0.217411384
1943.0,0.217340872
1944.0,0.217180058
1945.0,0.217010647
1946.0,0.216859311
1947.0,0.21667394
1948.0,0.216485247
1949.0,0.216226786
1950.0,0.215950444
1951.0,0.215574011
1952.0,0.215195328
1953.0,0.214965895
1954.0,0.214757815
1955.0,0.214504689
1956.0,0.214253038
1957.0,0.213950798
1958.0,0.213609174
1959.0,0.213370442
1960.0,0.213335454
