Database of Origin,Western Washington University
Sample Description,"Magnesium sulfates dust contaminated mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 18:57:08.623235

Data ID,WWU_Sulf_157        
Sample ID,Mg_Dust_MCZ_01
Mineral Name,Kieserite + 5% Mars JSC-1A MCZ
Locality,Synthetic
Grain Size,500-1000um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,Synthetic magnesium sulfate

Wavelength
495.0,0.626993
527.0,0.63494
554.0,0.64159
600.0,0.654602
640.0,0.662768
676.0,0.671813
751.0,0.69127
805.0,0.697892
867.0,0.702655
908.0,0.705497
937.0,0.706788
975.0,0.707095
1012.0,0.708935
