Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 07:12:54.751984

Data ID,WWU_Sulf_115        
Sample ID,Mg_Sulf_MCZ_25
Mineral Name,60% Bassanite-40% Gypsum MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic calcium sulfate

Wavelength
495.0,0.613624
527.0,0.625499
554.0,0.630058
600.0,0.641012
640.0,0.647366
676.0,0.65444
751.0,0.673956
805.0,0.684836
867.0,0.697865
908.0,0.706488
937.0,0.711478
975.0,0.716512
1012.0,0.723569
