Database of Origin,Crowley et al 1991
1205.0,0.538
1209.0,0.538
1213.0,0.54
1217.0,0.542
1221.0,0.542
1225.0,0.543
1229.0,0.545
1233.0,0.545
1237.0,0.546
1241.0,0.548
1245.0,0.547
1249.0,0.549
1253.0,0.548
1257.0,0.551
1261.0,0.551
1265.0,0.548
1269.0,0.548
1273.0,0.549
1277.0,0.552
1281.0,0.552
1285.0,0.549
1289.0,0.551
1293.0,0.549
1297.0,0.547
1301.0,0.547
1305.0,0.545
1309.0,0.541
1313.0,0.538
1317.0,0.536
1321.0,0.534
1325.0,0.527
1329.0,0.525
1333.0,0.521
1337.0,0.515
1341.0,0.512
1345.0,0.505
1349.0,0.503
1353.0,0.501
1357.0,0.497
1361.0,0.496
1365.0,0.486
1369.0,0.484
1373.0,0.476
1377.0,0.465
1381.0,0.451
1385.0,0.433
1389.0,0.416
1393.0,0.394
1397.0,0.374
1401.0,0.354
1405.0,0.335
1409.0,0.317
1413.0,0.306
1417.0,0.294
1421.0,0.287
1425.0,0.281
1429.0,0.277
1433.0,0.272
1437.0,0.272
1441.0,0.272
1445.0,0.272
1449.0,0.274
1453.0,0.277
1457.0,0.28
1461.0,0.283
1465.0,0.286
1469.0,0.292
1473.0,0.298
1477.0,0.305
1481.0,0.311
1485.0,0.317
1489.0,0.325
1493.0,0.333
1497.0,0.339
1501.0,0.352
1505.0,0.357
1509.0,0.365
1513.0,0.372
1517.0,0.381
1521.0,0.386
1525.0,0.392
1529.0,0.397
1533.0,0.403
1537.0,0.409
1541.0,0.414
1545.0,0.418
1549.0,0.424
1553.0,0.427
1557.0,0.433
1561.0,0.437
1565.0,0.441
1569.0,0.443
1573.0,0.447
1577.0,0.453
1581.0,0.453
1585.0,0.457
1589.0,0.458
1593.0,0.458
1597.0,0.46
1601.0,0.465
1605.0,0.469
1609.0,0.47
1613.0,0.475
1617.0,0.477
1621.0,0.477
1625.0,0.479
1629.0,0.482
1633.0,0.481
1637.0,0.481
1641.0,0.484
1645.0,0.484
1649.0,0.484
1653.0,0.487
1657.0,0.487
1661.0,0.487
1665.0,0.487
1669.0,0.487
1673.0,0.487
1677.0,0.488
1681.0,0.492
1685.0,0.488
1689.0,0.488
1693.0,0.486
1697.0,0.486
1701.0,0.484
1705.0,0.481
1709.0,0.482
1713.0,0.482
1717.0,0.475
1721.0,0.47
1725.0,0.47
1729.0,0.466
1733.0,0.464
1737.0,0.459
1741.0,0.453
1745.0,0.452
1749.0,0.448
1753.0,0.446
1757.0,0.441
1761.0,0.437
1765.0,0.433
1769.0,0.43
1773.0,0.427
1777.0,0.421
1781.0,0.416
1785.0,0.415
1789.0,0.41
1793.0,0.41
1797.0,0.408
1801.0,0.408
1805.0,0.408
1809.0,0.409
1813.0,0.408
1817.0,0.408
1821.0,0.407
1825.0,0.408
1829.0,0.405
1833.0,0.405
1837.0,0.403
1841.0,0.404
1845.0,0.4
1849.0,0.393
1853.0,0.388
1857.0,0.382
1861.0,0.371
1865.0,0.358
1869.0,0.341
1873.0,0.319
1877.0,0.295
1881.0,0.272
1885.0,0.247
1889.0,0.222
1893.0,0.201
1897.0,0.179
1901.0,0.161
1905.0,0.15
1909.0,0.142
1913.0,0.134
1917.0,0.131
1921.0,0.125
1925.0,0.125
1929.0,0.121
1933.0,0.122
1937.0,0.122
1941.0,0.122
1945.0,0.126
1949.0,0.126
1953.0,0.129
1957.0,0.132
1961.0,0.134
1965.0,0.138
1969.0,0.14
1973.0,0.144
1977.0,0.15
1981.0,0.159
1985.0,0.162
1989.0,0.167
1993.0,0.173
1997.0,0.182
2001.0,0.186
2005.0,0.192
2009.0,0.195
2013.0,0.205
2017.0,0.21
2021.0,0.216
2025.0,0.221
2029.0,0.227
2033.0,0.233
2037.0,0.238
2041.0,0.244
2045.0,0.249
2049.0,0.256
2053.0,0.26
2057.0,0.264
2061.0,0.267
2065.0,0.271
2069.0,0.276
2073.0,0.28
2077.0,0.283
2081.0,0.288
2085.0,0.289
2089.0,0.292
2093.0,0.295
2097.0,0.298
2101.0,0.303
2105.0,0.306
2109.0,0.31
2113.0,0.311
2117.0,0.315
2121.0,0.316
2125.0,0.319
2129.0,0.321
2133.0,0.322
2137.0,0.324
2141.0,0.326
2145.0,0.33
2149.0,0.328
2153.0,0.327
2157.0,0.331
2161.0,0.331
2165.0,0.331
2169.0,0.331
2173.0,0.331
2177.0,0.331
2181.0,0.331
2185.0,0.33
2189.0,0.331
2193.0,0.33
2197.0,0.331
2201.0,0.331
2205.0,0.331
2209.0,0.331
2213.0,0.331
2217.0,0.33
2221.0,0.333
2225.0,0.333
2229.0,0.332
2233.0,0.331
2237.0,0.33
2241.0,0.331
2245.0,0.327
2249.0,0.328
2253.0,0.327
2257.0,0.328
2261.0,0.324
2265.0,0.326
2269.0,0.322
2273.0,0.321
2277.0,0.321
2281.0,0.321
2285.0,0.319
2289.0,0.317
2293.0,0.314
2297.0,0.314
2301.0,0.314
2305.0,0.309
2309.0,0.306
2313.0,0.306
2317.0,0.303
2321.0,0.299
2325.0,0.299
2329.0,0.297
2333.0,0.293
2337.0,0.289
2341.0,0.287
2345.0,0.283
2349.0,0.281
2353.0,0.278
2357.0,0.277
2361.0,0.274
2365.0,0.269
2369.0,0.265
2373.0,0.26
2377.0,0.258
2381.0,0.256
2385.0,0.25
2389.0,0.249
2393.0,0.243
2397.0,0.241
2401.0,0.238
2405.0,0.234
2409.0,0.232
2413.0,0.227
2417.0,0.225
2421.0,0.221
2425.0,0.219
2429.0,0.214
2433.0,0.209
2437.0,0.206
2441.0,0.205
2445.0,0.201
2449.0,0.198
2453.0,0.197
2457.0,0.193
2461.0,0.188
2465.0,0.186
2469.0,0.186
2473.0,0.181
2477.0,0.181
2481.0,0.175
2485.0,0.173
2489.0,0.171
2493.0,0.172
2497.0,0.17
2501.0,0.168
2505.0,0.689
