Database of Origin,Crowley et al 1991
1213.0,0.809
1217.0,0.81
1221.0,0.812
1225.0,0.812
1229.0,0.813
1233.0,0.813
1237.0,0.814
1241.0,0.815
1245.0,0.816
1249.0,0.818
1253.0,0.818
1257.0,0.818
1261.0,0.818
1265.0,0.818
1269.0,0.818
1273.0,0.817
1277.0,0.817
1281.0,0.818
1285.0,0.819
1289.0,0.82
1293.0,0.82
1297.0,0.82
1301.0,0.819
1305.0,0.819
1309.0,0.819
1313.0,0.818
1317.0,0.818
1321.0,0.817
1325.0,0.817
1329.0,0.817
1333.0,0.817
1337.0,0.816
1341.0,0.816
1345.0,0.816
1349.0,0.815
1353.0,0.814
1357.0,0.812
1361.0,0.811
1365.0,0.81
1369.0,0.81
1373.0,0.812
1377.0,0.811
1381.0,0.807
1385.0,0.804
1389.0,0.801
1393.0,0.797
1397.0,0.792
1401.0,0.788
1405.0,0.783
1409.0,0.778
1413.0,0.774
1417.0,0.771
1421.0,0.768
1425.0,0.765
1429.0,0.761
1433.0,0.756
1437.0,0.752
1441.0,0.747
1445.0,0.744
1449.0,0.743
1453.0,0.744
1457.0,0.745
1461.0,0.745
1465.0,0.744
1469.0,0.743
1473.0,0.742
1477.0,0.741
1481.0,0.74
1485.0,0.741
1489.0,0.741
1493.0,0.742
1497.0,0.742
1501.0,0.743
1505.0,0.746
1509.0,0.747
1513.0,0.748
1517.0,0.749
1521.0,0.75
1525.0,0.751
1529.0,0.752
1533.0,0.754
1537.0,0.757
1541.0,0.759
1545.0,0.762
1549.0,0.764
1553.0,0.765
1557.0,0.767
1561.0,0.768
1565.0,0.768
1569.0,0.769
1573.0,0.769
1577.0,0.768
1581.0,0.768
1585.0,0.768
1589.0,0.769
1593.0,0.769
1597.0,0.77
1601.0,0.771
1605.0,0.772
1609.0,0.772
1613.0,0.772
1617.0,0.772
1621.0,0.771
1625.0,0.77
1629.0,0.77
1633.0,0.769
1637.0,0.769
1641.0,0.768
1645.0,0.767
1649.0,0.766
1653.0,0.765
1657.0,0.763
1661.0,0.761
1665.0,0.758
1669.0,0.756
1673.0,0.756
1677.0,0.756
1681.0,0.755
1685.0,0.755
1689.0,0.754
1693.0,0.753
1697.0,0.751
1701.0,0.749
1705.0,0.747
1709.0,0.746
1713.0,0.745
1717.0,0.743
1721.0,0.741
1725.0,0.739
1729.0,0.738
1733.0,0.737
1737.0,0.736
1741.0,0.735
1745.0,0.734
1749.0,0.733
1753.0,0.732
1757.0,0.732
1761.0,0.732
1765.0,0.732
1769.0,0.732
1773.0,0.732
1777.0,0.732
1781.0,0.732
1785.0,0.732
1789.0,0.733
1793.0,0.733
1797.0,0.735
1801.0,0.736
1805.0,0.737
1809.0,0.737
1813.0,0.737
1817.0,0.736
1821.0,0.736
1825.0,0.736
1829.0,0.736
1833.0,0.734
1837.0,0.731
1841.0,0.729
1845.0,0.727
1849.0,0.725
1853.0,0.723
1857.0,0.721
1861.0,0.717
1865.0,0.711
1869.0,0.703
1873.0,0.695
1877.0,0.685
1881.0,0.675
1885.0,0.662
1889.0,0.648
1893.0,0.633
1897.0,0.617
1901.0,0.601
1905.0,0.586
1909.0,0.573
1913.0,0.561
1917.0,0.55
1921.0,0.539
1925.0,0.529
1929.0,0.52
1933.0,0.513
1937.0,0.508
1941.0,0.506
1945.0,0.506
1949.0,0.509
1953.0,0.514
1957.0,0.519
1961.0,0.525
1965.0,0.532
1969.0,0.539
1973.0,0.545
1977.0,0.551
1981.0,0.557
1985.0,0.562
1989.0,0.565
1993.0,0.568
1997.0,0.571
2001.0,0.573
2005.0,0.576
2009.0,0.578
2013.0,0.579
2017.0,0.579
2021.0,0.579
2025.0,0.58
2029.0,0.58
2033.0,0.582
2037.0,0.584
2041.0,0.586
2045.0,0.588
2049.0,0.59
2053.0,0.591
2057.0,0.593
2061.0,0.595
2065.0,0.598
2069.0,0.601
2073.0,0.604
2077.0,0.606
2081.0,0.608
2085.0,0.611
2089.0,0.615
2093.0,0.618
2097.0,0.622
2101.0,0.626
2105.0,0.628
2109.0,0.63
2113.0,0.632
2117.0,0.634
2121.0,0.635
2125.0,0.637
2129.0,0.638
2133.0,0.638
2137.0,0.639
2141.0,0.64
2145.0,0.64
2149.0,0.64
2153.0,0.639
2157.0,0.639
2161.0,0.639
2165.0,0.639
2169.0,0.638
2173.0,0.636
2177.0,0.636
2181.0,0.635
2185.0,0.635
2189.0,0.635
2193.0,0.634
2197.0,0.633
2201.0,0.634
2205.0,0.635
2209.0,0.635
2213.0,0.635
2217.0,0.636
2221.0,0.637
2225.0,0.637
2229.0,0.637
2233.0,0.637
2237.0,0.636
2241.0,0.633
2245.0,0.63
2249.0,0.627
2253.0,0.625
2257.0,0.623
2261.0,0.621
2265.0,0.619
2269.0,0.616
2273.0,0.615
2277.0,0.613
2281.0,0.61
2285.0,0.607
2289.0,0.603
2293.0,0.599
2297.0,0.597
2301.0,0.595
2305.0,0.592
2309.0,0.589
2313.0,0.587
2317.0,0.585
2321.0,0.582
2325.0,0.58
2329.0,0.58
2333.0,0.579
2337.0,0.578
2341.0,0.577
2345.0,0.576
2349.0,0.574
2353.0,0.572
2357.0,0.569
2361.0,0.567
2365.0,0.565
2369.0,0.565
2373.0,0.566
2377.0,0.567
2381.0,0.568
2385.0,0.569
2389.0,0.571
2393.0,0.572
2397.0,0.573
2401.0,0.572
2405.0,0.57
2409.0,0.568
2413.0,0.566
2417.0,0.564
2421.0,0.562
2425.0,0.559
2429.0,0.558
2433.0,0.556
2437.0,0.554
2441.0,0.552
2445.0,0.55
2449.0,0.548
2453.0,0.546
2457.0,0.545
2461.0,0.543
2465.0,0.54
2469.0,0.537
2473.0,0.534
2477.0,0.532
2481.0,0.53
2485.0,0.528
2489.0,0.524
2493.0,0.52
2497.0,0.516
2501.0,0.512
2505.0,0.512
