Database of Origin,Crowley et al 1991
Sample Description,Carbonates
Date Added,2017-03-22 23:56:03.602212

Data ID,CROW_2_6            
Mineral Name,Pirssonite
Locality,"Searles Lake, California"
Formula,Na2Ca(CO3)2 * 2H20

Wavelength
406.0,0.495
407.0,0.495
408.0,0.495
409.0,0.496
410.0,0.496
411.0,0.497
412.0,0.497
413.0,0.498
414.0,0.499
415.0,0.5
416.0,0.501
417.0,0.502
418.0,0.503
419.0,0.504
420.0,0.506
421.0,0.507
422.0,0.509
423.0,0.511
424.0,0.512
425.0,0.514
426.0,0.516
427.0,0.518
428.0,0.52
429.0,0.522
430.0,0.524
431.0,0.527
432.0,0.529
433.0,0.532
434.0,0.534
435.0,0.536
436.0,0.538
437.0,0.54
438.0,0.542
439.0,0.544
440.0,0.546
441.0,0.548
442.0,0.55
443.0,0.552
444.0,0.554
445.0,0.556
446.0,0.558
447.0,0.559
448.0,0.561
449.0,0.563
450.0,0.564
451.0,0.565
452.0,0.567
453.0,0.568
454.0,0.569
455.0,0.571
456.0,0.572
457.0,0.574
458.0,0.575
459.0,0.576
460.0,0.578
461.0,0.579
462.0,0.58
463.0,0.582
464.0,0.583
465.0,0.585
466.0,0.586
467.0,0.588
468.0,0.589
469.0,0.59
470.0,0.591
471.0,0.592
472.0,0.593
473.0,0.594
474.0,0.595
475.0,0.596
476.0,0.597
477.0,0.598
478.0,0.599
479.0,0.6
480.0,0.601
481.0,0.602
482.0,0.603
483.0,0.603
484.0,0.604
485.0,0.604
486.0,0.605
487.0,0.606
488.0,0.606
489.0,0.607
490.0,0.607
491.0,0.608
492.0,0.608
493.0,0.608
494.0,0.608
495.0,0.609
496.0,0.609
497.0,0.609
498.0,0.609
499.0,0.61
500.0,0.61
501.0,0.611
502.0,0.611
503.0,0.611
504.0,0.612
505.0,0.612
506.0,0.612
507.0,0.613
508.0,0.613
509.0,0.614
510.0,0.615
511.0,0.616
512.0,0.617
513.0,0.618
514.0,0.619
515.0,0.62
516.0,0.622
517.0,0.623
518.0,0.624
519.0,0.625
520.0,0.627
521.0,0.628
522.0,0.629
523.0,0.63
524.0,0.63
525.0,0.631
526.0,0.631
527.0,0.632
528.0,0.632
529.0,0.633
530.0,0.633
531.0,0.633
532.0,0.634
533.0,0.635
534.0,0.636
535.0,0.636
536.0,0.637
537.0,0.638
538.0,0.639
539.0,0.64
540.0,0.64
541.0,0.64
542.0,0.641
543.0,0.641
544.0,0.641
545.0,0.641
546.0,0.642
547.0,0.642
548.0,0.643
549.0,0.643
550.0,0.644
551.0,0.645
552.0,0.645
553.0,0.645
554.0,0.645
555.0,0.646
556.0,0.646
557.0,0.646
558.0,0.647
559.0,0.647
560.0,0.648
561.0,0.649
562.0,0.65
563.0,0.65
564.0,0.65
565.0,0.651
566.0,0.651
567.0,0.651
568.0,0.651
569.0,0.652
570.0,0.652
571.0,0.652
572.0,0.653
573.0,0.653
574.0,0.654
575.0,0.654
576.0,0.655
577.0,0.655
578.0,0.656
579.0,0.656
580.0,0.656
581.0,0.656
582.0,0.656
583.0,0.656
584.0,0.656
585.0,0.656
586.0,0.656
587.0,0.656
588.0,0.656
589.0,0.656
590.0,0.656
591.0,0.656
592.0,0.656
593.0,0.655
594.0,0.655
595.0,0.654
596.0,0.654
597.0,0.653
598.0,0.653
599.0,0.652
600.0,0.652
601.0,0.652
602.0,0.652
603.0,0.652
604.0,0.652
605.0,0.652
606.0,0.653
607.0,0.653
608.0,0.653
609.0,0.653
610.0,0.654
611.0,0.654
612.0,0.654
613.0,0.654
614.0,0.654
615.0,0.654
616.0,0.654
617.0,0.654
618.0,0.655
619.0,0.655
620.0,0.655
621.0,0.655
622.0,0.655
623.0,0.656
624.0,0.656
625.0,0.656
626.0,0.656
627.0,0.656
628.0,0.656
629.0,0.656
630.0,0.656
631.0,0.656
632.0,0.656
633.0,0.656
634.0,0.656
635.0,0.656
636.0,0.655
637.0,0.655
638.0,0.654
639.0,0.653
640.0,0.652
641.0,0.652
642.0,0.651
643.0,0.65
644.0,0.649
645.0,0.648
646.0,0.646
647.0,0.645
648.0,0.643
649.0,0.642
650.0,0.64
651.0,0.639
652.0,0.637
653.0,0.636
654.0,0.635
655.0,0.634
656.0,0.634
657.0,0.633
658.0,0.632
659.0,0.632
660.0,0.632
661.0,0.632
662.0,0.632
663.0,0.632
664.0,0.633
665.0,0.633
666.0,0.634
667.0,0.635
668.0,0.636
669.0,0.637
670.0,0.638
671.0,0.64
672.0,0.641
673.0,0.643
674.0,0.645
675.0,0.647
676.0,0.649
677.0,0.651
678.0,0.653
679.0,0.655
680.0,0.657
681.0,0.659
682.0,0.661
683.0,0.663
684.0,0.665
685.0,0.667
686.0,0.669
687.0,0.671
688.0,0.673
689.0,0.674
690.0,0.676
691.0,0.678
692.0,0.68
693.0,0.681
694.0,0.682
695.0,0.684
696.0,0.685
697.0,0.686
698.0,0.687
699.0,0.688
700.0,0.69
701.0,0.691
702.0,0.692
703.0,0.693
704.0,0.695
705.0,0.696
706.0,0.697
707.0,0.698
708.0,0.699
709.0,0.7
710.0,0.701
711.0,0.702
712.0,0.703
713.0,0.704
714.0,0.705
715.0,0.705
716.0,0.706
717.0,0.707
718.0,0.708
719.0,0.709
720.0,0.71
721.0,0.711
722.0,0.712
723.0,0.713
724.0,0.714
725.0,0.715
726.0,0.716
727.0,0.717
728.0,0.717
729.0,0.718
730.0,0.719
731.0,0.72
732.0,0.72
733.0,0.721
734.0,0.722
735.0,0.723
736.0,0.723
737.0,0.724
738.0,0.725
739.0,0.726
740.0,0.726
741.0,0.727
742.0,0.727
743.0,0.728
744.0,0.729
745.0,0.729
746.0,0.73
747.0,0.731
748.0,0.732
749.0,0.732
750.0,0.733
751.0,0.734
752.0,0.734
753.0,0.735
754.0,0.735
755.0,0.736
756.0,0.737
757.0,0.737
758.0,0.738
759.0,0.738
760.0,0.739
761.0,0.739
762.0,0.74
763.0,0.741
764.0,0.741
765.0,0.742
766.0,0.742
767.0,0.743
768.0,0.743
769.0,0.744
770.0,0.745
771.0,0.745
772.0,0.746
773.0,0.746
774.0,0.747
775.0,0.747
776.0,0.748
777.0,0.748
778.0,0.748
779.0,0.749
780.0,0.749
781.0,0.75
782.0,0.75
783.0,0.751
784.0,0.751
785.0,0.752
786.0,0.752
787.0,0.752
788.0,0.752
789.0,0.753
790.0,0.753
791.0,0.753
792.0,0.754
793.0,0.754
794.0,0.755
795.0,0.755
796.0,0.755
797.0,0.756
798.0,0.756
799.0,0.756
800.0,0.756
801.0,0.756
802.0,0.756
803.0,0.756
804.0,0.756
805.0,0.755
809.0,0.757
813.0,0.758
817.0,0.756
821.0,0.756
825.0,0.758
829.0,0.761
833.0,0.762
837.0,0.762
841.0,0.762
845.0,0.762
849.0,0.764
853.0,0.765
857.0,0.768
861.0,0.768
865.0,0.769
869.0,0.77
873.0,0.77
877.0,0.77
881.0,0.77
885.0,0.772
889.0,0.774
893.0,0.777
897.0,0.778
901.0,0.777
905.0,0.777
909.0,0.776
913.0,0.775
917.0,0.776
921.0,0.779
925.0,0.78
929.0,0.781
933.0,0.781
937.0,0.783
941.0,0.783
945.0,0.783
949.0,0.782
953.0,0.782
957.0,0.784
961.0,0.784
965.0,0.784
969.0,0.781
973.0,0.781
977.0,0.783
981.0,0.786
985.0,0.785
989.0,0.786
993.0,0.787
997.0,0.786
1001.0,0.784
1005.0,0.784
1009.0,0.786
1013.0,0.788
1017.0,0.787
1021.0,0.785
1025.0,0.784
1029.0,0.785
1033.0,0.787
1037.0,0.789
1041.0,0.789
1045.0,0.788
1049.0,0.788
1053.0,0.789
1057.0,0.79
1061.0,0.789
1065.0,0.789
1069.0,0.789
1073.0,0.786
1077.0,0.786
1081.0,0.787
1085.0,0.789
1089.0,0.791
1093.0,0.792
1097.0,0.791
1101.0,0.791
1105.0,0.791
1109.0,0.791
1113.0,0.79
1117.0,0.789
1121.0,0.79
1125.0,0.793
1129.0,0.791
1133.0,0.792
1137.0,0.792
1141.0,0.789
1145.0,0.789
1149.0,0.79
1153.0,0.791
1157.0,0.791
1161.0,0.791
1165.0,0.792
1169.0,0.792
1173.0,0.793
1177.0,0.793
1181.0,0.791
1185.0,0.79
1189.0,0.79
1193.0,0.789
1197.0,0.787
1201.0,0.786
1205.0,0.785
1209.0,0.785
1213.0,0.784
1217.0,0.783
1221.0,0.782
1225.0,0.783
1229.0,0.783
1233.0,0.785
1237.0,0.784
1241.0,0.782
1245.0,0.781
1249.0,0.783
1253.0,0.784
1257.0,0.784
1261.0,0.783
1265.0,0.782
1269.0,0.781
1273.0,0.78
1277.0,0.78
1281.0,0.781
1285.0,0.783
1289.0,0.784
1293.0,0.784
1297.0,0.785
1301.0,0.786
1305.0,0.786
1309.0,0.785
1313.0,0.786
1317.0,0.787
1321.0,0.787
1325.0,0.788
1329.0,0.787
1333.0,0.788
1337.0,0.787
1341.0,0.785
1345.0,0.784
1349.0,0.785
1353.0,0.787
1357.0,0.787
1361.0,0.786
1365.0,0.786
1369.0,0.786
1373.0,0.785
1377.0,0.784
1381.0,0.782
1385.0,0.779
1389.0,0.778
1393.0,0.778
1397.0,0.779
1401.0,0.778
1405.0,0.777
1409.0,0.777
1413.0,0.776
1417.0,0.776
1421.0,0.776
1425.0,0.776
1429.0,0.775
1433.0,0.772
1437.0,0.771
1441.0,0.769
1445.0,0.766
1449.0,0.763
1453.0,0.758
1457.0,0.754
1461.0,0.748
1465.0,0.744
1469.0,0.738
1473.0,0.731
1477.0,0.726
1481.0,0.719
1485.0,0.712
1489.0,0.704
1493.0,0.696
1497.0,0.69
1501.0,0.681
1505.0,0.674
1509.0,0.668
1513.0,0.662
1517.0,0.654
1521.0,0.647
1525.0,0.639
1529.0,0.633
1533.0,0.626
1537.0,0.621
1541.0,0.616
1545.0,0.612
1549.0,0.607
1553.0,0.601
1557.0,0.597
1561.0,0.594
1565.0,0.59
1569.0,0.586
1573.0,0.583
1577.0,0.582
1581.0,0.581
1585.0,0.583
1589.0,0.584
1593.0,0.585
1597.0,0.584
1601.0,0.584
1605.0,0.583
1609.0,0.583
1613.0,0.583
1617.0,0.58
1621.0,0.578
1625.0,0.574
1629.0,0.571
1633.0,0.568
1637.0,0.566
1641.0,0.564
1645.0,0.561
1649.0,0.557
1653.0,0.553
1657.0,0.55
1661.0,0.547
1665.0,0.543
1669.0,0.538
1673.0,0.536
1677.0,0.535
1681.0,0.532
1685.0,0.529
1689.0,0.527
1693.0,0.524
1697.0,0.521
1701.0,0.519
1705.0,0.516
1709.0,0.513
1713.0,0.511
1717.0,0.509
1721.0,0.507
1725.0,0.505
1729.0,0.504
1733.0,0.503
1737.0,0.502
1741.0,0.501
1745.0,0.501
1749.0,0.5
1753.0,0.498
1757.0,0.497
1761.0,0.498
1765.0,0.499
1769.0,0.501
1773.0,0.502
1777.0,0.504
1781.0,0.506
1785.0,0.508
1789.0,0.51
1793.0,0.512
1797.0,0.516
1801.0,0.519
1805.0,0.521
1809.0,0.524
1813.0,0.526
1817.0,0.529
1821.0,0.531
1825.0,0.533
1829.0,0.535
1833.0,0.537
1837.0,0.539
1841.0,0.543
1845.0,0.545
1849.0,0.547
1853.0,0.549
1857.0,0.551
1861.0,0.552
1865.0,0.554
1869.0,0.557
1873.0,0.557
1877.0,0.554
1881.0,0.551
1885.0,0.548
1889.0,0.545
1893.0,0.54
1897.0,0.534
1901.0,0.527
1905.0,0.52
1909.0,0.513
1913.0,0.504
1917.0,0.495
1921.0,0.487
1925.0,0.477
1929.0,0.468
1933.0,0.458
1937.0,0.448
1941.0,0.437
1945.0,0.428
1949.0,0.42
1953.0,0.411
1957.0,0.404
1961.0,0.397
1965.0,0.389
1969.0,0.383
1973.0,0.376
1977.0,0.37
1981.0,0.364
1985.0,0.358
1989.0,0.352
1993.0,0.349
1997.0,0.347
2001.0,0.347
2005.0,0.348
2009.0,0.351
2013.0,0.354
2017.0,0.357
2021.0,0.36
2025.0,0.362
2029.0,0.365
2033.0,0.368
2037.0,0.37
2041.0,0.37
2045.0,0.37
2049.0,0.37
2053.0,0.369
2057.0,0.369
2061.0,0.369
2065.0,0.368
2069.0,0.366
2073.0,0.364
2077.0,0.362
2081.0,0.359
2085.0,0.357
2089.0,0.356
2093.0,0.356
2097.0,0.356
2101.0,0.356
2105.0,0.358
2109.0,0.361
2113.0,0.364
2117.0,0.369
2121.0,0.374
2125.0,0.38
2129.0,0.384
2133.0,0.389
2137.0,0.394
2141.0,0.399
2145.0,0.403
2149.0,0.407
2153.0,0.41
2157.0,0.412
2161.0,0.415
2165.0,0.421
2169.0,0.426
2173.0,0.431
2177.0,0.438
2181.0,0.444
2185.0,0.449
2189.0,0.455
2193.0,0.462
2197.0,0.469
2201.0,0.476
2205.0,0.483
2209.0,0.49
2213.0,0.496
2217.0,0.5
2221.0,0.503
2225.0,0.506
2229.0,0.507
2233.0,0.508
2237.0,0.508
2241.0,0.507
2245.0,0.506
2249.0,0.507
2253.0,0.51
2257.0,0.512
2261.0,0.512
2265.0,0.512
2269.0,0.512
2273.0,0.513
2277.0,0.514
2281.0,0.516
2285.0,0.517
2289.0,0.517
2293.0,0.517
2297.0,0.519
2301.0,0.521
2305.0,0.517
2309.0,0.515
2313.0,0.514
2317.0,0.514
2321.0,0.513
2325.0,0.513
2329.0,0.513
2333.0,0.513
2337.0,0.513
2341.0,0.512
2345.0,0.51
2349.0,0.509
2353.0,0.507
2357.0,0.505
2361.0,0.502
2365.0,0.499
2369.0,0.496
2373.0,0.493
2377.0,0.491
2381.0,0.487
2385.0,0.485
2389.0,0.482
2393.0,0.479
2397.0,0.474
2401.0,0.469
2405.0,0.465
2409.0,0.46
2413.0,0.454
2417.0,0.447
2421.0,0.44
2425.0,0.432
2429.0,0.424
2433.0,0.416
2437.0,0.407
2441.0,0.396
2445.0,0.384
2449.0,0.371
2453.0,0.357
2457.0,0.344
2461.0,0.332
2465.0,0.32
2469.0,0.311
2473.0,0.305
2477.0,0.301
2481.0,0.3
2485.0,0.302
2489.0,0.306
2493.0,0.31
2497.0,0.315
2501.0,0.32
2505.0,0.32
