Database of Origin,Crowley et al 1991
Sample Description,Sulfates
Date Added,2017-03-22 23:56:03.908539

Data ID,CROW_3_2            
Mineral Name,Bloedite
Locality,"Soda Lake, California"
Formula,Na2Mg(SO4) 2 * 4H20

Wavelength
406.0,0.557
407.0,0.558
408.0,0.558
409.0,0.559
410.0,0.559
411.0,0.56
412.0,0.561
413.0,0.561
414.0,0.562
415.0,0.563
416.0,0.563
417.0,0.564
418.0,0.564
419.0,0.565
420.0,0.565
421.0,0.566
422.0,0.566
423.0,0.567
424.0,0.567
425.0,0.568
426.0,0.568
427.0,0.569
428.0,0.569
429.0,0.57
430.0,0.571
431.0,0.571
432.0,0.572
433.0,0.573
434.0,0.574
435.0,0.575
436.0,0.575
437.0,0.576
438.0,0.576
439.0,0.576
440.0,0.576
441.0,0.577
442.0,0.577
443.0,0.578
444.0,0.579
445.0,0.579
446.0,0.58
447.0,0.58
448.0,0.581
449.0,0.582
450.0,0.582
451.0,0.582
452.0,0.583
453.0,0.583
454.0,0.583
455.0,0.583
456.0,0.583
457.0,0.584
458.0,0.584
459.0,0.584
460.0,0.585
461.0,0.586
462.0,0.586
463.0,0.587
464.0,0.588
465.0,0.588
466.0,0.589
467.0,0.59
468.0,0.59
469.0,0.591
470.0,0.591
471.0,0.591
472.0,0.591
473.0,0.591
474.0,0.591
475.0,0.591
476.0,0.592
477.0,0.592
478.0,0.592
479.0,0.593
480.0,0.593
481.0,0.594
482.0,0.594
483.0,0.594
484.0,0.595
485.0,0.595
486.0,0.595
487.0,0.596
488.0,0.597
489.0,0.597
490.0,0.597
491.0,0.598
492.0,0.598
493.0,0.598
494.0,0.598
495.0,0.598
496.0,0.598
497.0,0.598
498.0,0.598
499.0,0.598
500.0,0.599
501.0,0.599
502.0,0.6
503.0,0.6
504.0,0.6
505.0,0.601
506.0,0.601
507.0,0.601
508.0,0.601
509.0,0.602
510.0,0.602
511.0,0.602
512.0,0.602
513.0,0.603
514.0,0.604
515.0,0.604
516.0,0.605
517.0,0.605
518.0,0.606
519.0,0.606
520.0,0.607
521.0,0.607
522.0,0.608
523.0,0.608
524.0,0.608
525.0,0.609
526.0,0.609
527.0,0.609
528.0,0.61
529.0,0.61
530.0,0.611
531.0,0.611
532.0,0.611
533.0,0.612
534.0,0.612
535.0,0.613
536.0,0.613
537.0,0.613
538.0,0.613
539.0,0.613
540.0,0.613
541.0,0.613
542.0,0.613
543.0,0.613
544.0,0.613
545.0,0.613
546.0,0.613
547.0,0.613
548.0,0.613
549.0,0.613
550.0,0.613
551.0,0.613
552.0,0.613
553.0,0.613
554.0,0.614
555.0,0.614
556.0,0.614
557.0,0.614
558.0,0.614
559.0,0.614
560.0,0.614
561.0,0.614
562.0,0.614
563.0,0.615
564.0,0.615
565.0,0.615
566.0,0.615
567.0,0.615
568.0,0.615
569.0,0.616
570.0,0.616
571.0,0.616
572.0,0.616
573.0,0.616
574.0,0.616
575.0,0.617
576.0,0.617
577.0,0.617
578.0,0.618
579.0,0.618
580.0,0.617
581.0,0.617
582.0,0.617
583.0,0.617
584.0,0.616
585.0,0.616
586.0,0.616
587.0,0.617
588.0,0.617
589.0,0.617
590.0,0.617
591.0,0.617
592.0,0.617
593.0,0.617
594.0,0.617
595.0,0.617
596.0,0.617
597.0,0.617
598.0,0.617
599.0,0.617
600.0,0.617
601.0,0.617
602.0,0.617
603.0,0.618
604.0,0.618
605.0,0.618
606.0,0.618
607.0,0.619
608.0,0.619
609.0,0.62
610.0,0.62
611.0,0.621
612.0,0.621
613.0,0.621
614.0,0.622
615.0,0.622
616.0,0.623
617.0,0.623
618.0,0.624
619.0,0.624
620.0,0.624
621.0,0.624
622.0,0.624
623.0,0.625
624.0,0.625
625.0,0.625
626.0,0.626
627.0,0.626
628.0,0.627
629.0,0.627
630.0,0.628
631.0,0.628
632.0,0.628
633.0,0.628
634.0,0.628
635.0,0.628
636.0,0.628
637.0,0.628
638.0,0.628
639.0,0.628
640.0,0.628
641.0,0.628
642.0,0.628
643.0,0.628
644.0,0.628
645.0,0.628
646.0,0.629
647.0,0.629
648.0,0.63
649.0,0.63
650.0,0.63
651.0,0.631
652.0,0.631
653.0,0.631
654.0,0.631
655.0,0.631
656.0,0.63
657.0,0.63
658.0,0.63
659.0,0.63
660.0,0.63
661.0,0.631
662.0,0.631
663.0,0.631
664.0,0.631
665.0,0.632
666.0,0.632
667.0,0.632
668.0,0.632
669.0,0.633
670.0,0.633
671.0,0.633
672.0,0.633
673.0,0.633
674.0,0.633
675.0,0.633
676.0,0.633
677.0,0.633
678.0,0.633
679.0,0.633
680.0,0.633
681.0,0.633
682.0,0.633
683.0,0.633
684.0,0.633
685.0,0.633
686.0,0.634
687.0,0.634
688.0,0.634
689.0,0.635
690.0,0.635
691.0,0.634
692.0,0.634
693.0,0.634
694.0,0.634
695.0,0.634
696.0,0.634
697.0,0.634
698.0,0.634
699.0,0.634
700.0,0.634
701.0,0.634
702.0,0.634
703.0,0.634
704.0,0.635
705.0,0.635
706.0,0.635
707.0,0.634
708.0,0.634
709.0,0.634
710.0,0.633
711.0,0.633
712.0,0.633
713.0,0.633
714.0,0.634
715.0,0.634
716.0,0.634
717.0,0.634
718.0,0.635
719.0,0.635
720.0,0.635
721.0,0.635
722.0,0.635
723.0,0.635
724.0,0.635
725.0,0.634
726.0,0.634
727.0,0.634
728.0,0.634
729.0,0.634
730.0,0.634
731.0,0.634
732.0,0.635
733.0,0.635
734.0,0.635
735.0,0.635
736.0,0.635
737.0,0.635
738.0,0.635
739.0,0.635
740.0,0.635
741.0,0.635
742.0,0.635
743.0,0.635
744.0,0.635
745.0,0.636
746.0,0.636
747.0,0.636
748.0,0.636
749.0,0.636
750.0,0.636
751.0,0.636
752.0,0.636
753.0,0.636
754.0,0.636
755.0,0.636
756.0,0.636
757.0,0.637
758.0,0.637
759.0,0.637
760.0,0.636
761.0,0.636
762.0,0.636
763.0,0.636
764.0,0.636
765.0,0.636
766.0,0.636
767.0,0.636
768.0,0.636
769.0,0.637
770.0,0.637
771.0,0.637
772.0,0.637
773.0,0.637
774.0,0.637
775.0,0.637
776.0,0.637
777.0,0.637
778.0,0.637
779.0,0.637
780.0,0.637
781.0,0.637
782.0,0.637
783.0,0.637
784.0,0.637
785.0,0.638
786.0,0.638
787.0,0.638
