Database of Origin, USGS Spectral Database
Sample Description, See USGS database for additional info
Date Added,2016-08-10 02:53:08.588984

Data ID,USGS_hal01          
Sample ID, halite_hs433.8863
Mineral Name, halite
Material Class,Halide

Wavelength
221.1, 0.600051
229.1, 0.630168
236.1, 0.640940
242.1, 0.648412
248.1, 0.647907
253.6, 0.650417
258.6, 0.649169
263.6, 0.630345
268.6, 0.570648
273.1, 0.540478
277.1, 0.560903
281.1, 0.609703
285.1, 0.644926
289.1, 0.666697
293.1, 0.676937
297.1, 0.691255
301.1, 0.696516
305.1, 0.701066
309.1, 0.705140
313.1, 0.710753
317.1, 0.715828
321.1, 0.719978
325.1, 0.727344
329.1, 0.727751
333.1, 0.733451
337.1, 0.733048
341.1, 0.736220
345.1, 0.742573
349.1, 0.758017
353.1, 0.750899
357.1, 0.750839
360.6, 0.754646
363.6, 0.756739
366.6, 0.762118
369.6, 0.764055
372.6, 0.768417
375.6, 0.772414
378.6, 0.772819
381.1, 0.774402
383.1, 0.771357
385.1, 0.772935
387.1, 0.781934
389.1, 0.776805
391.1, 0.783398
393.1, 0.783646
395.1, 0.781405
397.1, 0.783560
399.1, 0.783889
401.1, 0.788883
403.1, 0.792534
405.1, 0.791274
407.1, 0.792526
409.1, 0.794099
411.1, 0.795549
412.8, 0.794966
415.8, 0.800549
418.8, 0.802331
421.8, 0.800136
424.8, 0.804747
427.8, 0.805519
430.8, 0.806700
433.8, 0.806951
436.8, 0.809095
439.8, 0.813742
442.8, 0.813148
445.8, 0.811966
448.8, 0.814600
451.3, 0.817884
453.3, 0.819698
455.3, 0.818601
457.3, 0.820857
459.3, 0.821297
461.3, 0.820068
463.3, 0.821382
465.3, 0.823293
467.3, 0.823694
469.3, 0.825080
471.3, 0.828047
473.3, 0.828231
475.3, 0.827064
477.3, 0.828708
479.3, 0.830945
481.3, 0.828643
483.3, 0.832672
485.3, 0.829574
487.3, 0.835476
489.3, 0.836032
491.3, 0.834216
493.3, 0.836784
495.3, 0.835751
497.3, 0.838528
499.3, 0.836161
501.3, 0.835589
503.3, 0.839088
505.3, 0.840774
507.3, 0.839419
509.3, 0.840866
511.3, 0.837524
513.3, 0.840963
515.3, 0.842557
517.3, 0.843680
519.3, 0.843160
521.3, 0.845373
523.3, 0.842868
525.3, 0.848333
527.3, 0.847168
529.3, 0.848424
531.3, 0.847927
533.3, 0.845931
535.3, 0.849934
537.3, 0.848258
539.3, 0.855649
541.3, 0.853414
543.3, 0.849205
545.3, 0.855301
547.3, 0.855070
549.3, 0.854282
551.3, 0.857538
553.3, 0.855941
555.3, 0.857736
557.3, 0.859555
559.3, 0.858314
561.3, 0.861147
563.3, 0.866603
565.3, 0.861042
567.3, 0.861620
569.3, 0.859097
571.3, 0.858512
573.3, 0.863539
575.3, 0.863045
577.3, 0.862533
579.3, 0.863167
581.3, 0.866268
583.3, 0.865881
585.3, 0.864542
587.3, 0.869442
589.3, 0.866075
591.3, 0.871224
593.3, 0.865407
595.3, 0.870532
597.3, 0.868925
599.3, 0.866743
601.1, 0.868295
602.7, 0.870438
604.3, 0.870943
605.9, 0.872413
607.5, 0.870367
609.1, 0.874438
610.7, 0.874146
612.3, 0.869608
613.9, 0.873556
615.5, 0.872431
617.1, 0.871834
618.7, 0.869026
620.3, 0.871143
621.9, 0.871126
623.5, 0.872524
625.1, 0.872458
626.7, 0.873530
628.3, 0.875336
629.9, 0.873244
631.7, 0.871922
633.7, 0.875086
635.7, 0.876255
637.7, 0.874044
639.7, 0.878029
641.7, 0.879946
643.7, 0.872903
645.7, 0.881598
647.7, 0.877040
649.7, 0.877397
651.7, 0.874785
653.7, 0.878985
655.7, 0.879434
657.7, 0.878613
659.7, 0.877590
661.7, 0.878266
663.7, 0.879069
665.7, 0.879317
667.7, 0.876708
670.2, 0.881128
673.2, 0.882631
676.2, 0.880185
679.2, 0.886834
682.2, 0.883844
685.2, 0.880761
688.2, 0.884281
691.2, 0.877424
694.2, 0.884752
697.2, 0.880277
700.2, 0.883601
702.0, 0.882224
704.0, 0.884885
706.0, 0.884560
708.0, 0.885522
710.0, 0.884628
712.0, 0.887426
714.0, 0.882914
716.0, 0.883586
718.0, 0.887637
720.0, 0.886113
722.0, 0.888686
724.0, 0.883573
726.0, 0.885179
728.0, 0.881620
730.0, 0.882864
732.0, 0.885885
734.0, 0.886785
736.0, 0.891019
738.0, 0.885336
740.0, 0.888792
742.0, 0.891427
744.0, 0.889785
746.0, 0.891269
748.0, 0.890503
750.5, 0.890069
753.5, 0.890244
756.5, 0.893509
759.5, 0.890371
762.5, 0.889119
765.5, 0.890272
768.5, 0.887311
771.5, 0.889931
774.5, 0.889109
777.5, 0.892395
781.0, 0.884265
785.0, 0.887783
789.0, 0.892592
793.0, 0.890610
797.0, 0.892467
801.5, 0.888003
806.5, 0.891572
811.5, 0.895513
816.5, 0.894623
822.0, 0.894659
828.0, 0.895983
835.0, 0.892476
843.0, 0.893191
851.0, 0.899153
859.0, 0.903917
871.0, 0.903060
883.0, 0.899111
894.0, 0.902284
904.0, 0.901180
914.0, 0.898855
924.0, 0.900942
933.0, 0.903494
941.0, 0.900550
949.0, 0.895903
957.0, 0.902871
964.0, 0.901750
970.0, 0.902786
976.0, 0.903755
982.0, 0.897188
988.0, 0.901344
994.0, 0.904886
1000.0, 0.898305
1006.0, 0.900226
1012.0, 0.900715
1018.0, 0.903452
1023.5, 0.901617
1028.5, 0.898257
1033.5, 0.898878
1038.5, 0.898884
1043.5, 0.903149
1048.5, 0.900488
1053.5, 0.899680
1058.5, 0.900565
1063.5, 0.902243
1068.5, 0.906358
1073.5, 0.901586
1078.5, 0.902971
1083.5, 0.897322
1088.5, 0.899906
1093.5, 0.905970
1098.5, 0.901927
1103.5, 0.903739
1108.5, 0.903763
1113.5, 0.902237
1118.5, 0.907215
1123.5, 0.901066
1128.5, 0.903678
1133.5, 0.903024
1138.5, 0.902861
1143.5, 0.899761
1148.5, 0.903106
1153.5, 0.902399
1158.5, 0.901496
1163.5, 0.906454
1168.5, 0.905602
1173.5, 0.904193
1178.5, 0.908398
1183.5, 0.901086
1188.5, 0.905609
1193.5, 0.899922
1198.5, 0.900346
1203.5, 0.907047
1208.5, 0.903205
1213.5, 0.906051
1218.5, 0.904590
1223.5, 0.901032
1228.5, 0.904957
1233.5, 0.901634
1238.5, 0.902129
1243.5, 0.901726
1248.5, 0.904000
1253.5, 0.904299
1258.5, 0.905057
1263.5, 0.908426
1268.5, 0.905805
1273.5, 0.907021
1278.5, 0.905862
1283.5, 0.905023
1288.5, 0.905224
1293.5, 0.905759
1298.5, 0.902876
1303.5, 0.904548
1308.5, 0.906908
1313.5, 0.902314
1318.5, 0.905541
1323.5, 0.904953
1328.5, 0.903469
1333.5, 0.906339
1338.5, 0.904386
1343.5, 0.903498
1348.5, 0.906456
1353.5, 0.901920
1358.5, 0.902608
1363.5, 0.905531
1368.5, 0.903294
1373.5, 0.903030
1378.5, 0.904091
1383.5, 0.907394
1388.5, 0.898742
1393.5, 0.902292
1398.5, 0.901870
1403.5, 0.895366
1408.5, 0.899809
1413.5, 0.900401
1418.5, 0.897896
1423.5, 0.898221
1428.5, 0.899313
1433.5, 0.896767
1438.5, 0.895147
1443.5, 0.893565
1448.5, 0.895155
1453.5, 0.895263
1458.5, 0.894122
1463.5, 0.893372
1468.5, 0.897236
1473.5, 0.896733
1478.5, 0.895046
1483.5, 0.899796
1488.5, 0.899378
1493.5, 0.904576
1498.5, 0.896289
1503.5, 0.903799
1508.5, 0.900322
1513.5, 0.904370
1518.5, 0.898560
1523.5, 0.903608
1528.5, 0.900543
1534.0, 0.906249
1540.0, 0.906505
1546.0, 0.904868
1552.0, 0.906544
1558.0, 0.905228
1564.0, 0.910708
1570.5, 0.905377
1577.5, 0.905167
1584.5, 0.906986
1591.5, 0.909582
1598.5, 0.905805
1605.5, 0.905260
1612.5, 0.904804
1619.5, 0.908772
1626.5, 0.907163
1633.5, 0.908564
1640.5, 0.905187
1647.5, 0.904343
1654.5, 0.905961
1661.5, 0.904664
1668.5, 0.911107
1676.0, 0.907563
1684.0, 0.905774
1692.0, 0.904007
1700.0, 0.906883
1708.0, 0.908809
1716.0, 0.909631
1724.0, 0.909821
1732.0, 0.910067
1740.0, 0.913264
1748.0, 0.910553
1756.0, 0.913276
1764.0, 0.910477
1772.0, 0.909984
1780.0, 0.904734
1788.0, 0.905303
1796.0, 0.905854
1805.0, 0.909185
1815.0, 0.904730
1825.0, 0.903905
1835.0, 0.907732
1845.0, 0.905084
1855.0, 0.906047
1865.0, 0.900518
1875.0, 0.900975
1885.0, 0.897519
1895.0, 0.890653
1905.0, 0.882996
1915.0, 0.878237
1925.0, 0.872022
1935.0, 0.870538
1945.0, 0.871522
1955.0, 0.866587
1965.0, 0.871282
1975.0, 0.868728
1985.0, 0.871949
1995.0, 0.873228
2005.0, 0.882154
2015.0, 0.890415
2025.0, 0.889241
2035.0, 0.894432
2045.0, 0.896847
2055.0, 0.899294
2065.0, 0.895656
2075.0, 0.904022
2085.0, 0.902041
2095.0, 0.906168
2105.0, 0.901764
2115.0, 0.908847
2125.0, 0.908703
2135.0, 0.909105
2145.0, 0.907277
2155.0, 0.907433
2165.0, 0.906536
2175.0, 0.906639
2185.0, 0.906047
2195.0, 0.906194
2205.0, 0.902212
2215.0, 0.903482
2225.0, 0.904787
2235.0, 0.901858
2245.0, 0.907119
2255.0, 0.905307
2265.0, 0.905648
2275.0, 0.907240
2285.0, 0.908821
2295.0, 0.901598
2305.0, 0.913444
2315.0, 0.906702
2325.0, 0.902924
2335.0, 0.900426
2345.0, 0.904112
2355.0, 0.904401
2365.0, 0.905141
2375.0, 0.899968
2386.0, 0.898525
2400.0, 0.893009
2418.0, 0.893817
2440.0, 0.887178
2466.0, 0.883594
2496.0, 0.882685
2528.0, 0.875719
2560.0, 0.863599
2592.0, 0.868847
2624.0, 0.865050
2656.0, 0.862521
2688.0, 0.831352
2720.0, 0.782342
2752.0, 0.634173
2784.0, 0.552666
2816.0, 0.502844
2848.0, 0.452306
2880.0, 0.443219
2912.0, 0.419431
2944.0, 0.406296
2976.0, 0.415832
