Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:54:42.907374

Data ID,WWU_Sulf_67         
Sample ID,Mg_Sulf_MCZ_07
Mineral Name,40% Kieserite-60% Epsomite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
495.0,0.780636
527.0,0.779703
554.0,0.779211
600.0,0.778158
640.0,0.775662
676.0,0.773419
751.0,0.772186
805.0,0.77187
867.0,0.771041
908.0,0.766928
937.0,0.760918
975.0,0.731044
1012.0,0.731877
