Database of Origin,Crowley et al 1991
670.0,0.862
671.0,0.862
672.0,0.862
673.0,0.862
674.0,0.863
675.0,0.863
676.0,0.863
677.0,0.864
678.0,0.864
679.0,0.865
680.0,0.866
681.0,0.866
682.0,0.867
683.0,0.867
684.0,0.868
685.0,0.868
686.0,0.869
687.0,0.869
688.0,0.869
689.0,0.869
690.0,0.87
691.0,0.87
692.0,0.87
693.0,0.87
694.0,0.87
695.0,0.87
696.0,0.871
697.0,0.871
698.0,0.871
699.0,0.872
700.0,0.872
701.0,0.872
702.0,0.872
703.0,0.872
704.0,0.872
705.0,0.872
706.0,0.873
707.0,0.873
708.0,0.874
709.0,0.874
710.0,0.875
711.0,0.875
712.0,0.876
713.0,0.876
714.0,0.876
715.0,0.876
716.0,0.876
717.0,0.876
718.0,0.876
719.0,0.876
720.0,0.876
721.0,0.876
722.0,0.876
723.0,0.876
724.0,0.876
725.0,0.877
726.0,0.877
727.0,0.877
728.0,0.878
729.0,0.878
730.0,0.878
731.0,0.878
732.0,0.878
733.0,0.878
734.0,0.877
735.0,0.877
736.0,0.877
737.0,0.877
738.0,0.877
739.0,0.877
740.0,0.878
741.0,0.878
742.0,0.878
743.0,0.878
744.0,0.878
745.0,0.878
746.0,0.878
747.0,0.878
748.0,0.878
749.0,0.878
750.0,0.878
751.0,0.878
752.0,0.879
753.0,0.879
754.0,0.879
755.0,0.879
756.0,0.879
757.0,0.879
758.0,0.878
759.0,0.878
760.0,0.877
761.0,0.877
762.0,0.877
763.0,0.876
764.0,0.877
765.0,0.877
766.0,0.877
767.0,0.877
768.0,0.877
769.0,0.877
770.0,0.877
771.0,0.877
772.0,0.877
773.0,0.877
774.0,0.878
775.0,0.878
776.0,0.879
777.0,0.879
778.0,0.88
779.0,0.88
780.0,0.88
781.0,0.88
782.0,0.88
783.0,0.88
784.0,0.88
785.0,0.88
786.0,0.881
787.0,0.881
788.0,0.881
789.0,0.881
790.0,0.881
791.0,0.881
792.0,0.881
793.0,0.881
794.0,0.881
795.0,0.881
796.0,0.881
797.0,0.881
798.0,0.882
799.0,0.882
800.0,0.882
801.0,0.882
802.0,0.881
803.0,0.881
804.0,0.88
805.0,0.878
809.0,0.88
813.0,0.882
817.0,0.88
821.0,0.879
825.0,0.881
829.0,0.883
833.0,0.883
837.0,0.882
841.0,0.882
845.0,0.881
849.0,0.881
853.0,0.881
857.0,0.88
861.0,0.879
865.0,0.879
869.0,0.88
873.0,0.881
877.0,0.882
881.0,0.883
885.0,0.882
889.0,0.88
893.0,0.88
897.0,0.88
901.0,0.881
905.0,0.884
909.0,0.885
913.0,0.888
917.0,0.889
921.0,0.889
925.0,0.889
929.0,0.889
933.0,0.887
937.0,0.884
941.0,0.883
945.0,0.883
949.0,0.885
953.0,0.886
957.0,0.888
961.0,0.887
965.0,0.883
969.0,0.878
973.0,0.873
977.0,0.867
981.0,0.863
985.0,0.862
989.0,0.858
993.0,0.852
997.0,0.855
1001.0,0.866
1005.0,0.874
1009.0,0.877
1013.0,0.88
1017.0,0.883
1021.0,0.884
1025.0,0.884
1029.0,0.884
1033.0,0.885
1037.0,0.887
1041.0,0.89
1045.0,0.89
1049.0,0.891
1053.0,0.892
1057.0,0.891
1061.0,0.891
1065.0,0.893
1069.0,0.892
1073.0,0.891
1077.0,0.891
1081.0,0.89
1085.0,0.889
1089.0,0.891
1093.0,0.891
1097.0,0.893
1101.0,0.895
1105.0,0.895
1109.0,0.895
1113.0,0.895
1117.0,0.894
1121.0,0.894
1125.0,0.893
1129.0,0.893
1133.0,0.892
1137.0,0.89
1141.0,0.889
1145.0,0.885
1149.0,0.882
1153.0,0.878
1157.0,0.875
1161.0,0.871
1165.0,0.868
1169.0,0.865
1173.0,0.864
1177.0,0.863
1181.0,0.86
1185.0,0.858
1189.0,0.856
1193.0,0.854
1197.0,0.852
1201.0,0.851
1205.0,0.85
1209.0,0.849
1213.0,0.846
1217.0,0.841
1221.0,0.836
1225.0,0.831
1229.0,0.826
1233.0,0.822
1237.0,0.817
1241.0,0.814
1245.0,0.816
1249.0,0.824
1253.0,0.836
1257.0,0.843
1261.0,0.846
1265.0,0.846
1269.0,0.845
1273.0,0.844
1277.0,0.843
1281.0,0.845
1285.0,0.848
1289.0,0.85
1293.0,0.851
1297.0,0.851
1301.0,0.849
1305.0,0.843
1309.0,0.836
1313.0,0.833
1317.0,0.832
1321.0,0.828
1325.0,0.824
1329.0,0.821
1333.0,0.818
1337.0,0.816
1341.0,0.815
1345.0,0.815
1349.0,0.81
1353.0,0.806
1357.0,0.803
1361.0,0.798
1365.0,0.794
1369.0,0.792
1373.0,0.791
1377.0,0.789
1381.0,0.781
1385.0,0.77
1389.0,0.761
1393.0,0.745
1397.0,0.71
1401.0,0.654
1405.0,0.6
1409.0,0.583
1413.0,0.599
1417.0,0.617
1421.0,0.621
1425.0,0.621
1429.0,0.619
1433.0,0.615
1437.0,0.606
1441.0,0.584
1445.0,0.545
1449.0,0.506
1453.0,0.512
1457.0,0.556
1461.0,0.58
1465.0,0.583
1469.0,0.578
1473.0,0.575
1477.0,0.572
1481.0,0.569
1485.0,0.568
1489.0,0.567
1493.0,0.568
1497.0,0.569
1501.0,0.567
1505.0,0.568
1509.0,0.568
1513.0,0.568
1517.0,0.569
1521.0,0.57
1525.0,0.569
1529.0,0.569
1533.0,0.571
1537.0,0.574
1541.0,0.578
1545.0,0.582
1549.0,0.585
1553.0,0.587
1557.0,0.59
1561.0,0.593
1565.0,0.596
1569.0,0.598
1573.0,0.6
1577.0,0.599
1581.0,0.599
1585.0,0.599
1589.0,0.597
1593.0,0.596
1597.0,0.595
1601.0,0.593
1605.0,0.591
1609.0,0.59
1613.0,0.589
1617.0,0.586
1621.0,0.583
1625.0,0.58
1629.0,0.578
1633.0,0.574
1637.0,0.571
1641.0,0.568
1645.0,0.564
1649.0,0.56
1653.0,0.555
1657.0,0.553
1661.0,0.549
1665.0,0.544
1669.0,0.538
1673.0,0.534
1677.0,0.53
1681.0,0.525
1685.0,0.522
1689.0,0.518
1693.0,0.514
1697.0,0.51
1701.0,0.507
1705.0,0.505
1709.0,0.503
1713.0,0.502
1717.0,0.501
1721.0,0.498
1725.0,0.496
1729.0,0.494
1733.0,0.493
1737.0,0.492
1741.0,0.491
1745.0,0.488
1749.0,0.487
1753.0,0.485
1757.0,0.485
1761.0,0.483
1765.0,0.482
1769.0,0.481
1773.0,0.479
1777.0,0.478
1781.0,0.476
1785.0,0.476
1789.0,0.475
1793.0,0.475
1797.0,0.475
1801.0,0.475
1805.0,0.476
1809.0,0.477
1813.0,0.476
1817.0,0.478
1821.0,0.48
1825.0,0.48
1829.0,0.478
1833.0,0.475
1837.0,0.471
1841.0,0.468
1845.0,0.465
1849.0,0.463
1853.0,0.46
1857.0,0.458
1861.0,0.454
1865.0,0.449
1869.0,0.44
1873.0,0.432
1877.0,0.423
1881.0,0.416
1885.0,0.406
1889.0,0.395
1893.0,0.381
1897.0,0.367
1901.0,0.351
1905.0,0.336
1909.0,0.322
1913.0,0.311
1917.0,0.3
1921.0,0.289
1925.0,0.279
1929.0,0.271
1933.0,0.265
1937.0,0.261
1941.0,0.26
1945.0,0.261
1949.0,0.265
1953.0,0.268
1957.0,0.272
1961.0,0.277
1965.0,0.283
1969.0,0.287
1973.0,0.291
1977.0,0.293
1981.0,0.295
1985.0,0.297
1989.0,0.299
1993.0,0.299
1997.0,0.298
2001.0,0.298
2005.0,0.298
2009.0,0.296
2013.0,0.294
2017.0,0.293
2021.0,0.292
2025.0,0.29
2029.0,0.287
2033.0,0.284
2037.0,0.283
2041.0,0.282
2045.0,0.281
2049.0,0.279
2053.0,0.275
2057.0,0.272
2061.0,0.268
2065.0,0.265
2069.0,0.263
2073.0,0.262
2077.0,0.261
2081.0,0.261
2085.0,0.262
2089.0,0.264
2093.0,0.265
2097.0,0.267
2101.0,0.27
2105.0,0.273
2109.0,0.277
2113.0,0.283
2117.0,0.288
2121.0,0.294
2125.0,0.299
2129.0,0.303
2133.0,0.305
2137.0,0.306
2141.0,0.307
2145.0,0.31
2149.0,0.311
2153.0,0.312
2157.0,0.313
2161.0,0.313
2165.0,0.315
2169.0,0.316
2173.0,0.317
2177.0,0.316
2181.0,0.316
2185.0,0.316
2189.0,0.315
2193.0,0.315
2197.0,0.314
2201.0,0.314
2205.0,0.313
2209.0,0.311
2213.0,0.31
2217.0,0.309
2221.0,0.309
2225.0,0.308
2229.0,0.308
2233.0,0.307
2237.0,0.305
2241.0,0.303
2245.0,0.299
2249.0,0.294
2253.0,0.289
2257.0,0.284
2261.0,0.28
2265.0,0.278
2269.0,0.279
2273.0,0.284
2277.0,0.291
2281.0,0.299
2285.0,0.306
2289.0,0.312
2293.0,0.314
2297.0,0.316
2301.0,0.316
2305.0,0.314
2309.0,0.314
2313.0,0.313
2317.0,0.311
2321.0,0.31
2325.0,0.307
2329.0,0.306
2333.0,0.304
2337.0,0.302
2341.0,0.299
2345.0,0.297
2349.0,0.296
2353.0,0.294
2357.0,0.291
2361.0,0.288
2365.0,0.284
2369.0,0.28
2373.0,0.276
2377.0,0.273
2381.0,0.27
2385.0,0.268
2389.0,0.266
2393.0,0.264
2397.0,0.261
2401.0,0.259
2405.0,0.256
2409.0,0.253
2413.0,0.25
2417.0,0.248
2421.0,0.246
2425.0,0.243
2429.0,0.239
2433.0,0.235
2437.0,0.228
2441.0,0.222
2445.0,0.215
2449.0,0.209
2453.0,0.203
2457.0,0.198
2461.0,0.196
2465.0,0.197
2469.0,0.2
2473.0,0.204
2477.0,0.21
2481.0,0.216
2485.0,0.219
2489.0,0.221
2493.0,0.221
2497.0,0.219
2501.0,0.216
2505.0,0.216
