Database of Origin,Western Washington University
Sample Description,Namibia Sands
Date Added,2018-02-05 20:26:03.285960

Data ID,WWU_NMB_04          
Sample ID,NMB_04
Mineral Name,Barchan arm garnet ripples
Locality,"Lat: -24.1000459716, Long: 14.6472020354"
Viewing Geometry,0/23
Composition,Quartz sand w/ ferric coatings

Wavelength
351.0,0.145455673
352.0,0.14699392
353.0,0.145437002
354.0,0.14128986
355.0,0.141239673
356.0,0.142288402
357.0,0.14112106
358.0,0.137351975
359.0,0.139853567
360.0,0.139190704
361.0,0.135243371
362.0,0.13323386
363.0,0.136025727
364.0,0.137875006
365.0,0.13648358
366.0,0.135806292
367.0,0.136972502
368.0,0.137824595
369.0,0.13644138
370.0,0.136054516
371.0,0.135753796
372.0,0.135386467
373.0,0.135456398
374.0,0.135912701
375.0,0.136832848
376.0,0.137552798
377.0,0.135380074
378.0,0.136452451
379.0,0.138776481
380.0,0.138473064
381.0,0.139235646
382.0,0.13900511
383.0,0.138062954
384.0,0.139207974
385.0,0.13918598
386.0,0.138626456
387.0,0.138621226
388.0,0.139387205
389.0,0.140186146
390.0,0.140351504
391.0,0.139594361
392.0,0.139694899
393.0,0.140683979
394.0,0.141632661
395.0,0.140599132
396.0,0.141145855
397.0,0.142124519
398.0,0.141930714
399.0,0.141722247
400.0,0.142204463
401.0,0.142859906
402.0,0.142531648
403.0,0.142536059
404.0,0.1430417
405.0,0.143682778
406.0,0.143409401
407.0,0.143011436
408.0,0.14312087
409.0,0.143915161
410.0,0.143617064
411.0,0.143545642
412.0,0.14414835
413.0,0.144870967
414.0,0.145033807
415.0,0.145035878
416.0,0.145309716
417.0,0.145802349
418.0,0.146157682
419.0,0.146334052
420.0,0.146482378
421.0,0.146879122
422.0,0.147330254
423.0,0.147688851
424.0,0.147943258
425.0,0.148239672
426.0,0.148610234
427.0,0.149006799
428.0,0.149189085
429.0,0.149560958
430.0,0.150142446
431.0,0.150635257
432.0,0.150869906
433.0,0.151196986
434.0,0.15180774
435.0,0.152365491
436.0,0.152811944
437.0,0.15326108
438.0,0.15384604
439.0,0.154218331
440.0,0.154559821
441.0,0.155019253
442.0,0.155645683
443.0,0.156266987
444.0,0.156770885
445.0,0.157105014
446.0,0.157309309
447.0,0.157724231
448.0,0.158220187
449.0,0.158357605
450.0,0.158666551
451.0,0.159150213
452.0,0.159657881
453.0,0.159885705
454.0,0.160121337
455.0,0.160377637
456.0,0.160567448
457.0,0.160722986
458.0,0.160906628
459.0,0.16116111
460.0,0.161503881
461.0,0.161667481
462.0,0.161838695
463.0,0.162189156
464.0,0.162358597
465.0,0.162619561
466.0,0.162933588
467.0,0.163058653
468.0,0.163363293
469.0,0.16371657
470.0,0.163968503
471.0,0.164080337
472.0,0.164284632
473.0,0.164489493
474.0,0.164540812
475.0,0.16483146
476.0,0.16504316
477.0,0.165109217
478.0,0.16534014
479.0,0.16546753
480.0,0.165620148
481.0,0.165927738
482.0,0.166168079
483.0,0.16638121
484.0,0.166562378
485.0,0.166679114
486.0,0.166807517
487.0,0.166881159
488.0,0.166906491
489.0,0.167103887
490.0,0.167323664
491.0,0.1674674
492.0,0.167486697
493.0,0.167507291
494.0,0.167687982
495.0,0.167949289
496.0,0.167915657
497.0,0.168040738
498.0,0.168238491
499.0,0.168352067
500.0,0.16849421
501.0,0.168752372
502.0,0.169011474
503.0,0.169043794
504.0,0.169254363
505.0,0.16961287
506.0,0.170014113
507.0,0.17033653
508.0,0.170817554
509.0,0.17143254
510.0,0.172044903
511.0,0.172606066
512.0,0.1731534
513.0,0.173691928
514.0,0.174175233
515.0,0.174606442
516.0,0.174994439
517.0,0.175369024
518.0,0.175820947
519.0,0.176301524
520.0,0.176759437
521.0,0.177154928
522.0,0.177632526
523.0,0.178090423
524.0,0.178463563
525.0,0.178846136
526.0,0.179355532
527.0,0.17996496
528.0,0.180578858
529.0,0.181175888
530.0,0.181749716
531.0,0.18234317
532.0,0.183068469
533.0,0.183670014
534.0,0.184266731
535.0,0.184998751
536.0,0.18563585
537.0,0.186285943
538.0,0.186978459
539.0,0.187670797
540.0,0.188375399
541.0,0.189079404
542.0,0.189768836
543.0,0.190430477
544.0,0.191099793
545.0,0.191768408
546.0,0.192408085
547.0,0.19301188
548.0,0.193623468
549.0,0.194251657
550.0,0.19484821
551.0,0.195386946
552.0,0.195915729
553.0,0.19648537
554.0,0.197060227
555.0,0.197556928
556.0,0.197991878
557.0,0.198464781
558.0,0.198841572
559.0,0.199153885
560.0,0.199464604
561.0,0.199826866
562.0,0.200225785
563.0,0.200661331
564.0,0.201133192
565.0,0.20160605
566.0,0.201999784
567.0,0.202295557
568.0,0.202573121
569.0,0.202845231
570.0,0.203134015
571.0,0.203463823
572.0,0.203863502
573.0,0.204359055
574.0,0.204935819
575.0,0.205540553
576.0,0.20609653
577.0,0.206657916
578.0,0.207277507
579.0,0.207900122
580.0,0.208691254
581.0,0.209664986
582.0,0.21072638
583.0,0.211693615
584.0,0.212502196
585.0,0.213146448
586.0,0.213674128
587.0,0.214117333
588.0,0.2145513
589.0,0.215072617
590.0,0.215798244
591.0,0.216662332
592.0,0.217612296
593.0,0.218612909
594.0,0.219534755
595.0,0.220428556
596.0,0.221335962
597.0,0.222156167
598.0,0.222863927
599.0,0.223442242
600.0,0.223877758
601.0,0.224078014
602.0,0.224261433
603.0,0.224548027
604.0,0.224853963
605.0,0.225307539
606.0,0.225838795
607.0,0.226344436
608.0,0.2268738
609.0,0.227313295
610.0,0.227674961
611.0,0.228083089
612.0,0.228475422
613.0,0.22882247
614.0,0.22914125
615.0,0.229559794
616.0,0.229949608
617.0,0.230329111
618.0,0.230773538
619.0,0.231223837
620.0,0.231676027
621.0,0.232143864
622.0,0.232659146
623.0,0.233169228
624.0,0.23369664
625.0,0.234269649
626.0,0.234863296
627.0,0.235462606
628.0,0.23606877
629.0,0.236690909
630.0,0.237286955
631.0,0.237926766
632.0,0.238626808
633.0,0.239242405
634.0,0.239814863
635.0,0.240379706
636.0,0.240974262
637.0,0.241627246
638.0,0.242222488
639.0,0.242742136
640.0,0.243297175
641.0,0.243849248
642.0,0.244384497
643.0,0.24489437
644.0,0.245377332
645.0,0.245835334
646.0,0.246262282
647.0,0.246651486
648.0,0.247053578
649.0,0.247452766
650.0,0.247824743
651.0,0.248147056
652.0,0.248429775
653.0,0.248720005
654.0,0.249047011
655.0,0.249299899
656.0,0.24953489
657.0,0.249784097
658.0,0.250048161
