Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:54:43.023906

Data ID,WWU_Sulf_80         
Sample ID,Mg_Sulf_MCZ_20
Mineral Name,10% Kieserite-90% Hexahydrite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
495.0,0.011385
527.0,0.0113782
554.0,0.0113825
600.0,0.011372
640.0,0.0113473
676.0,0.0113135
751.0,0.0110528
805.0,0.0110087
867.0,0.0108832
908.0,0.0107044
937.0,0.0105
975.0,0.988267
1012.0,0.0100341
