Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 07:12:54.531994

Data ID,WWU_Sulf_91         
Sample ID,Ca_Sulf_MCZ_01
Mineral Name,100% Anhydrite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic calcium sulfate

Wavelength
495.0,0.664977
527.0,0.675256
554.0,0.681221
600.0,0.694035
640.0,0.701753
676.0,0.709958
751.0,0.730192
805.0,0.741025
867.0,0.751261
908.0,0.757399
937.0,0.76023
975.0,0.763781
1012.0,0.77001
