Database of Origin,Crowley et al 1991
Sample Description,Borates
Date Added,2017-03-22 23:56:03.343705

Data ID,CROW_1_2            
Mineral Name,Colemanite
Locality,"Boron, California"
Formula,Ca2B6O11 * 5H2O

Wavelength
406.0,0.65
407.0,0.65
408.0,0.65
409.0,0.65
410.0,0.651
411.0,0.651
412.0,0.651
413.0,0.651
414.0,0.652
415.0,0.652
416.0,0.652
417.0,0.652
418.0,0.652
419.0,0.653
420.0,0.653
421.0,0.653
422.0,0.654
423.0,0.654
424.0,0.655
425.0,0.656
426.0,0.656
427.0,0.657
428.0,0.658
429.0,0.658
430.0,0.658
431.0,0.658
432.0,0.658
433.0,0.658
434.0,0.659
435.0,0.659
436.0,0.66
437.0,0.66
438.0,0.661
439.0,0.661
440.0,0.662
441.0,0.662
442.0,0.663
443.0,0.663
444.0,0.663
445.0,0.663
446.0,0.663
447.0,0.664
448.0,0.664
449.0,0.664
450.0,0.664
451.0,0.665
452.0,0.665
453.0,0.665
454.0,0.665
455.0,0.665
456.0,0.665
457.0,0.665
458.0,0.666
459.0,0.666
460.0,0.667
461.0,0.668
462.0,0.668
463.0,0.668
464.0,0.669
465.0,0.669
466.0,0.669
467.0,0.669
468.0,0.669
469.0,0.67
470.0,0.67
471.0,0.67
472.0,0.67
473.0,0.67
474.0,0.67
475.0,0.671
476.0,0.671
477.0,0.671
478.0,0.672
479.0,0.672
480.0,0.673
481.0,0.673
482.0,0.674
483.0,0.674
484.0,0.674
485.0,0.674
486.0,0.675
487.0,0.675
488.0,0.675
489.0,0.675
490.0,0.675
491.0,0.675
492.0,0.675
493.0,0.675
494.0,0.675
495.0,0.675
496.0,0.675
497.0,0.675
498.0,0.676
499.0,0.676
500.0,0.676
501.0,0.676
502.0,0.676
503.0,0.676
504.0,0.676
505.0,0.677
506.0,0.677
507.0,0.678
508.0,0.678
509.0,0.678
510.0,0.679
511.0,0.679
512.0,0.679
513.0,0.679
514.0,0.679
515.0,0.679
516.0,0.68
517.0,0.68
518.0,0.68
519.0,0.681
520.0,0.681
521.0,0.682
522.0,0.682
523.0,0.682
524.0,0.683
525.0,0.683
526.0,0.682
527.0,0.682
528.0,0.682
529.0,0.682
530.0,0.681
531.0,0.681
532.0,0.681
533.0,0.681
534.0,0.681
535.0,0.681
536.0,0.681
537.0,0.682
538.0,0.682
539.0,0.683
540.0,0.683
541.0,0.684
542.0,0.685
543.0,0.685
544.0,0.686
545.0,0.686
546.0,0.687
547.0,0.687
548.0,0.687
549.0,0.687
550.0,0.687
551.0,0.687
552.0,0.687
553.0,0.687
554.0,0.686
555.0,0.686
556.0,0.686
557.0,0.685
558.0,0.685
559.0,0.685
560.0,0.685
561.0,0.685
562.0,0.686
563.0,0.686
564.0,0.686
565.0,0.686
566.0,0.686
567.0,0.686
568.0,0.686
569.0,0.686
570.0,0.686
571.0,0.686
572.0,0.687
573.0,0.687
574.0,0.688
575.0,0.688
576.0,0.688
577.0,0.688
578.0,0.688
579.0,0.688
580.0,0.688
581.0,0.689
582.0,0.69
583.0,0.69
584.0,0.691
585.0,0.692
586.0,0.693
587.0,0.693
588.0,0.694
589.0,0.694
590.0,0.694
591.0,0.694
592.0,0.694
593.0,0.694
594.0,0.694
595.0,0.694
596.0,0.694
597.0,0.694
598.0,0.695
599.0,0.695
600.0,0.695
601.0,0.696
602.0,0.696
603.0,0.696
604.0,0.695
605.0,0.695
606.0,0.695
607.0,0.694
608.0,0.694
609.0,0.694
610.0,0.694
611.0,0.694
612.0,0.694
613.0,0.694
614.0,0.694
615.0,0.694
616.0,0.694
617.0,0.694
618.0,0.693
619.0,0.694
620.0,0.694
621.0,0.694
622.0,0.695
623.0,0.695
624.0,0.695
625.0,0.696
626.0,0.696
627.0,0.696
628.0,0.696
629.0,0.696
630.0,0.696
631.0,0.696
632.0,0.697
633.0,0.697
634.0,0.697
635.0,0.697
636.0,0.697
637.0,0.697
638.0,0.696
639.0,0.696
640.0,0.696
641.0,0.696
642.0,0.696
643.0,0.696
644.0,0.696
645.0,0.696
646.0,0.696
647.0,0.697
648.0,0.697
649.0,0.697
650.0,0.697
651.0,0.697
652.0,0.698
653.0,0.698
654.0,0.698
655.0,0.698
656.0,0.698
657.0,0.698
658.0,0.698
659.0,0.698
660.0,0.698
661.0,0.698
662.0,0.698
663.0,0.698
664.0,0.698
665.0,0.699
666.0,0.699
667.0,0.7
668.0,0.7
669.0,0.7
670.0,0.7
671.0,0.701
672.0,0.701
673.0,0.701
674.0,0.701
675.0,0.701
676.0,0.701
677.0,0.701
678.0,0.701
679.0,0.701
680.0,0.701
681.0,0.701
682.0,0.702
683.0,0.702
684.0,0.702
685.0,0.702
686.0,0.702
687.0,0.702
688.0,0.702
689.0,0.702
690.0,0.702
691.0,0.702
692.0,0.701
693.0,0.701
694.0,0.7
695.0,0.7
696.0,0.699
697.0,0.699
698.0,0.699
699.0,0.7
700.0,0.7
701.0,0.7
702.0,0.7
703.0,0.7
704.0,0.7
705.0,0.701
706.0,0.701
707.0,0.701
708.0,0.701
709.0,0.701
710.0,0.701
711.0,0.701
712.0,0.701
713.0,0.702
714.0,0.702
715.0,0.702
716.0,0.703
717.0,0.703
718.0,0.703
719.0,0.703
720.0,0.704
721.0,0.704
722.0,0.704
723.0,0.703
724.0,0.703
725.0,0.703
726.0,0.703
727.0,0.703
728.0,0.703
729.0,0.703
730.0,0.703
731.0,0.703
732.0,0.703
733.0,0.703
734.0,0.703
735.0,0.703
736.0,0.703
737.0,0.703
738.0,0.703
739.0,0.703
740.0,0.703
741.0,0.703
742.0,0.703
743.0,0.703
744.0,0.703
745.0,0.703
746.0,0.703
747.0,0.703
748.0,0.703
749.0,0.703
750.0,0.703
751.0,0.703
752.0,0.704
753.0,0.704
754.0,0.704
755.0,0.704
756.0,0.704
757.0,0.704
758.0,0.704
759.0,0.704
760.0,0.704
761.0,0.704
762.0,0.705
763.0,0.705
764.0,0.705
765.0,0.705
766.0,0.706
767.0,0.706
768.0,0.706
769.0,0.706
770.0,0.706
771.0,0.706
772.0,0.706
773.0,0.706
774.0,0.706
775.0,0.706
776.0,0.706
777.0,0.706
778.0,0.706
779.0,0.706
780.0,0.707
781.0,0.706
782.0,0.706
783.0,0.706
784.0,0.706
785.0,0.707
786.0,0.707
787.0,0.707
788.0,0.707
789.0,0.708
790.0,0.708
791.0,0.708
792.0,0.708
793.0,0.708
794.0,0.708
795.0,0.708
796.0,0.708
797.0,0.708
798.0,0.708
799.0,0.708
800.0,0.708
801.0,0.708
802.0,0.709
803.0,0.71
804.0,0.711
805.0,0.713
809.0,0.713
813.0,0.715
817.0,0.715
821.0,0.714
825.0,0.716
829.0,0.716
833.0,0.715
837.0,0.717
841.0,0.718
845.0,0.719
849.0,0.719
853.0,0.719
857.0,0.719
861.0,0.72
865.0,0.72
869.0,0.722
873.0,0.724
877.0,0.725
881.0,0.724
885.0,0.725
889.0,0.726
893.0,0.727
897.0,0.728
901.0,0.727
905.0,0.728
909.0,0.727
913.0,0.727
917.0,0.728
921.0,0.728
925.0,0.728
929.0,0.728
933.0,0.728
937.0,0.726
941.0,0.726
945.0,0.726
949.0,0.724
953.0,0.72
957.0,0.716
961.0,0.709
965.0,0.705
969.0,0.709
973.0,0.714
977.0,0.718
981.0,0.722
985.0,0.725
989.0,0.728
993.0,0.73
997.0,0.731
1001.0,0.733
1005.0,0.734
1009.0,0.735
1013.0,0.736
1017.0,0.737
1021.0,0.737
1025.0,0.738
1029.0,0.74
1033.0,0.741
1037.0,0.744
1041.0,0.746
1045.0,0.746
1049.0,0.746
1053.0,0.747
1057.0,0.747
1061.0,0.747
1065.0,0.746
1069.0,0.747
1073.0,0.746
1077.0,0.746
1081.0,0.746
1085.0,0.745
1089.0,0.745
1093.0,0.743
1097.0,0.745
1101.0,0.747
1105.0,0.748
1109.0,0.746
1113.0,0.744
1117.0,0.745
1121.0,0.745
1125.0,0.745
1129.0,0.746
1133.0,0.746
1137.0,0.749
1141.0,0.748
1145.0,0.745
1149.0,0.743
1153.0,0.74
1157.0,0.737
1161.0,0.735
1165.0,0.732
1169.0,0.727
1173.0,0.724
1177.0,0.724
1181.0,0.723
1185.0,0.721
1189.0,0.723
1193.0,0.725
1197.0,0.725
1201.0,0.725
1205.0,0.725
1209.0,0.724
1213.0,0.724
1217.0,0.723
1221.0,0.723
1225.0,0.722
1229.0,0.721
1233.0,0.72
1237.0,0.721
1241.0,0.721
1245.0,0.722
1249.0,0.723
1253.0,0.723
1257.0,0.723
1261.0,0.723
1265.0,0.721
1269.0,0.72
1273.0,0.72
1277.0,0.72
1281.0,0.719
1285.0,0.719
1289.0,0.718
1293.0,0.714
1297.0,0.711
1301.0,0.707
1305.0,0.704
1309.0,0.702
1313.0,0.698
1317.0,0.694
1321.0,0.689
1325.0,0.686
1329.0,0.681
1333.0,0.679
1337.0,0.677
1341.0,0.676
1345.0,0.676
1349.0,0.675
1353.0,0.669
1357.0,0.666
1361.0,0.661
1365.0,0.66
1369.0,0.655
1373.0,0.649
1377.0,0.636
1381.0,0.619
1385.0,0.613
1389.0,0.6
1393.0,0.575
1397.0,0.551
1401.0,0.525
1405.0,0.493
1409.0,0.46
1413.0,0.433
1417.0,0.421
1421.0,0.431
1425.0,0.457
1429.0,0.482
1433.0,0.495
1437.0,0.499
1441.0,0.498
1445.0,0.5
1449.0,0.504
1453.0,0.509
1457.0,0.512
1461.0,0.516
1465.0,0.52
1469.0,0.523
1473.0,0.526
1477.0,0.528
1481.0,0.527
1485.0,0.525
1489.0,0.525
1493.0,0.525
1497.0,0.522
1501.0,0.522
1505.0,0.52
1509.0,0.516
1513.0,0.512
1517.0,0.507
1521.0,0.503
