Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:54:43.071570

Data ID,WWU_Sulf_85         
Sample ID,Mg_Sulf_MCZ_25
Mineral Name,60% Hexahydrite-40% Epsomite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
495.0,0.718039
527.0,0.718318
554.0,0.719151
600.0,0.719234
640.0,0.718499
676.0,0.717874
751.0,0.716448
805.0,0.719141
867.0,0.715647
908.0,0.704958
937.0,0.69124
975.0,0.63896
1012.0,0.646928
