Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:54:42.857297

Data ID,WWU_Sulf_62         
Sample ID,Mg_Sulf_MCZ_02
Mineral Name,90% Kieserite-10% Epsomite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
495.0,0.910604
527.0,0.909663
554.0,0.909926
600.0,0.909627
640.0,0.9078
676.0,0.905832
751.0,0.900479
805.0,0.898216
867.0,0.896596
908.0,0.893793
937.0,0.888389
975.0,0.869677
1012.0,0.869934
