Database of Origin,Western Washington University
Sample Description,"Magnesium sulfates dust contaminated mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 18:57:08.655784

Data ID,WWU_Sulf_160        
Sample ID,Mg_Dust_MCZ_04
Mineral Name,60% Epsomite-40% Kieserite 5% Mars JSC-1A MCZ
Locality,Synthetic
Grain Size,500-1000um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,Synthetic magnesium sulfate

Wavelength
495.0,0.540982
527.0,0.551472
554.0,0.559952
600.0,0.576805
640.0,0.588453
676.0,0.601506
751.0,0.630846
805.0,0.641455
867.0,0.645006
908.0,0.645454
937.0,0.644655
975.0,0.637245
1012.0,0.638907
