Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 07:12:54.724220

Data ID,WWU_Sulf_112        
Sample ID,Mg_Sulf_MCZ_22
Mineral Name,90% Bassanite-10% Gypsum MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic calcium sulfate

Wavelength
495.0,0.659689
527.0,0.671624
554.0,0.676454
600.0,0.687742
640.0,0.694107
676.0,0.701115
751.0,0.718567
805.0,0.728193
867.0,0.739874
908.0,0.747586
937.0,0.75192
975.0,0.756745
1012.0,0.763289
