Database of Origin,Western Washington University
Sample Description,"Magnesium sulfates dust contaminated mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 18:57:08.645257

Data ID,WWU_Sulf_159        
Sample ID,Mg_Dust_MCZ_03
Mineral Name,40% Epsomite-60% Kiserite + 5% Mars JSC-1A  MCZ
Locality,Synthetic
Grain Size,500-1000um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,Synthetic magnesium sulfate

Wavelength
495.0,0.569699
527.0,0.577792
554.0,0.584915
600.0,0.599452
640.0,0.610016
676.0,0.622006
751.0,0.650507
805.0,0.660808
867.0,0.665398
908.0,0.667377
937.0,0.668195
975.0,0.666676
1012.0,0.668683
