Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:54:43.013803

Data ID,WWU_Sulf_79         
Sample ID,Mg_Sulf_MCZ_19
Mineral Name,20% Kieserite-80% Hexahydrite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
495.0,0.817793
527.0,0.816746
554.0,0.817088
600.0,0.816808
640.0,0.815251
676.0,0.813688
751.0,0.80913
805.0,0.810219
867.0,0.808333
908.0,0.80117
937.0,0.790297
975.0,0.752618
1012.0,0.763349
