Database of Origin,Crowley et al 1991
Sample Description,Borates
Date Added,2017-03-22 23:56:03.250990

Data ID,CROW_1_1            
Mineral Name,Borax
Formula,Na2B4O5(OH)4  * 8H2O
Composition,"""Twenty Mule Team"" Commercial Borax"

Wavelength
406.0,0.84
407.0,0.839
408.0,0.839
409.0,0.839
410.0,0.839
411.0,0.839
412.0,0.839
413.0,0.839
414.0,0.839
415.0,0.839
416.0,0.838
417.0,0.838
418.0,0.838
419.0,0.837
420.0,0.837
421.0,0.837
422.0,0.837
423.0,0.837
424.0,0.838
425.0,0.839
426.0,0.84
427.0,0.841
428.0,0.841
429.0,0.842
430.0,0.843
431.0,0.843
432.0,0.843
433.0,0.843
434.0,0.844
435.0,0.844
436.0,0.845
437.0,0.845
438.0,0.846
439.0,0.847
440.0,0.847
441.0,0.848
442.0,0.849
443.0,0.849
444.0,0.85
445.0,0.85
446.0,0.85
447.0,0.85
448.0,0.851
449.0,0.851
450.0,0.851
451.0,0.851
452.0,0.852
453.0,0.852
454.0,0.852
455.0,0.852
456.0,0.852
457.0,0.852
458.0,0.853
459.0,0.853
460.0,0.854
461.0,0.855
462.0,0.855
463.0,0.855
464.0,0.856
465.0,0.856
466.0,0.856
467.0,0.856
468.0,0.856
469.0,0.856
470.0,0.856
471.0,0.857
472.0,0.857
473.0,0.857
474.0,0.857
475.0,0.857
476.0,0.856
477.0,0.856
478.0,0.856
479.0,0.856
480.0,0.856
481.0,0.856
482.0,0.857
483.0,0.858
484.0,0.859
485.0,0.859
486.0,0.86
487.0,0.86
488.0,0.861
489.0,0.86
490.0,0.86
491.0,0.86
492.0,0.859
493.0,0.859
494.0,0.859
495.0,0.859
496.0,0.86
497.0,0.861
498.0,0.861
499.0,0.862
500.0,0.862
501.0,0.862
502.0,0.862
503.0,0.862
504.0,0.862
505.0,0.862
506.0,0.861
507.0,0.861
508.0,0.861
509.0,0.861
510.0,0.861
511.0,0.86
512.0,0.86
513.0,0.86
514.0,0.86
515.0,0.861
516.0,0.861
517.0,0.862
518.0,0.863
519.0,0.864
520.0,0.865
521.0,0.866
522.0,0.866
523.0,0.867
524.0,0.868
525.0,0.868
526.0,0.868
527.0,0.869
528.0,0.869
529.0,0.868
530.0,0.868
531.0,0.867
532.0,0.867
533.0,0.866
534.0,0.865
535.0,0.864
536.0,0.863
537.0,0.862
538.0,0.862
539.0,0.862
540.0,0.862
541.0,0.863
542.0,0.864
543.0,0.866
544.0,0.867
545.0,0.867
546.0,0.868
547.0,0.868
548.0,0.869
549.0,0.869
550.0,0.869
551.0,0.87
552.0,0.87
553.0,0.871
554.0,0.871
555.0,0.871
556.0,0.87
557.0,0.87
558.0,0.87
559.0,0.87
560.0,0.87
561.0,0.87
562.0,0.871
563.0,0.872
564.0,0.872
565.0,0.872
566.0,0.872
567.0,0.872
568.0,0.872
569.0,0.871
570.0,0.87
571.0,0.87
572.0,0.869
573.0,0.868
574.0,0.867
575.0,0.865
576.0,0.864
577.0,0.863
578.0,0.862
579.0,0.861
580.0,0.861
581.0,0.862
582.0,0.863
583.0,0.864
584.0,0.865
585.0,0.866
586.0,0.867
587.0,0.867
588.0,0.868
589.0,0.868
590.0,0.868
