Database of Origin, USGS Spectral Database
Sample Description, See USGS database for additional info
Date Added,2016-08-10 04:58:04.918254

Data ID,USGS_jar16          
Sample ID, jarosite_pb_ws368.11723
Mineral Name, jarosite
Material Class,Sulfate

Wavelength
213.1, 0.0115380
221.1, 0.0156080
229.1, 0.0169120
236.1, 0.0160700
242.1, 0.0172050
248.1, 0.0173810
253.6, 0.0168310
258.6, 0.0165990
263.6, 0.0165490
268.6, 0.0168090
273.1, 0.0173140
277.1, 0.0173010
281.1, 0.0178450
285.1, 0.0178690
289.1, 0.0187810
293.1, 0.0177290
297.1, 0.0186020
301.1, 0.0188190
305.1, 0.0190020
309.1, 0.0194380
313.1, 0.0196800
317.1, 0.0201150
321.1, 0.0208230
325.1, 0.0217520
329.1, 0.0214130
333.1, 0.0218350
337.1, 0.0221530
341.1, 0.0226350
345.1, 0.0232690
349.1, 0.0242010
353.1, 0.0245120
357.1, 0.0256640
360.6, 0.0259770
363.6, 0.0274100
366.6, 0.0284710
369.6, 0.0291370
372.6, 0.0304630
375.6, 0.0315810
378.6, 0.0331780
381.1, 0.0347860
383.1, 0.0354030
385.1, 0.0362830
387.1, 0.0367780
389.1, 0.0375720
391.1, 0.0392970
393.1, 0.0412300
395.1, 0.0420020
397.1, 0.0439810
399.1, 0.0456140
401.1, 0.0477340
403.1, 0.0494800
405.1, 0.0512510
407.1, 0.0537770
409.1, 0.0558530
411.1, 0.0584720
412.8, 0.0605110
415.8, 0.0639540
418.8, 0.0674710
421.8, 0.0708690
424.8, 0.0735530
427.8, 0.0767470
430.8, 0.0787600
433.8, 0.0804100
436.8, 0.0818600
439.8, 0.0845130
442.8, 0.0875480
445.8, 0.0921780
448.8, 0.0974240
451.3, 0.102196
453.3, 0.107090
455.3, 0.109980
457.3, 0.115184
459.3, 0.117929
461.3, 0.122342
463.3, 0.126734
465.3, 0.130494
467.3, 0.134008
469.3, 0.139058
471.3, 0.142307
473.3, 0.147515
475.3, 0.152264
477.3, 0.156492
479.3, 0.161114
481.3, 0.165898
483.3, 0.170818
485.3, 0.176310
487.3, 0.180859
489.3, 0.185455
491.3, 0.192245
493.3, 0.196811
495.3, 0.201470
497.3, 0.207467
499.3, 0.210870
501.3, 0.215827
503.3, 0.220578
505.3, 0.225823
507.3, 0.231133
509.3, 0.234115
511.3, 0.238521
513.3, 0.241997
515.3, 0.246502
517.3, 0.250580
519.3, 0.253747
521.3, 0.257767
523.3, 0.261146
525.3, 0.264489
527.3, 0.267753
529.3, 0.272665
531.3, 0.276089
533.3, 0.277409
535.3, 0.281712
537.3, 0.284244
539.3, 0.287766
541.3, 0.291149
543.3, 0.294199
545.3, 0.296687
547.3, 0.299365
549.3, 0.302580
551.3, 0.304354
553.3, 0.308418
555.3, 0.311508
557.3, 0.313432
559.3, 0.316207
561.3, 0.318500
563.3, 0.321703
565.3, 0.323956
567.3, 0.326974
569.3, 0.329836
571.3, 0.333349
573.3, 0.335711
575.3, 0.339977
577.3, 0.341407
579.3, 0.344668
581.3, 0.347545
583.3, 0.350709
585.3, 0.353650
587.3, 0.356889
589.3, 0.359915
591.3, 0.362687
593.3, 0.365997
595.3, 0.368934
597.3, 0.371868
599.3, 0.374990
601.1, 0.377644
602.7, 0.381214
604.3, 0.383774
605.9, 0.385250
607.5, 0.387752
609.1, 0.390307
610.7, 0.393713
612.3, 0.396202
613.9, 0.399015
615.5, 0.400852
617.1, 0.403381
618.7, 0.405343
620.3, 0.408802
621.9, 0.411501
623.5, 0.413178
625.1, 0.417197
626.7, 0.418389
628.3, 0.420800
629.9, 0.422920
631.7, 0.425512
633.7, 0.427794
635.7, 0.429568
637.7, 0.432724
639.7, 0.435862
641.7, 0.438054
643.7, 0.439386
645.7, 0.441061
647.7, 0.443772
649.7, 0.446318
651.7, 0.448328
653.7, 0.449939
655.7, 0.451625
657.7, 0.454166
659.7, 0.453899
661.7, 0.456321
663.7, 0.458014
665.7, 0.460631
667.7, 0.459810
670.2, 0.461323
673.2, 0.464174
676.2, 0.464745
679.2, 0.466596
682.2, 0.469507
685.2, 0.469768
688.2, 0.471183
691.2, 0.471713
