Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:15:58.346337

Data ID,WWU_Sulf_11         
Sample ID,Ca_Sulf_11
Mineral Name,100% Anhydrite
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,Synthetic calcium sulfate

Wavelength
351.0,0.659387946
352.0,0.658498466
353.0,0.656195104
354.0,0.655069649
355.0,0.653727651
356.0,0.651762605
357.0,0.649492502
358.0,0.647990525
359.0,0.650794268
360.0,0.650536716
361.0,0.648685038
362.0,0.650799751
363.0,0.651729345
364.0,0.651726663
365.0,0.651474535
366.0,0.651221335
367.0,0.651879549
368.0,0.652991712
369.0,0.653562129
370.0,0.65192163
371.0,0.651515007
372.0,0.652423382
373.0,0.652214706
374.0,0.652206719
375.0,0.652810514
376.0,0.653706014
377.0,0.653143525
378.0,0.654000998
379.0,0.655684531
380.0,0.656639159
381.0,0.65753448
382.0,0.658132195
383.0,0.658471644
384.0,0.658880234
385.0,0.658926964
386.0,0.658937335
387.0,0.659341097
388.0,0.660564482
389.0,0.661368251
390.0,0.661459029
391.0,0.661239624
392.0,0.662222743
393.0,0.663650215
394.0,0.66454953
395.0,0.66396457
396.0,0.66470027
397.0,0.665724456
398.0,0.66568768
399.0,0.66565609
400.0,0.666592956
401.0,0.667981386
402.0,0.668461382
403.0,0.669039488
404.0,0.66989255
405.0,0.670712709
406.0,0.670403957
407.0,0.670799792
408.0,0.671699405
409.0,0.672308028
410.0,0.672572374
411.0,0.673121274
412.0,0.673835337
413.0,0.673908591
414.0,0.674495697
415.0,0.675206959
416.0,0.675618172
417.0,0.675979793
418.0,0.676552176
419.0,0.677329242
420.0,0.67812556
421.0,0.678605497
422.0,0.678846061
423.0,0.679062188
424.0,0.679573476
425.0,0.68051374
426.0,0.681481361
427.0,0.682035327
428.0,0.682168126
429.0,0.682563841
430.0,0.683302343
431.0,0.683968723
432.0,0.684412956
433.0,0.685037374
434.0,0.685895145
435.0,0.686002791
436.0,0.686179101
437.0,0.686588883
438.0,0.687111735
439.0,0.687708735
440.0,0.688372731
441.0,0.688991785
