Database of Origin,Western Washington University
Sample Description,Magnesium sulfates Grain Size Series
Date Added,2017-11-11 07:23:41.005239

Data ID,WWU_Sulf_137        
Sample ID,Mg_GS_MCZ_01
Mineral Name,Epsomite
Locality,Synthetic
Grain Size,2-4mm
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,Synthetic magnesium sulfate

Wavelength
495.0,0.691883
527.0,0.692245
554.0,0.692585
600.0,0.69146
640.0,0.689228
676.0,0.686664
751.0,0.682423
805.0,0.682491
867.0,0.679419
908.0,0.668895
937.0,0.656396
975.0,0.58681
1012.0,0.583684
