Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 07:12:54.715491

Data ID,WWU_Sulf_111        
Sample ID,Mg_Sulf_MCZ_21
Mineral Name,100% Gypsum MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic calcium sulfate

Wavelength
495.0,0.0102602828
527.0,0.0102725058
554.0,0.01028280325
600.0,0.01029159376
640.0,0.01028179862
676.0,0.01026153859
751.0,0.01005793364
805.0,0.01
867.0,0.990665316
908.0,0.983658024
937.0,0.978057214
975.0,0.947482984
1012.0,0.949358293
