Database of Origin,Crowley et al 1991
Sample Description,Sulfates
Date Added,2017-03-22 23:56:04.018556

Data ID,CROW_3_9            
Mineral Name,Pentahydrite
Formula,MgSO4 * 5H20
Composition,"""kieserite"""

Wavelength
406.0,0.775
407.0,0.776
408.0,0.778
409.0,0.779
410.0,0.78
411.0,0.781
412.0,0.783
413.0,0.784
414.0,0.785
415.0,0.786
416.0,0.787
417.0,0.788
418.0,0.789
419.0,0.79
420.0,0.79
421.0,0.791
422.0,0.792
423.0,0.793
424.0,0.794
425.0,0.795
426.0,0.795
427.0,0.796
428.0,0.797
429.0,0.798
430.0,0.799
431.0,0.8
432.0,0.801
433.0,0.802
434.0,0.802
435.0,0.803
436.0,0.804
437.0,0.805
438.0,0.805
439.0,0.806
440.0,0.807
441.0,0.807
442.0,0.808
443.0,0.808
444.0,0.809
445.0,0.81
446.0,0.811
447.0,0.811
448.0,0.812
449.0,0.813
450.0,0.813
451.0,0.814
452.0,0.814
453.0,0.815
454.0,0.815
455.0,0.816
456.0,0.816
457.0,0.817
458.0,0.817
459.0,0.818
460.0,0.818
461.0,0.818
462.0,0.819
463.0,0.819
464.0,0.82
465.0,0.821
466.0,0.821
467.0,0.822
468.0,0.823
469.0,0.823
470.0,0.824
471.0,0.824
472.0,0.825
473.0,0.825
474.0,0.826
475.0,0.826
476.0,0.827
477.0,0.827
478.0,0.828
479.0,0.828
480.0,0.829
481.0,0.829
482.0,0.83
483.0,0.83
484.0,0.83
485.0,0.831
486.0,0.831
487.0,0.831
488.0,0.832
489.0,0.832
490.0,0.832
491.0,0.833
492.0,0.833
493.0,0.833
494.0,0.834
495.0,0.834
496.0,0.834
497.0,0.835
498.0,0.835
499.0,0.836
500.0,0.836
501.0,0.837
502.0,0.837
503.0,0.838
504.0,0.838
505.0,0.839
506.0,0.839
507.0,0.84
508.0,0.84
509.0,0.84
510.0,0.841
511.0,0.841
512.0,0.841
513.0,0.841
514.0,0.841
515.0,0.84
516.0,0.84
517.0,0.84
518.0,0.84
519.0,0.84
520.0,0.84
521.0,0.841
522.0,0.841
523.0,0.841
524.0,0.841
525.0,0.842
526.0,0.842
527.0,0.842
528.0,0.842
529.0,0.843
530.0,0.843
531.0,0.843
532.0,0.843
533.0,0.843
534.0,0.844
535.0,0.844
536.0,0.844
537.0,0.845
538.0,0.845
539.0,0.845
540.0,0.846
541.0,0.846
542.0,0.847
543.0,0.847
