Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 07:12:54.761129

Data ID,WWU_Sulf_116        
Sample ID,Mg_Sulf_MCZ_26
Mineral Name,50% Bassanite-50% Gypsum MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic calcium sulfate

Wavelength
495.0,0.656627
527.0,0.66702
554.0,0.671084
600.0,0.680583
640.0,0.685897
676.0,0.691749
751.0,0.70778
805.0,0.716741
867.0,0.727946
908.0,0.735488
937.0,0.739905
975.0,0.743282
1012.0,0.749278
