Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, laboratory resolution"
Date Added,2017-11-11 06:54:42.867562

Data ID,WWU_Sulf_63         
Sample ID,Mg_Sulf_MCZ_03
Mineral Name,80% Kieserite-20% Epsomite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic magnesium sulfate

Wavelength
495.0,0.903389
527.0,0.902323
554.0,0.902381
600.0,0.9018
640.0,0.899701
676.0,0.897433
751.0,0.891327
805.0,0.888844
867.0,0.886961
908.0,0.884072
937.0,0.87892
975.0,0.858649
1012.0,0.859391
