Database of Origin,Crowley et al 1991
595.0,0.752
596.0,0.752
597.0,0.753
598.0,0.753
599.0,0.754
600.0,0.754
601.0,0.755
602.0,0.755
603.0,0.756
604.0,0.756
605.0,0.757
606.0,0.757
607.0,0.757
608.0,0.757
609.0,0.757
610.0,0.758
611.0,0.758
612.0,0.758
613.0,0.757
614.0,0.757
615.0,0.757
616.0,0.756
617.0,0.756
618.0,0.755
619.0,0.755
620.0,0.755
621.0,0.755
622.0,0.756
623.0,0.756
624.0,0.757
625.0,0.757
626.0,0.757
627.0,0.758
628.0,0.758
629.0,0.757
630.0,0.757
631.0,0.757
632.0,0.757
633.0,0.757
634.0,0.757
635.0,0.757
636.0,0.757
637.0,0.757
638.0,0.757
639.0,0.757
640.0,0.756
641.0,0.756
642.0,0.756
643.0,0.756
644.0,0.756
645.0,0.756
646.0,0.757
647.0,0.757
648.0,0.757
649.0,0.756
650.0,0.756
651.0,0.756
652.0,0.756
653.0,0.756
654.0,0.757
655.0,0.757
656.0,0.756
657.0,0.756
658.0,0.756
659.0,0.756
660.0,0.755
661.0,0.755
662.0,0.755
663.0,0.755
664.0,0.756
665.0,0.756
666.0,0.756
667.0,0.756
668.0,0.756
669.0,0.756
670.0,0.756
671.0,0.757
672.0,0.757
673.0,0.757
674.0,0.757
675.0,0.757
676.0,0.757
677.0,0.757
678.0,0.757
679.0,0.757
680.0,0.757
681.0,0.757
682.0,0.758
683.0,0.758
684.0,0.759
685.0,0.759
686.0,0.76
687.0,0.76
688.0,0.76
689.0,0.76
690.0,0.761
691.0,0.761
692.0,0.761
693.0,0.76
694.0,0.76
695.0,0.76
696.0,0.76
697.0,0.76
698.0,0.76
699.0,0.761
700.0,0.761
701.0,0.761
702.0,0.761
703.0,0.761
704.0,0.762
705.0,0.761
706.0,0.761
707.0,0.761
708.0,0.761
709.0,0.76
710.0,0.76
711.0,0.759
712.0,0.759
713.0,0.759
714.0,0.759
715.0,0.759
716.0,0.759
717.0,0.758
718.0,0.758
719.0,0.758
720.0,0.757
721.0,0.757
722.0,0.757
723.0,0.756
724.0,0.756
725.0,0.756
726.0,0.756
727.0,0.756
728.0,0.756
729.0,0.756
730.0,0.756
731.0,0.756
732.0,0.756
733.0,0.756
734.0,0.756
735.0,0.756
736.0,0.756
737.0,0.756
738.0,0.756
739.0,0.756
740.0,0.756
741.0,0.756
742.0,0.757
743.0,0.757
744.0,0.757
745.0,0.757
746.0,0.757
747.0,0.757
748.0,0.757
749.0,0.757
750.0,0.757
751.0,0.757
752.0,0.757
753.0,0.757
754.0,0.757
755.0,0.757
756.0,0.757
757.0,0.758
758.0,0.757
759.0,0.757
760.0,0.757
761.0,0.757
762.0,0.757
763.0,0.757
764.0,0.757
765.0,0.757
766.0,0.758
767.0,0.758
768.0,0.758
769.0,0.758
770.0,0.757
771.0,0.757
772.0,0.757
773.0,0.757
774.0,0.757
775.0,0.757
776.0,0.757
777.0,0.757
778.0,0.757
779.0,0.757
780.0,0.757
781.0,0.756
782.0,0.756
783.0,0.756
784.0,0.756
785.0,0.756
786.0,0.756
787.0,0.757
788.0,0.757
789.0,0.757
790.0,0.757
791.0,0.757
792.0,0.756
793.0,0.756
794.0,0.756
795.0,0.755
796.0,0.755
797.0,0.755
798.0,0.755
799.0,0.755
800.0,0.755
801.0,0.755
802.0,0.755
803.0,0.756
804.0,0.756
805.0,0.758
809.0,0.757
813.0,0.756
817.0,0.754
821.0,0.754
825.0,0.755
829.0,0.757
833.0,0.757
837.0,0.757
841.0,0.756
845.0,0.756
849.0,0.757
853.0,0.757
857.0,0.758
861.0,0.757
865.0,0.757
869.0,0.757
873.0,0.759
877.0,0.76
881.0,0.76
885.0,0.76
889.0,0.761
893.0,0.76
897.0,0.761
901.0,0.762
905.0,0.762
909.0,0.762
913.0,0.763
917.0,0.763
921.0,0.762
925.0,0.762
929.0,0.763
933.0,0.762
937.0,0.761
941.0,0.76
945.0,0.76
949.0,0.761
953.0,0.76
957.0,0.76
961.0,0.759
965.0,0.759
969.0,0.758
973.0,0.758
977.0,0.755
981.0,0.754
985.0,0.753
989.0,0.752
993.0,0.754
997.0,0.755
1001.0,0.755
1005.0,0.753
1009.0,0.753
1013.0,0.753
1017.0,0.753
1021.0,0.751
1025.0,0.752
1029.0,0.754
1033.0,0.755
1037.0,0.757
1041.0,0.758
1045.0,0.759
1049.0,0.761
1053.0,0.761
1057.0,0.761
1061.0,0.763
1065.0,0.764
1069.0,0.763
1073.0,0.762
1077.0,0.76
1081.0,0.757
1085.0,0.757
1089.0,0.757
1093.0,0.757
1097.0,0.759
1101.0,0.759
1105.0,0.759
1109.0,0.757
1113.0,0.755
1117.0,0.755
1121.0,0.755
1125.0,0.756
1129.0,0.756
1133.0,0.756
1137.0,0.756
1141.0,0.755
1145.0,0.751
1149.0,0.748
1153.0,0.743
1157.0,0.738
1161.0,0.735
1165.0,0.731
1169.0,0.727
1173.0,0.722
1177.0,0.718
1181.0,0.713
1185.0,0.708
1189.0,0.704
1193.0,0.703
1197.0,0.702
1201.0,0.7
1205.0,0.698
1209.0,0.696
1213.0,0.695
1217.0,0.694
1221.0,0.693
1225.0,0.693
1229.0,0.693
1233.0,0.693
1237.0,0.693
1241.0,0.693
1245.0,0.694
1249.0,0.695
1253.0,0.696
1257.0,0.697
1261.0,0.699
1265.0,0.7
1269.0,0.7
1273.0,0.698
1277.0,0.698
1281.0,0.699
1285.0,0.7
1289.0,0.698
1293.0,0.696
1297.0,0.695
1301.0,0.692
1305.0,0.691
1309.0,0.689
1313.0,0.688
1317.0,0.684
1321.0,0.68
1325.0,0.676
1329.0,0.674
1333.0,0.672
1337.0,0.67
1341.0,0.668
1345.0,0.668
1349.0,0.668
1353.0,0.666
1357.0,0.664
1361.0,0.661
1365.0,0.661
1369.0,0.662
1373.0,0.661
1377.0,0.659
1381.0,0.653
1385.0,0.652
1389.0,0.653
1393.0,0.65
1397.0,0.646
1401.0,0.642
1405.0,0.634
1409.0,0.624
1413.0,0.614
1417.0,0.604
1421.0,0.591
1425.0,0.577
1429.0,0.562
1433.0,0.548
1437.0,0.532
1441.0,0.515
1445.0,0.501
1449.0,0.491
1453.0,0.484
1457.0,0.478
1461.0,0.47
1465.0,0.462
1469.0,0.453
1473.0,0.446
1477.0,0.438
1481.0,0.431
1485.0,0.424
1489.0,0.418
1493.0,0.412
1497.0,0.409
1501.0,0.405
1505.0,0.402
1509.0,0.4
1513.0,0.399
1517.0,0.398
1521.0,0.397
1525.0,0.397
1529.0,0.398
1533.0,0.4
1537.0,0.404
1541.0,0.409
1545.0,0.415
1549.0,0.42
1553.0,0.425
1557.0,0.429
1561.0,0.433
1565.0,0.437
1569.0,0.439
1573.0,0.44
1577.0,0.44
1581.0,0.438
1585.0,0.437
1589.0,0.435
1593.0,0.434
1597.0,0.432
1601.0,0.429
1605.0,0.425
1609.0,0.422
1613.0,0.419
1617.0,0.417
1621.0,0.415
1625.0,0.413
1629.0,0.409
1633.0,0.405
1637.0,0.401
1641.0,0.398
1645.0,0.395
1649.0,0.391
1653.0,0.387
1657.0,0.383
1661.0,0.381
1665.0,0.378
1669.0,0.375
1673.0,0.371
1677.0,0.368
1681.0,0.363
1685.0,0.357
1689.0,0.353
1693.0,0.35
1697.0,0.347
1701.0,0.344
1705.0,0.341
1709.0,0.338
1713.0,0.335
1717.0,0.332
1721.0,0.329
1725.0,0.325
1729.0,0.322
1733.0,0.32
1737.0,0.318
1741.0,0.317
1745.0,0.317
1749.0,0.316
1753.0,0.316
1757.0,0.315
1761.0,0.315
1765.0,0.315
1769.0,0.315
1773.0,0.314
1777.0,0.314
1781.0,0.314
1785.0,0.314
1789.0,0.314
1793.0,0.314
1797.0,0.313
1801.0,0.311
1805.0,0.31
1809.0,0.309
1813.0,0.309
1817.0,0.308
1821.0,0.307
1825.0,0.307
1829.0,0.307
1833.0,0.305
1837.0,0.303
1841.0,0.301
1845.0,0.299
1849.0,0.297
1853.0,0.294
1857.0,0.292
1861.0,0.29
1865.0,0.286
1869.0,0.281
1873.0,0.277
1877.0,0.274
1881.0,0.271
1885.0,0.265
1889.0,0.258
1893.0,0.251
1897.0,0.243
1901.0,0.234
1905.0,0.225
1909.0,0.216
1913.0,0.207
1917.0,0.196
1921.0,0.186
1925.0,0.177
1929.0,0.169
1933.0,0.162
1937.0,0.156
1941.0,0.154
1945.0,0.154
1949.0,0.154
1953.0,0.157
1957.0,0.16
1961.0,0.164
1965.0,0.168
1969.0,0.171
1973.0,0.173
1977.0,0.174
1981.0,0.175
1985.0,0.176
1989.0,0.177
1993.0,0.177
1997.0,0.177
2001.0,0.176
2005.0,0.175
2009.0,0.173
2013.0,0.171
2017.0,0.17
2021.0,0.168
2025.0,0.166
2029.0,0.164
2033.0,0.162
2037.0,0.16
2041.0,0.16
2045.0,0.16
2049.0,0.16
2053.0,0.161
2057.0,0.163
2061.0,0.164
2065.0,0.166
2069.0,0.167
2073.0,0.168
2077.0,0.17
2081.0,0.172
2085.0,0.173
2089.0,0.175
2093.0,0.176
2097.0,0.177
2101.0,0.178
2105.0,0.179
2109.0,0.181
2113.0,0.183
2117.0,0.185
2121.0,0.185
2125.0,0.186
2129.0,0.188
2133.0,0.188
2137.0,0.188
2141.0,0.187
2145.0,0.188
2149.0,0.189
2153.0,0.189
2157.0,0.189
2161.0,0.189
2165.0,0.189
2169.0,0.188
2173.0,0.188
2177.0,0.187
2181.0,0.187
2185.0,0.187
2189.0,0.185
2193.0,0.185
2197.0,0.185
2201.0,0.185
2205.0,0.184
2209.0,0.183
2213.0,0.182
2217.0,0.181
2221.0,0.181
2225.0,0.182
2229.0,0.182
2233.0,0.182
2237.0,0.183
2241.0,0.183
2245.0,0.184
2249.0,0.185
2253.0,0.185
2257.0,0.184
2261.0,0.183
2265.0,0.183
2269.0,0.183
2273.0,0.182
2277.0,0.182
2281.0,0.18
2285.0,0.178
2289.0,0.177
2293.0,0.176
2297.0,0.175
2301.0,0.174
2305.0,0.172
2309.0,0.171
2313.0,0.17
2317.0,0.168
2321.0,0.167
2325.0,0.166
2329.0,0.165
2333.0,0.165
2337.0,0.164
2341.0,0.163
2345.0,0.161
2349.0,0.159
2353.0,0.157
2357.0,0.155
2361.0,0.154
2365.0,0.152
2369.0,0.15
2373.0,0.148
2377.0,0.145
2381.0,0.144
2385.0,0.143
2389.0,0.141
2393.0,0.139
2397.0,0.138
2401.0,0.137
2405.0,0.137
2409.0,0.137
2413.0,0.138
2417.0,0.137
2421.0,0.137
2425.0,0.138
2429.0,0.138
2433.0,0.138
2437.0,0.137
2441.0,0.136
2445.0,0.136
2449.0,0.135
2453.0,0.135
2457.0,0.135
2461.0,0.135
2465.0,0.135
2469.0,0.135
2473.0,0.135
2477.0,0.134
2481.0,0.135
2485.0,0.134
2489.0,0.134
2493.0,0.134
2497.0,0.133
2501.0,0.132
2505.0,0.132
