Database of Origin,Crowley et al 1991
Sample Description,Chlorides
Date Added,2017-03-22 23:56:03.718889

Data ID,CROW_4_2            
Mineral Name,Bischofite
Formula,MgCl2 * 6H20
Composition,Fischer Scientific MgCl2 * 6H20 reagent

Wavelength
406.0,0.76
407.0,0.761
408.0,0.761
409.0,0.761
410.0,0.761
411.0,0.761
412.0,0.761
413.0,0.761
414.0,0.761
415.0,0.761
416.0,0.761
417.0,0.76
418.0,0.76
419.0,0.76
420.0,0.76
421.0,0.76
422.0,0.761
423.0,0.761
424.0,0.761
425.0,0.761
426.0,0.761
427.0,0.761
428.0,0.761
429.0,0.762
430.0,0.762
431.0,0.763
432.0,0.763
433.0,0.764
434.0,0.764
435.0,0.764
436.0,0.764
437.0,0.764
438.0,0.764
439.0,0.765
440.0,0.765
441.0,0.765
442.0,0.765
443.0,0.766
444.0,0.766
445.0,0.766
446.0,0.767
447.0,0.767
448.0,0.767
449.0,0.767
450.0,0.767
451.0,0.767
452.0,0.767
453.0,0.766
454.0,0.766
455.0,0.767
456.0,0.767
457.0,0.767
458.0,0.767
459.0,0.767
460.0,0.767
461.0,0.768
462.0,0.768
463.0,0.768
464.0,0.769
465.0,0.769
466.0,0.769
467.0,0.77
468.0,0.77
469.0,0.77
470.0,0.77
471.0,0.77
472.0,0.77
473.0,0.77
474.0,0.77
475.0,0.77
476.0,0.77
477.0,0.77
478.0,0.771
479.0,0.771
480.0,0.771
481.0,0.771
482.0,0.771
483.0,0.771
484.0,0.771
485.0,0.771
486.0,0.771
487.0,0.771
488.0,0.771
489.0,0.77
490.0,0.77
491.0,0.77
492.0,0.77
493.0,0.77
494.0,0.77
495.0,0.77
496.0,0.771
497.0,0.771
498.0,0.77
499.0,0.77
500.0,0.77
501.0,0.77
502.0,0.77
503.0,0.77
504.0,0.771
505.0,0.771
506.0,0.771
507.0,0.771
508.0,0.772
509.0,0.772
510.0,0.772
511.0,0.772
512.0,0.772
513.0,0.772
514.0,0.772
515.0,0.772
516.0,0.772
517.0,0.772
518.0,0.772
519.0,0.771
520.0,0.771
521.0,0.771
522.0,0.771
523.0,0.771
524.0,0.771
525.0,0.77
526.0,0.77
527.0,0.771
528.0,0.771
529.0,0.771
530.0,0.771
531.0,0.772
532.0,0.772
533.0,0.772
534.0,0.772
535.0,0.771
536.0,0.771
537.0,0.772
538.0,0.772
539.0,0.772
540.0,0.772
541.0,0.772
542.0,0.773
543.0,0.773
544.0,0.773
545.0,0.773
546.0,0.773
547.0,0.773
548.0,0.773
549.0,0.773
550.0,0.773
551.0,0.773
552.0,0.773
553.0,0.773
554.0,0.773
555.0,0.772
556.0,0.772
557.0,0.772
558.0,0.772
559.0,0.772
560.0,0.771
561.0,0.771
562.0,0.771
563.0,0.771
564.0,0.771
565.0,0.771
566.0,0.771
567.0,0.772
568.0,0.772
569.0,0.772
570.0,0.772
571.0,0.772
572.0,0.773
573.0,0.773
574.0,0.773
575.0,0.773
