Database of Origin,Crowley et al 1991
Sample Description,Sulfates
Date Added,2017-03-22 23:56:03.893927

Data ID,CROW_3_1            
Mineral Name,Bassanite
Formula,2CaSO 4 * H20
Composition,Dehydration of Gypsum at 60C

Wavelength
406.0,0.707
407.0,0.709
408.0,0.71
409.0,0.711
410.0,0.712
411.0,0.714
412.0,0.715
413.0,0.716
414.0,0.718
415.0,0.719
416.0,0.72
417.0,0.721
418.0,0.722
419.0,0.723
420.0,0.724
421.0,0.725
422.0,0.726
423.0,0.727
424.0,0.728
425.0,0.73
426.0,0.73
427.0,0.731
428.0,0.732
429.0,0.733
430.0,0.735
431.0,0.736
432.0,0.738
433.0,0.739
434.0,0.74
435.0,0.742
436.0,0.742
437.0,0.743
438.0,0.744
439.0,0.745
440.0,0.746
441.0,0.747
442.0,0.748
443.0,0.749
444.0,0.75
445.0,0.751
446.0,0.753
447.0,0.754
448.0,0.756
449.0,0.757
450.0,0.758
451.0,0.759
452.0,0.76
453.0,0.76
454.0,0.761
455.0,0.762
456.0,0.762
457.0,0.763
458.0,0.764
459.0,0.765
460.0,0.766
461.0,0.767
462.0,0.768
463.0,0.77
464.0,0.771
465.0,0.772
466.0,0.773
467.0,0.775
468.0,0.776
469.0,0.778
470.0,0.779
471.0,0.78
472.0,0.781
473.0,0.781
474.0,0.782
475.0,0.783
476.0,0.783
477.0,0.784
478.0,0.785
479.0,0.786
480.0,0.787
481.0,0.788
482.0,0.789
483.0,0.79
484.0,0.791
485.0,0.792
486.0,0.793
487.0,0.793
488.0,0.794
489.0,0.795
490.0,0.796
491.0,0.797
492.0,0.798
493.0,0.798
494.0,0.799
495.0,0.8
496.0,0.8
497.0,0.801
498.0,0.801
499.0,0.801
500.0,0.802
501.0,0.802
502.0,0.803
503.0,0.804
504.0,0.805
505.0,0.805
506.0,0.806
507.0,0.807
508.0,0.808
509.0,0.809
510.0,0.81
511.0,0.81
512.0,0.811
513.0,0.811
514.0,0.812
515.0,0.813
516.0,0.814
517.0,0.815
518.0,0.816
519.0,0.816
520.0,0.817
521.0,0.818
522.0,0.819
523.0,0.82
524.0,0.821
525.0,0.822
526.0,0.823
527.0,0.824
528.0,0.826
529.0,0.827
530.0,0.827
531.0,0.828
532.0,0.829
533.0,0.83
534.0,0.83
535.0,0.831
536.0,0.831
537.0,0.831
538.0,0.832
539.0,0.832
540.0,0.833
541.0,0.833
542.0,0.834
543.0,0.834
544.0,0.834
545.0,0.834
546.0,0.834
547.0,0.834
548.0,0.834
549.0,0.834
550.0,0.834
551.0,0.834
552.0,0.835
553.0,0.835
554.0,0.836
555.0,0.837
556.0,0.837
557.0,0.838
558.0,0.838
559.0,0.838
560.0,0.839
561.0,0.839
562.0,0.839
563.0,0.839
564.0,0.839
565.0,0.839
566.0,0.84
567.0,0.84
568.0,0.841
569.0,0.842
570.0,0.842
571.0,0.843
572.0,0.845
573.0,0.846
574.0,0.847
575.0,0.848
576.0,0.848
577.0,0.849
578.0,0.849
579.0,0.85
580.0,0.85
581.0,0.85
582.0,0.85
583.0,0.85
584.0,0.85
585.0,0.85
586.0,0.85
587.0,0.851
588.0,0.852
