Database of Origin,Western Washington University
Sample Description,Namibia Sands
Date Added,2018-02-05 20:26:03.350891

Data ID,WWU_NMB_06          
Sample ID,NMB_06
Mineral Name,Barchan slip
Locality,"Lat: -23.7720839772, Long: 14.5669299737"
Viewing Geometry,0/23
Composition,Quartz sand w/ ferric coatings

Wavelength
351.0,0.128646404
352.0,0.12947835
353.0,0.127277285
354.0,0.122898839
355.0,0.122422725
356.0,0.123693816
357.0,0.122709043
358.0,0.118613981
359.0,0.121574625
360.0,0.121396512
361.0,0.117591985
362.0,0.1153275
363.0,0.117607452
364.0,0.119177274
365.0,0.117995769
366.0,0.117922574
367.0,0.119339652
368.0,0.119924009
369.0,0.118060805
370.0,0.118229859
371.0,0.117936216
372.0,0.117084831
373.0,0.117473587
374.0,0.118461072
375.0,0.119439565
376.0,0.11966031
377.0,0.117568552
378.0,0.118862137
379.0,0.121241279
380.0,0.120706156
381.0,0.121571429
382.0,0.121481538
383.0,0.120587975
384.0,0.121786118
385.0,0.121878207
386.0,0.121606536
387.0,0.122006454
388.0,0.122767754
389.0,0.123614222
390.0,0.123862006
391.0,0.123050012
392.0,0.12351051
393.0,0.124715805
394.0,0.125620827
395.0,0.124883726
396.0,0.125655025
397.0,0.126759022
398.0,0.126704514
399.0,0.126922086
400.0,0.127561867
401.0,0.128171533
402.0,0.128057107
403.0,0.128345981
404.0,0.129022121
405.0,0.129712805
406.0,0.129673079
407.0,0.129713446
408.0,0.130284369
409.0,0.131333187
410.0,0.131043077
411.0,0.130810931
412.0,0.131271839
413.0,0.132132828
414.0,0.132513136
415.0,0.132731393
416.0,0.133191049
417.0,0.133888975
418.0,0.134281039
419.0,0.134550765
420.0,0.13517727
421.0,0.135882467
422.0,0.136564359
423.0,0.137163594
424.0,0.137648568
425.0,0.138111785
426.0,0.138683736
427.0,0.139388308
428.0,0.139785543
429.0,0.140349075
430.0,0.141150147
431.0,0.141912773
432.0,0.14233768
433.0,0.142849177
434.0,0.143712446
435.0,0.1446044
436.0,0.145272896
437.0,0.145887718
438.0,0.146718025
439.0,0.147281274
440.0,0.147803187
441.0,0.148445398
442.0,0.149210826
443.0,0.149958909
444.0,0.150634855
445.0,0.15121603
446.0,0.15165408
447.0,0.152273759
448.0,0.152988136
449.0,0.153432891
450.0,0.1540014
451.0,0.15472725
452.0,0.155496284
453.0,0.155999914
454.0,0.1564693
455.0,0.156952173
456.0,0.157420918
457.0,0.157841101
458.0,0.158269018
459.0,0.158758715
460.0,0.15935488
461.0,0.159792706
462.0,0.160198584
463.0,0.160703763
464.0,0.161040321
465.0,0.161433041
466.0,0.161877111
467.0,0.162213817
468.0,0.162691891
469.0,0.163229898
470.0,0.163708076
471.0,0.164016575
472.0,0.164415076
473.0,0.164832562
474.0,0.16512531
475.0,0.165624619
476.0,0.166085765
477.0,0.166440338
478.0,0.166891158
479.0,0.167272732
480.0,0.167627826
481.0,0.16803886
482.0,0.168539196
483.0,0.169065848
484.0,0.169581741
485.0,0.170076877
486.0,0.170622393
487.0,0.171143323
488.0,0.171622425
489.0,0.172214732
490.0,0.172884539
491.0,0.17356205
492.0,0.174169481
493.0,0.174698249
494.0,0.175373167
495.0,0.176157817
496.0,0.17667006
497.0,0.177337468
498.0,0.178058252
499.0,0.178680152
500.0,0.179381713
501.0,0.180172712
502.0,0.180925637
503.0,0.181451857
504.0,0.182159171
505.0,0.182962328
506.0,0.183730066
507.0,0.184400827
508.0,0.185152575
509.0,0.185982287
510.0,0.186807886
511.0,0.187600687
512.0,0.188401863
513.0,0.189211935
514.0,0.189974338
515.0,0.190696806
516.0,0.191432983
517.0,0.19224143
518.0,0.193158582
519.0,0.194056869
520.0,0.194901794
521.0,0.195740402
522.0,0.196661383
523.0,0.197475687
524.0,0.198144689
525.0,0.199079752
526.0,0.200034305
527.0,0.200972497
528.0,0.201935291
529.0,0.202853844
530.0,0.203728884
531.0,0.204619795
532.0,0.205662221
533.0,0.20662193
534.0,0.207587183
535.0,0.208663419
536.0,0.20963943
537.0,0.210594818
538.0,0.211585715
539.0,0.212639153
540.0,0.213739812
541.0,0.214850023
542.0,0.215939045
543.0,0.21698387
544.0,0.218107834
545.0,0.219295844
546.0,0.220464587
547.0,0.221590176
548.0,0.222706154
549.0,0.223846227
550.0,0.225033626
551.0,0.226262987
552.0,0.227488831
553.0,0.228676274
554.0,0.229896694
555.0,0.231079414
556.0,0.232229054
557.0,0.23341617
558.0,0.234554067
559.0,0.23570241
560.0,0.236910999
561.0,0.238125995
562.0,0.239392236
563.0,0.240692869
564.0,0.241978824
565.0,0.243253931
566.0,0.244436786
567.0,0.245515287
568.0,0.246596634
569.0,0.247687116
570.0,0.248819202
571.0,0.25000301
572.0,0.251147896
573.0,0.252253205
574.0,0.253329754
575.0,0.254396737
576.0,0.255401164
577.0,0.256365716
578.0,0.257335126
579.0,0.258358479
580.0,0.259476811
581.0,0.260666043
582.0,0.261851668
583.0,0.262917787
584.0,0.263772428
585.0,0.264446646
586.0,0.265147984
587.0,0.265863508
588.0,0.266602606
589.0,0.267387897
590.0,0.268297911
591.0,0.269246638
592.0,0.270198464
593.0,0.271168947
594.0,0.2720595
595.0,0.272930503
596.0,0.273845613
597.0,0.27478075
598.0,0.275656074
599.0,0.27640596
600.0,0.276993334
601.0,0.277485758
602.0,0.277927428
603.0,0.2783795
604.0,0.278932333
605.0,0.279539317
606.0,0.280177712
607.0,0.280836195
608.0,0.281523585
609.0,0.282178104
610.0,0.282769412
611.0,0.283305705
612.0,0.283859611
613.0,0.28439185
614.0,0.28487587
615.0,0.285378277
616.0,0.285852224
617.0,0.286312222
618.0,0.286793202
619.0,0.287253827
620.0,0.287704468
621.0,0.288155735
622.0,0.288612396
623.0,0.289046347
624.0,0.289472282
625.0,0.289905399
626.0,0.290319473
627.0,0.290726572
628.0,0.291142046
629.0,0.291578293
630.0,0.291995287
631.0,0.292422444
632.0,0.292868704
633.0,0.293270469
634.0,0.293624908
635.0,0.294001549
636.0,0.294467151
637.0,0.294861406
638.0,0.295247763
639.0,0.295658499
640.0,0.296070904
641.0,0.296491861
642.0,0.296882123
643.0,0.297223866
644.0,0.297596186
645.0,0.297992021
646.0,0.298382014
647.0,0.298732221
648.0,0.299127638
649.0,0.299539804
650.0,0.299937218
651.0,0.300308198
652.0,0.300682575
653.0,0.301064014
654.0,0.301449955
655.0,0.301848501
656.0,0.302244514
657.0,0.302624226
658.0,0.302978396
659.0,0.303336561
660.0,0.303748876
661.0,0.304214716
662.0,0.304610342
663.0,0.304979861
664.0,0.305376649
665.0,0.305837601
666.0,0.306248039
667.0,0.306658626
668.0,0.307093173
669.0,0.307525992
670.0,0.307967275
671.0,0.308408707
672.0,0.308839887
673.0,0.309250534
674.0,0.309721619
675.0,0.310214192
676.0,0.31063512
677.0,0.311089516
678.0,0.311541736
679.0,0.311983824
680.0,0.31247592
681.0,0.312944382
682.0,0.313413978
683.0,0.313914269
684.0,0.31437099
685.0,0.314864367
686.0,0.31541568
687.0,0.315992385
688.0,0.31651634
689.0,0.317029715
690.0,0.317569464
691.0,0.318121344
692.0,0.318727225
693.0,0.319347501
694.0,0.319932461
695.0,0.320528805
696.0,0.321167052
697.0,0.321840972
698.0,0.322511703
699.0,0.323174864
700.0,0.323870927
701.0,0.324617594
702.0,0.325364828
703.0,0.326087445
704.0,0.326825231
705.0,0.327627361
706.0,0.328439713
707.0,0.329246283
708.0,0.330052823
709.0,0.330885291
710.0,0.331709355
711.0,0.332558334
712.0,0.333456665
713.0,0.334373534
714.0,0.335276753
715.0,0.336154908
716.0,0.337014794
717.0,0.337901026
718.0,0.33879292
719.0,0.339659661
720.0,0.340471178
721.0,0.341351241
722.0,0.342274398
723.0,0.343176425
724.0,0.34397471
725.0,0.344790339
726.0,0.34563154
727.0,0.346450537
728.0,0.347210228
729.0,0.348021984
730.0,0.348873496
731.0,0.349609077
732.0,0.350366801
733.0,0.35112074
734.0,0.35184288
735.0,0.352594703
736.0,0.353331923
737.0,0.354036719
738.0,0.354708642
739.0,0.355367362
740.0,0.356044024
741.0,0.356726319
742.0,0.357361078
743.0,0.358018339
744.0,0.358654946
745.0,0.359246135
746.0,0.359864295
747.0,0.360483021
748.0,0.361084908
749.0,0.361659855
750.0,0.362226129
751.0,0.362813562
752.0,0.363400191
753.0,0.363921016
754.0,0.364428431
755.0,0.364973724
756.0,0.365554035
757.0,0.366055638
758.0,0.36651808
759.0,0.366996706
760.0,0.367529035
761.0,0.368038028
762.0,0.368496597
763.0,0.368927836
764.0,0.369387865
765.0,0.369835019
766.0,0.370246917
767.0,0.37064153
768.0,0.371099472
769.0,0.371535182
770.0,0.371947974
771.0,0.372355998
772.0,0.372745603
773.0,0.373139888
774.0,0.373533815
775.0,0.373907417
776.0,0.374276757
777.0,0.374634355
778.0,0.37497735
779.0,0.375311881
780.0,0.375680715
781.0,0.376029819
782.0,0.376322687
783.0,0.376630545
784.0,0.376953542
785.0,0.37727809
786.0,0.377581596
787.0,0.377837628
788.0,0.378079295
789.0,0.378341228
790.0,0.378648221
791.0,0.378947318
792.0,0.379232824
793.0,0.379498929
794.0,0.379722923
795.0,0.379969537
796.0,0.380223334
797.0,0.380454808
798.0,0.380684942
799.0,0.380866826
800.0,0.381074786
801.0,0.381408989
802.0,0.381627202
803.0,0.381808668
804.0,0.382012546
805.0,0.382239252
806.0,0.382535785
807.0,0.382767022
808.0,0.382880181
809.0,0.383071661
810.0,0.38330397
811.0,0.383547097
812.0,0.383776516
813.0,0.384013683
814.0,0.384190589
815.0,0.384337068
