Database of Origin,ASTER / ECOSTRESS Spectral Library
Sample Description,ASTER / ECOSTRESS Medium Sulphur
Other Information,mineral.element.none.medium.vswir.e-2a.jpl.beckman.spectrum.txt
Date Added,2018-06-29 20:04:33.147853

Data ID,ASTR_149            
Sample ID,E-2A
Mineral Name,Sulphur
Grain Size,45-125um
Formula,S
Material Class,element

Wavelength
401.0,0.0444
402.0,0.045
403.0,0.0463
404.0,0.046799999999999994
405.0,0.0467
406.0,0.0492
407.0,0.0509
408.0,0.0526
409.0,0.053200000000000004
410.0,0.055099999999999996
411.0,0.0582
412.0,0.061200000000000004
413.0,0.0636
414.0,0.06709999999999999
415.0,0.0696
416.0,0.073
417.0,0.0771
418.0,0.08130000000000001
419.0,0.0862
420.0,0.09119999999999999
421.0,0.0965
422.0,0.1024
423.0,0.10949999999999999
424.0,0.1165
425.0,0.1233
426.0,0.1304
427.0,0.1374
428.0,0.1464
429.0,0.1561
430.0,0.1664
431.0,0.17670000000000002
432.0,0.1858
433.0,0.19690000000000002
434.0,0.2095
435.0,0.2211
436.0,0.2335
437.0,0.2457
438.0,0.259
439.0,0.2717
440.0,0.2864
441.0,0.3006
442.0,0.3131
443.0,0.32789999999999997
444.0,0.3432
445.0,0.358
446.0,0.3737
447.0,0.3872
448.0,0.4022
449.0,0.4172
450.0,0.43270000000000003
451.0,0.4482
452.0,0.46159999999999995
453.0,0.47840000000000005
454.0,0.4932
455.0,0.5089
456.0,0.5221
457.0,0.5351
458.0,0.5483
459.0,0.5555
460.0,0.5588000000000001
461.0,0.5917
462.0,0.6037
463.0,0.6174000000000001
464.0,0.629
465.0,0.6437
466.0,0.6556000000000001
467.0,0.6667000000000001
468.0,0.6770999999999999
469.0,0.6876000000000001
470.0,0.6998000000000001
471.0,0.7103
472.0,0.7201000000000001
473.0,0.7303000000000001
474.0,0.7391
475.0,0.7484000000000001
476.0,0.7573000000000001
477.0,0.7648999999999999
478.0,0.7731999999999999
479.0,0.7809
480.0,0.7884
481.0,0.7948999999999999
