Database of Origin,Western Washington University
Sample Description,"Calcium and Magnesium Sulfate Mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 07:12:54.554328

Data ID,WWU_Sulf_93         
Sample ID,Mg_Sulf_MCZ_03
Mineral Name,80% Anhydrite-20% Bassanite MCZ
Locality,Synthetic
Grain Size,500 - 1000 um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,synthetic calcium sulfate

Wavelength
495.0,0.63035
527.0,0.640394
554.0,0.645115
600.0,0.656074
640.0,0.661735
676.0,0.667817
751.0,0.684409
805.0,0.692869
867.0,0.705164
908.0,0.714187
937.0,0.71907
975.0,0.724505
1012.0,0.732386
