Database of Origin,ASTER / ECOSTRESS Spectral Library
Sample Description,ASTER / ECOSTRESS Coarse Almandine
Other Information,mineral.silicate.nesosilicate.coarse.vswir.ns-4a.jpl.beckman.spectrum.txt
Date Added,2018-06-29 20:04:41.180520

Data ID,ASTR_378            
Sample ID,NS-4A
Mineral Name,Almandine
Locality,USA/ Arizona/ Graham County/ Stanley Butte
Grain Size,125-500um
Formula,Garnet
Material Class,silicate

Wavelength
401.0,0.1164
402.0,0.1162
403.0,0.11689999999999999
404.0,0.1168
405.0,0.1166
406.0,0.1173
407.0,0.1168
408.0,0.1174
409.0,0.1159
410.0,0.11539999999999999
411.0,0.1149
412.0,0.1161
413.0,0.1159
414.0,0.11710000000000001
415.0,0.1161
416.0,0.1149
417.0,0.1143
418.0,0.11289999999999999
419.0,0.1116
420.0,0.1112
421.0,0.1107
422.0,0.1104
423.0,0.1103
424.0,0.1096
425.0,0.109
426.0,0.10859999999999999
427.0,0.10949999999999999
428.0,0.10869999999999999
429.0,0.1082
430.0,0.10880000000000001
431.0,0.10779999999999999
432.0,0.1081
433.0,0.1092
434.0,0.1105
435.0,0.11230000000000001
436.0,0.11410000000000001
437.0,0.1153
438.0,0.1152
439.0,0.11470000000000001
440.0,0.1152
441.0,0.11560000000000001
442.0,0.1155
443.0,0.1153
444.0,0.1161
445.0,0.11560000000000001
446.0,0.11630000000000001
447.0,0.11630000000000001
448.0,0.1151
449.0,0.1153
450.0,0.1153
451.0,0.1153
452.0,0.1151
453.0,0.1153
454.0,0.1152
455.0,0.1152
456.0,0.11410000000000001
457.0,0.1137
458.0,0.11349999999999999
459.0,0.1139
460.0,0.1144
461.0,0.1139
462.0,0.114
463.0,0.11380000000000001
464.0,0.1158
465.0,0.11470000000000001
466.0,0.11460000000000001
467.0,0.1148
468.0,0.11460000000000001
469.0,0.1144
470.0,0.11380000000000001
471.0,0.1148
472.0,0.1167
473.0,0.1174
474.0,0.1167
475.0,0.1162
476.0,0.11699999999999999
477.0,0.1161
478.0,0.1159
479.0,0.1164
480.0,0.1152
481.0,0.11599999999999999
482.0,0.1157
483.0,0.11449999999999999
484.0,0.1137
485.0,0.11410000000000001
486.0,0.1134
487.0,0.1119
488.0,0.1125
489.0,0.1106
490.0,0.1105
491.0,0.1093
492.0,0.1081
493.0,0.10800000000000001
494.0,0.10769999999999999
495.0,0.1076
496.0,0.1074
497.0,0.1084
498.0,0.1073
499.0,0.10550000000000001
500.0,0.10550000000000001
501.0,0.1041
502.0,0.10339999999999999
503.0,0.1045
504.0,0.1051
505.0,0.1063
506.0,0.1084
507.0,0.10880000000000001
508.0,0.1104
509.0,0.1128
510.0,0.114
511.0,0.1151
512.0,0.1175
513.0,0.1176
514.0,0.11800000000000001
515.0,0.11810000000000001
516.0,0.1188
517.0,0.1189
518.0,0.1195
519.0,0.1207
520.0,0.12179999999999999
521.0,0.1234
522.0,0.12359999999999999
523.0,0.1245
524.0,0.1247
525.0,0.1255
526.0,0.1264
527.0,0.12789999999999999
528.0,0.1295
529.0,0.13140000000000002
530.0,0.1326
531.0,0.13390000000000002
532.0,0.1367
533.0,0.1388
534.0,0.1399
535.0,0.1431
536.0,0.1447
537.0,0.1454
538.0,0.1477
539.0,0.14880000000000002
540.0,0.1505
541.0,0.1514
542.0,0.1542
543.0,0.1558
544.0,0.1582
545.0,0.1586
546.0,0.1589
547.0,0.1604
548.0,0.1607
549.0,0.16149999999999998
550.0,0.1623
551.0,0.16269999999999998
552.0,0.1628
553.0,0.1635
554.0,0.1637
555.0,0.1636
556.0,0.1634
557.0,0.1642
558.0,0.1638
559.0,0.16519999999999999
560.0,0.1638
561.0,0.1642
562.0,0.16390000000000002
563.0,0.1632
564.0,0.1628
565.0,0.16269999999999998
566.0,0.162
567.0,0.1623
568.0,0.16210000000000002
569.0,0.1634
570.0,0.16449999999999998
571.0,0.1649
572.0,0.1655
573.0,0.1672
574.0,0.1677
575.0,0.168
576.0,0.17
577.0,0.174
578.0,0.17600000000000002
579.0,0.17920000000000003
580.0,0.18230000000000002
581.0,0.18469999999999998
582.0,0.188
583.0,0.19039999999999999
584.0,0.1925
585.0,0.1961
586.0,0.19920000000000002
587.0,0.20190000000000002
