Database of Origin,Western Washington University
Sample Description,Namibia Sands
Date Added,2018-02-05 20:26:03.315328

Data ID,WWU_NMB_05          
Sample ID,NMB_05
Mineral Name,Olilants bad camp dune slip face
Locality,"Lat: -23.7720839772, Long: 14.5669299737"
Viewing Geometry,0/23
Composition,Quartz sand w/ ferric coatings

Wavelength
351.0,0.134439543
352.0,0.134922102
353.0,0.132503271
354.0,0.128148511
355.0,0.127607927
356.0,0.129426152
357.0,0.12876752
358.0,0.124211565
359.0,0.127103105
360.0,0.12693809
361.0,0.123225875
362.0,0.121243849
363.0,0.123494826
364.0,0.124774881
365.0,0.123270571
366.0,0.123237997
367.0,0.124696463
368.0,0.125345618
369.0,0.123631224
370.0,0.123781823
371.0,0.123621799
372.0,0.122955121
373.0,0.123181522
374.0,0.12391869
375.0,0.124822669
376.0,0.12517871
377.0,0.122998528
378.0,0.124264896
379.0,0.126817912
380.0,0.126631707
381.0,0.127404809
382.0,0.127175793
383.0,0.126281783
384.0,0.127527505
385.0,0.127792418
386.0,0.127557471
387.0,0.127760619
388.0,0.128583923
389.0,0.129528388
390.0,0.129807547
391.0,0.128942311
392.0,0.129403442
393.0,0.130807385
394.0,0.131988034
395.0,0.131146878
396.0,0.131881163
397.0,0.132999554
398.0,0.13292262
399.0,0.133179963
400.0,0.133825138
401.0,0.134437576
402.0,0.134418786
403.0,0.134638265
404.0,0.135317996
405.0,0.136193693
406.0,0.136288553
407.0,0.136392593
408.0,0.136957243
409.0,0.137941211
410.0,0.137451977
411.0,0.137266725
412.0,0.138008729
413.0,0.138995573
414.0,0.139457524
415.0,0.139753923
416.0,0.140292779
417.0,0.140994638
418.0,0.141441569
419.0,0.141801238
420.0,0.14247407
421.0,0.143203005
422.0,0.143964082
423.0,0.144685805
424.0,0.145186976
425.0,0.145752177
426.0,0.146455884
427.0,0.147235155
428.0,0.147728682
429.0,0.148387089
430.0,0.149266392
431.0,0.150085583
432.0,0.150547564
433.0,0.151142657
434.0,0.152147651
435.0,0.153107241
436.0,0.153857812
437.0,0.154566124
438.0,0.155469283
439.0,0.156133816
440.0,0.156723902
441.0,0.157413766
442.0,0.158325642
443.0,0.159215987
444.0,0.160005584
445.0,0.160676509
446.0,0.161210299
447.0,0.161910728
448.0,0.162709489
449.0,0.163283035
450.0,0.163924396
451.0,0.164714754
452.0,0.165580958
453.0,0.16619195
454.0,0.166746482
455.0,0.167301834
456.0,0.167859137
457.0,0.168400943
458.0,0.168933019
459.0,0.169488668
460.0,0.170136616
461.0,0.170620754
462.0,0.171085224
463.0,0.171661958
464.0,0.172014475
