Database of Origin,Crowley et al 1991
Sample Description,Borates
Date Added,2017-03-22 23:56:03.358555

Data ID,CROW_1_3            
Mineral Name,Inderite
Locality,"Kern County, California"
Formula,MgB3O3(OH)5 * 5H2O

Wavelength
406.0,0.746
407.0,0.746
408.0,0.747
409.0,0.748
410.0,0.749
411.0,0.749
412.0,0.75
413.0,0.751
414.0,0.752
415.0,0.752
416.0,0.753
417.0,0.753
418.0,0.754
419.0,0.755
420.0,0.755
421.0,0.756
422.0,0.757
423.0,0.758
424.0,0.758
425.0,0.759
426.0,0.759
427.0,0.76
428.0,0.761
429.0,0.762
430.0,0.763
431.0,0.763
432.0,0.764
433.0,0.765
434.0,0.766
435.0,0.766
436.0,0.767
437.0,0.768
438.0,0.768
439.0,0.769
440.0,0.769
441.0,0.77
442.0,0.771
443.0,0.772
444.0,0.773
445.0,0.774
446.0,0.775
447.0,0.776
448.0,0.777
449.0,0.777
450.0,0.778
451.0,0.778
452.0,0.778
453.0,0.779
454.0,0.779
455.0,0.779
456.0,0.78
457.0,0.78
458.0,0.781
459.0,0.781
460.0,0.782
461.0,0.783
462.0,0.783
463.0,0.784
464.0,0.785
465.0,0.785
466.0,0.786
467.0,0.786
468.0,0.787
469.0,0.787
470.0,0.787
471.0,0.788
472.0,0.788
473.0,0.788
474.0,0.789
475.0,0.789
476.0,0.79
477.0,0.79
478.0,0.79
479.0,0.791
480.0,0.791
481.0,0.792
482.0,0.792
483.0,0.793
484.0,0.793
485.0,0.794
486.0,0.794
487.0,0.794
488.0,0.795
489.0,0.795
490.0,0.795
491.0,0.796
492.0,0.796
493.0,0.797
494.0,0.797
495.0,0.798
496.0,0.798
497.0,0.798
498.0,0.799
499.0,0.799
500.0,0.8
501.0,0.8
502.0,0.8
503.0,0.801
504.0,0.801
505.0,0.802
506.0,0.803
507.0,0.804
508.0,0.804
509.0,0.805
510.0,0.806
511.0,0.806
512.0,0.807
513.0,0.807
514.0,0.808
515.0,0.808
516.0,0.808
517.0,0.809
518.0,0.809
519.0,0.809
520.0,0.809
521.0,0.81
522.0,0.81
523.0,0.81
524.0,0.811
525.0,0.812
526.0,0.812
