Database of Origin,ASTER / ECOSTRESS Spectral Library
Sample Description,ASTER / ECOSTRESS Medium Vermiculite
Other Information,mineral.silicate.phyllosilicate.medium.vswir.ps-18a.jpl.perkin.spectrum.txt
Date Added,2018-06-29 20:04:46.749167

Data ID,ASTR_532            
Sample ID,PS-18A
Mineral Name,Vermiculite
Locality,USA/ Texas/ Llano County/ Llano.
Grain Size,45-125um
Formula,(Mg/Fe^2+/Al)_3(Al/Si)_4O_10(OH)_2.4H_2O
Material Class,silicate

Wavelength
400.0,0.476307
401.0,0.478216
402.0,0.47990099999999997
403.0,0.48174300000000003
404.0,0.483412
405.0,0.484921
406.0,0.486572
407.0,0.48826099999999995
408.0,0.489907
409.0,0.49131100000000005
410.0,0.492804
411.0,0.494365
412.0,0.495692
413.0,0.49725700000000006
414.0,0.49889000000000006
415.0,0.5003920000000001
416.0,0.501818
417.0,0.503489
418.0,0.50467
419.0,0.50611
420.0,0.507592
421.0,0.509131
422.0,0.51054
423.0,0.511965
424.0,0.513583
425.0,0.5150359999999999
426.0,0.516595
427.0,0.518011
428.0,0.519496
429.0,0.520999
430.0,0.522352
431.0,0.523936
432.0,0.5255879999999999
433.0,0.5269189999999999
434.0,0.528633
435.0,0.530292
436.0,0.531756
437.0,0.533227
438.0,0.534882
439.0,0.536488
440.0,0.538283
441.0,0.5400820000000001
442.0,0.5417649999999999
443.0,0.543459
444.0,0.545185
445.0,0.54689
446.0,0.548744
447.0,0.550353
448.0,0.552147
449.0,0.553994
450.0,0.555754
451.0,0.556979
452.0,0.558374
453.0,0.559655
454.0,0.561323
455.0,0.562646
456.0,0.563876
457.0,0.565425
458.0,0.5666749999999999
459.0,0.568006
460.0,0.5691579999999999
461.0,0.570285
462.0,0.571472
463.0,0.5728
464.0,0.574107
465.0,0.57538
466.0,0.576518
467.0,0.57784
468.0,0.579274
469.0,0.580239
470.0,0.581685
471.0,0.5830449999999999
472.0,0.584295
473.0,0.585425
474.0,0.586808
475.0,0.588208
476.0,0.589388
477.0,0.590508
478.0,0.5917020000000001
479.0,0.592894
480.0,0.5941449999999999
481.0,0.595347
482.0,0.596543
483.0,0.5979140000000001
484.0,0.599025
485.0,0.600608
486.0,0.601944
487.0,0.603322
488.0,0.604795
489.0,0.606174
490.0,0.607542
491.0,0.6091570000000001
492.0,0.61047
493.0,0.61185
494.0,0.613255
495.0,0.614656
496.0,0.615922
497.0,0.617545
498.0,0.618847
499.0,0.620142
500.0,0.621642
501.0,0.623089
502.0,0.624315
503.0,0.625618
504.0,0.627046
505.0,0.628279
506.0,0.6297440000000001
507.0,0.631152
508.0,0.632436
509.0,0.633666
510.0,0.634908
511.0,0.636136
512.0,0.637526
513.0,0.638748
514.0,0.640077
515.0,0.641247
516.0,0.6426090000000001
517.0,0.643766
518.0,0.6449729999999999
519.0,0.646008
520.0,0.647314
521.0,0.648371
522.0,0.6497660000000001
523.0,0.65078
524.0,0.651818
525.0,0.6530400000000001
526.0,0.654132
527.0,0.6552479999999999
528.0,0.656245
529.0,0.657473
530.0,0.658529
531.0,0.659643
532.0,0.66067
533.0,0.661843
534.0,0.662868
535.0,0.6639
536.0,0.664958
537.0,0.665931
538.0,0.666963
539.0,0.6680419999999999
540.0,0.668883
541.0,0.669873
542.0,0.6708369999999999
543.0,0.671793
544.0,0.672765
545.0,0.6735500000000001
546.0,0.67446
547.0,0.6753969999999999
548.0,0.676258
549.0,0.677265
550.0,0.678063
551.0,0.678835
552.0,0.67984
553.0,0.680558
554.0,0.681398
555.0,0.68211
556.0,0.6829559999999999
557.0,0.683673
558.0,0.684472
559.0,0.6852760000000001
560.0,0.6860550000000001
561.0,0.6867740000000001
562.0,0.6877150000000001
563.0,0.68838
564.0,0.689079
565.0,0.689777
566.0,0.690445
567.0,0.691119
568.0,0.691721
569.0,0.692238
570.0,0.692917
571.0,0.69356
572.0,0.6942100000000001
573.0,0.6949120000000001
574.0,0.695375
575.0,0.695985
576.0,0.696634
577.0,0.697227
578.0,0.697719
579.0,0.698257
580.0,0.69881
581.0,0.699387
582.0,0.699913
583.0,0.70038
584.0,0.70087
585.0,0.701542
586.0,0.701987
587.0,0.7024710000000001
588.0,0.702975
589.0,0.7035089999999999
590.0,0.7038639999999999
591.0,0.70441
592.0,0.704972
593.0,0.705443
594.0,0.705827
595.0,0.706203
596.0,0.706418
597.0,0.7066849999999999
598.0,0.707101
599.0,0.7073160000000001
600.0,0.707683
601.0,0.7081829999999999
602.0,0.70855
603.0,0.708914
604.0,0.709367
605.0,0.709821
606.0,0.710209
607.0,0.710587
608.0,0.710989
609.0,0.711457
610.0,0.711845
611.0,0.712061
612.0,0.712564
613.0,0.712958
614.0,0.7132299999999999
615.0,0.713684
616.0,0.714174
617.0,0.7144799999999999
618.0,0.714857
619.0,0.715372
620.0,0.7156600000000001
621.0,0.7160070000000001
622.0,0.716314
623.0,0.716677
624.0,0.717169
625.0,0.717482
626.0,0.7177410000000001
627.0,0.7181069999999999
628.0,0.718426
629.0,0.718805
630.0,0.719157
631.0,0.719575
632.0,0.720002
633.0,0.720409
634.0,0.7206199999999999
635.0,0.720929
636.0,0.72136
637.0,0.721693
638.0,0.7221559999999999
639.0,0.7225889999999999
640.0,0.7228749999999999
641.0,0.723172
642.0,0.723518
643.0,0.7238849999999999
644.0,0.724307
645.0,0.724733
646.0,0.725206
647.0,0.725525
648.0,0.7258920000000001
649.0,0.726274
650.0,0.726553
651.0,0.7268789999999999
652.0,0.727172
653.0,0.727526
654.0,0.727926
655.0,0.7283740000000001
656.0,0.728661
657.0,0.7290449999999999
658.0,0.729391
659.0,0.72964
660.0,0.7301300000000001
661.0,0.730519
662.0,0.730858
663.0,0.731202
664.0,0.7315619999999999
665.0,0.731928
666.0,0.732281
667.0,0.73263
668.0,0.732716
669.0,0.733028
670.0,0.733403
671.0,0.733741
672.0,0.7341570000000001
673.0,0.734363
674.0,0.7348560000000001
675.0,0.735088
676.0,0.735243
677.0,0.735784
678.0,0.736097
679.0,0.736387
680.0,0.73655
681.0,0.7368380000000001
682.0,0.737174
683.0,0.737321
684.0,0.737523
685.0,0.7377859999999999
686.0,0.738036
687.0,0.738195
688.0,0.7384350000000001
689.0,0.738821
690.0,0.739165
691.0,0.7393770000000001
692.0,0.739676
693.0,0.739993
694.0,0.740113
695.0,0.740245
696.0,0.740641
697.0,0.7408790000000001
698.0,0.7410909999999999
699.0,0.741297
700.0,0.741509
701.0,0.7416800000000001
702.0,0.741867
703.0,0.74197
704.0,0.742722
705.0,0.742711
706.0,0.742836
707.0,0.742967
708.0,0.743335
709.0,0.7436010000000001
710.0,0.743554
711.0,0.743858
712.0,0.7441530000000001
713.0,0.7441580000000001
714.0,0.7443219999999999
715.0,0.7447880000000001
716.0,0.7449859999999999
717.0,0.744764
718.0,0.7452209999999999
719.0,0.7450709999999999
720.0,0.745501
721.0,0.7456480000000001
722.0,0.745892
723.0,0.7462380000000001
724.0,0.7462009999999999
725.0,0.7463500000000001
726.0,0.7466039999999999
727.0,0.746771
728.0,0.7472669999999999
729.0,0.747525
730.0,0.747254
731.0,0.747927
732.0,0.748061
733.0,0.7480410000000001
734.0,0.7480119999999999
735.0,0.748193
736.0,0.748715
737.0,0.7486750000000001
738.0,0.7489319999999999
739.0,0.7491110000000001
740.0,0.749436
741.0,0.7493470000000001
742.0,0.749888
743.0,0.749968
744.0,0.750109
745.0,0.750513
746.0,0.750699
747.0,0.7505710000000001
748.0,0.750789
749.0,0.7511920000000001
750.0,0.7513599999999999
751.0,0.751379
752.0,0.751724
753.0,0.751305
754.0,0.751883
755.0,0.752175
756.0,0.7521939999999999
757.0,0.752607
758.0,0.753032
759.0,0.75261
760.0,0.7530519999999999
761.0,0.753172
762.0,0.753322
763.0,0.753429
764.0,0.753551
765.0,0.7537579999999999
766.0,0.753385
767.0,0.7539
768.0,0.753623
769.0,0.753926
770.0,0.7542449999999999
771.0,0.7542700000000001
772.0,0.754465
773.0,0.754723
774.0,0.7547440000000001
775.0,0.75507
776.0,0.75546
777.0,0.7555280000000001
778.0,0.755738
779.0,0.7560030000000001
780.0,0.755931
781.0,0.7556229999999999
782.0,0.755938
783.0,0.7560429999999999
784.0,0.7564379999999999
785.0,0.756574
786.0,0.756568
787.0,0.756372
788.0,0.75684
789.0,0.756727
790.0,0.756521
791.0,0.7570950000000001
792.0,0.757524
793.0,0.757336
794.0,0.757035
795.0,0.75756
796.0,0.757512
797.0,0.757821
798.0,0.7582899999999999
799.0,0.758763
800.0,0.7581669999999999
801.0,0.7586539999999999
802.0,0.758577
803.0,0.7587309999999999
804.0,0.7589960000000001
805.0,0.758628
806.0,0.758544
807.0,0.7591800000000001
808.0,0.7591160000000001
809.0,0.75916
810.0,0.759077
811.0,0.7590049999999999
812.0,0.759251
813.0,0.759319
814.0,0.7597889999999999
815.0,0.759287
816.0,0.759255
817.0,0.7593179999999999
818.0,0.759354
819.0,0.759802
820.0,0.759452
821.0,0.759327
822.0,0.759183
823.0,0.760012
824.0,0.759875
825.0,0.759613
826.0,0.759645
827.0,0.759727
828.0,0.7597830000000001
829.0,0.759816
830.0,0.759513
831.0,0.759646
832.0,0.759782
833.0,0.75973
834.0,0.7595399999999999
835.0,0.7596040000000001
836.0,0.7595449999999999
837.0,0.76008
838.0,0.760026
839.0,0.760127
840.0,0.7600149999999999
841.0,0.7598820000000001
842.0,0.7595310000000001
843.0,0.75934
844.0,0.7597459999999999
845.0,0.75996
846.0,0.759447
847.0,0.7598900000000001
848.0,0.7596639999999999
849.0,0.759599
850.0,0.7600979999999999
851.0,0.7591559999999999
852.0,0.759371
853.0,0.759443
854.0,0.7597360000000001
855.0,0.7590250000000001
856.0,0.759618
857.0,0.7594029999999999
858.0,0.7589790000000001
859.0,0.759914
860.0,0.759919
861.0,0.758791
862.0,0.759248
863.0,0.758884
864.0,0.758335
865.0,0.758527
866.0,0.75942
867.0,0.758858
868.0,0.758475
869.0,0.7588809999999999
870.0,0.759518
871.0,0.7593380000000001
872.0,0.759058
873.0,0.758056
874.0,0.75875
875.0,0.759102
876.0,0.7586700000000001
877.0,0.7585250000000001
878.0,0.759326
879.0,0.7593030000000001
880.0,0.759095
881.0,0.758759
882.0,0.7588280000000001
883.0,0.7586700000000001
884.0,0.7583570000000001
885.0,0.7582859999999999
886.0,0.75848
887.0,0.758587
888.0,0.758812
889.0,0.7587170000000001
890.0,0.758842
891.0,0.759203
892.0,0.759093
893.0,0.758908
894.0,0.758345
895.0,0.758076
896.0,0.758496
897.0,0.758071
898.0,0.7580100000000001
899.0,0.758547
900.0,0.759088
901.0,0.7587510000000001
902.0,0.758667
903.0,0.758802
904.0,0.758413
905.0,0.758426
906.0,0.7585080000000001
907.0,0.758342
908.0,0.759007
909.0,0.7593899999999999
910.0,0.759158
911.0,0.758566
912.0,0.758584
913.0,0.7582470000000001
914.0,0.758374
915.0,0.75858
916.0,0.7590560000000001
917.0,0.7586700000000001
918.0,0.758596
919.0,0.759171
920.0,0.7586790000000001
921.0,0.759126
922.0,0.75887
923.0,0.758399
924.0,0.758984
925.0,0.759136
926.0,0.759216
927.0,0.7584789999999999
928.0,0.7584820000000001
929.0,0.7588720000000001
930.0,0.7587560000000001
931.0,0.7581100000000001
932.0,0.7582909999999999
933.0,0.758591
934.0,0.758031
935.0,0.7572150000000001
936.0,0.757447
937.0,0.757601
938.0,0.757189
939.0,0.756127
940.0,0.7547440000000001
941.0,0.753738
942.0,0.752399
943.0,0.751172
944.0,0.750575
945.0,0.7505
946.0,0.749988
947.0,0.7500249999999999
948.0,0.750509
949.0,0.750929
950.0,0.7503879999999999
951.0,0.75003
952.0,0.750738
953.0,0.751377
954.0,0.7515609999999999
955.0,0.752355
956.0,0.75336
957.0,0.7539520000000001
958.0,0.7539969999999999
959.0,0.754341
960.0,0.754672
961.0,0.755044
962.0,0.756011
963.0,0.755862
964.0,0.756613
965.0,0.757561
966.0,0.7572180000000001
967.0,0.756856
968.0,0.75724
969.0,0.7582099999999999
970.0,0.758144
971.0,0.758255
972.0,0.758023
973.0,0.758134
974.0,0.7577419999999999
975.0,0.758148
976.0,0.758612
977.0,0.7585120000000001
978.0,0.7579290000000001
979.0,0.757894
980.0,0.7584380000000001
981.0,0.758429
982.0,0.7582519999999999
983.0,0.758033
984.0,0.758274
985.0,0.758226
986.0,0.758249
987.0,0.758744
988.0,0.7585299999999999
989.0,0.757865
990.0,0.758202
991.0,0.758594
992.0,0.758667
993.0,0.7586109999999999
994.0,0.7594540000000001
995.0,0.759685
996.0,0.758926
997.0,0.7588760000000001
998.0,0.759055
999.0,0.759172
1000.0,0.758886
1001.0,0.759743
1002.0,0.7586400000000001
1003.0,0.759246
1004.0,0.759547
1005.0,0.758831
1006.0,0.7590260000000001
1007.0,0.760113
1008.0,0.759353
1009.0,0.759196
1010.0,0.759632
1011.0,0.760315
1012.0,0.759995
1013.0,0.759845
1014.0,0.759637
1015.0,0.759719
1016.0,0.7596040000000001
1017.0,0.7598569999999999
1018.0,0.7601349999999999
1019.0,0.7600560000000001
1020.0,0.7596200000000001
1021.0,0.760746
1022.0,0.7603709999999999
1023.0,0.761218
1024.0,0.761015
1025.0,0.760514
1026.0,0.76054
1027.0,0.761344
1028.0,0.761252
1029.0,0.76176
1030.0,0.761101
1031.0,0.7611150000000001
1032.0,0.761265
1033.0,0.761813
1034.0,0.7617149999999999
1035.0,0.7617929999999999
1036.0,0.761849
1037.0,0.7611969999999999
1038.0,0.762367
1039.0,0.761689
1040.0,0.761938
1041.0,0.762209
1042.0,0.7620279999999999
1043.0,0.7625730000000001
1044.0,0.7615919999999999
1045.0,0.762831
1046.0,0.7618389999999999
1047.0,0.76196
1048.0,0.762187
1049.0,0.7627679999999999
1050.0,0.762596
1051.0,0.762832
1052.0,0.763181
1053.0,0.762885
1054.0,0.762791
1055.0,0.762907
1056.0,0.762222
1057.0,0.7628060000000001
1058.0,0.7634019999999999
1059.0,0.763818
1060.0,0.763236
1061.0,0.7631709999999999
1062.0,0.763652
1063.0,0.763553
1064.0,0.7634789999999999
1065.0,0.764178
1066.0,0.7639159999999999
1067.0,0.764408
1068.0,0.763194
1069.0,0.7645399999999999
1070.0,0.7635179999999999
1071.0,0.7639619999999999
1072.0,0.76492
1073.0,0.764335
1074.0,0.7648520000000001
1075.0,0.765463
1076.0,0.7654259999999999
1077.0,0.7647379999999999
1078.0,0.7647369999999999
1079.0,0.7647849999999999
1080.0,0.764729
1081.0,0.7652500000000001
1082.0,0.765074
1083.0,0.76591
1084.0,0.765464
1085.0,0.765809
1086.0,0.765859
1087.0,0.7661950000000001
1088.0,0.7660710000000001
1089.0,0.764878
1090.0,0.766256
1091.0,0.7664
1092.0,0.765078
1093.0,0.766018
1094.0,0.7658039999999999
1095.0,0.766414
1096.0,0.7667440000000001
1097.0,0.766934
1098.0,0.765206
1099.0,0.766301
1100.0,0.766527
1101.0,0.766816
1102.0,0.767059
1103.0,0.7667149999999999
1104.0,0.769051
1105.0,0.7735209999999999
1106.0,0.76605
1107.0,0.7673359999999999
1108.0,0.76732
1109.0,0.767754
1110.0,0.767644
1111.0,0.768097
1112.0,0.767818
1113.0,0.76782
1114.0,0.768197
1115.0,0.768115
1116.0,0.7678830000000001
1117.0,0.768216
1118.0,0.7674110000000001
1119.0,0.768049
