Database of Origin,Western Washington University
Sample Description,"Magnesium sulfates dust contaminated mixtures, Mastcam-Z resolution"
Date Added,2017-11-11 19:02:15.447967

Data ID,WWU_Sulf_174        
Sample ID,Ca_Dust_MCZ_06
Mineral Name,Gypsum + 5% Mars JSC-1A MCZ
Locality,Synthetic
Grain Size,500-1000um
Viewing Geometry,35 degrees
Resolution,3nm/30nm
Composition,Synthetic calcium sulfate

Wavelength
495.0,0.597854
527.0,0.612292
554.0,0.624266
600.0,0.648439
640.0,0.664502
676.0,0.682252
751.0,0.715522
805.0,0.728393
867.0,0.735438
908.0,0.738851
937.0,0.74079
975.0,0.739962
1012.0,0.743275
